GEWICHT	RESPNR	VAR001	VAR002	VAR171	VAR172	VAR173	VAR174	VAR154A	VAR154	VAR155	VAR156	VAR157	VAR157A	VAR158	VAR159A	VAR159	VAR160	VAR161	VAR162	VAR162A	VAR163	VAR100	VAR101	VAR103	VAR105	VAR107	VAR109	VAR121	VAR122	VAR124	VAR137	VAR138	VAR139	VAR140	VAR515	VAR737	VAR728A	VAR728B	VAR728C	VAR728D	VAR728E	VAR728F	VAR729A	VAR729B	VAR729C	VAR729D	VAR729E	VAR729F	VAR546	VAR730	VAR725A	VAR725B	VAR725C	VAR725F	VAR725G	VAR725H	VAR725J	VAR725L	VAR725M	VAR725O	VAR725P	VAR725Q	VAR726	VAR727A	VAR727B	VAR727C	VAR727D	VAR727E	VAR727F	VAR727G	VAR003	VAR006	VAR007	VAR012	VAR013	VAR014	VAR015	VAR016	VAR200	VAR201	VAR462	VAR736	VAR009	VAR734	VAR733	VAR732	VAR629	VAR631
1	504	2	52	1	1	2	1	1	-3	1	1	-3	1	1	-3	3	-3	-3	3	3	3	3	-3	2	3	2	2	3	-3	2	-3	1	2	1	3	11	3	3	3	3	3	3	3	3	3	3	3	3	3	-3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	-3	-3	-3	-3	-3	-3	1	1	-5	3	1	1	3	7	1	3	4	8	1	4	7	10	2	5
1	505	1	52	1	1	1	1	1	1	1	-3	-3	1	1	2	3	-3	2	3	3	3	3	2	2	2	3	2	3	3	2	1	1	2	1	3	12	3	3	3	3	3	3	3	3	3	3	3	3	3	-3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	2	-3	3	3	3	1	2	1	3	3	-5	-5	8	1	1	4	8	2	4	3	4	2	5
1	506	2	30	1	1	1	1	1	1	1	1	1	1	1	-3	3	-3	2	3	3	3	3	3	2	3	3	2	3	4	2	1	-3	2	1	3	10	3	3	3	3	3	3	3	2	1	2	-3	1	3	-3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	2	-3	3	-3	3	1	3	1	3	1	1	3	7	2	3	5	4	3	4	3	5	2	5
1	507	1	68	1	1	2	2	1	1	1	1	1	1	1	-3	3	-3	-3	-3	-3	3	2	3	2	3	2	2	3	4	4	-5	-5	-5	-5	3	8	1	-3	1	2	3	1	3	3	3	3	3	3	3	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	3	3	3	3	3	3	1	1	-5	1	1	3	5	2	1	3	3	11	1	4	2	4	2	5
1	508	1	66	2	2	-3	1	-3	1	-3	-3	-3	-3	-3	1	3	2	1	3	1	3	-3	2	2	4	2	2	2	4	4	-5	-5	-5	-5	3	9	2	1	2	1	2	2	1	2	1	2	1	1	3	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-3	-3	-3	-3	-3	-3	-3	4	1	-5	1	1	3	3	8	2	2	-2	11	1	4	1	2	11	5
1	509	2	49	3	1	1	1	1	-3	-3	2	2	1	1	-3	3	-3	1	3	1	3	2	2	2	4	2	2	2	4	4	2	-3	2	1	3	6	2	1	2	1	2	3	2	2	1	2	1	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	5	2	4	2	4	1	5	1	1	-5	-2	1	1	3	9	1	2	-2	5	1	5	4	10	11	5
1	600	2	59	1	1	1	1	-3	-3	-3	-3	-3	-3	-3	-6	-6	-6	-6	-6	-6	-6	4	4	2	4	4	1	3	4	4	-3	-3	2	1	3	8	2	1	2	1	-3	2	1	2	1	2	-3	1	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	2	4	2	4	4	1	3	1	2	1	1	3	7	1	2	8	6	5	2	2	4	11	5
1	602	2	55	1	1	1	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	1	3	2	1	2	4	4	2	2	2	1	3	8	2	1	2	1	-3	3	1	2	1	2	-3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-3	-3	-3	-3	-3	-3	-3	1	6	1	1	1	1	1	-5	2	2	7	9	7	1	2	4	11	5
1	603	1	26	1	1	1	1	2	2	2	1	-3	2	0	2	3	2	2	3	3	3	4	2	1	1	1	1	4	-3	4	2	2	2	1	3	8	3	3	3	3	2	3	3	3	3	3	2	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-3	5	1	5	3	5	1	1	1	-5	1	1	2	3	9	1	2	3	3	1	5	4	5	11	2
1	604	2	25	1	1	1	2	1	-3	2	1	-3	1	1	1	2	1	1	3	2	2	2	1	2	3	1	2	3	4	3	2	2	2	1	1	10	2	3	2	3	2	3	3	3	3	3	1	3	3	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	3	4	4	3	4	2	1	3	1	3	1	1	3	7	1	2	2	3	2	4	4	5	11	2
1	605	1	31	1	1	1	1	1	1	-3	-3	1	1	1	2	3	3	3	3	3	3	3	2	2	2	3	1	4	4	3	2	2	2	1	2	7	2	1	2	1	2	2	1	2	1	2	1	1	3	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	2	4	2	4	3	1	2	1	1	1	7	-5	-5	1	2	2	4	2	4	2	3	11	2
1	606	2	28	1	1	1	1	1	-3	1	1	-3	1	-3	2	3	2	2	3	2	-3	1	1	1	1	2	2	2	3	3	2	-3	2	1	2	10	3	3	3	3	3	3	3	3	3	3	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	4	3	4	-3	3	3	1	3	1	2	1	1	2	7	1	2	5	3	3	4	3	5	11	2
1	607	1	50	1	1	1	1	1	-3	2	-3	-3	-3	-3	1	-3	1	1	-3	-3	-3	-3	2	2	3	1	2	3	4	4	2	-3	2	1	2	10	2	1	2	1	2	2	3	2	3	2	3	1	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-3	-3	-3	-3	2	3	-3	1	1	-5	3	3	-5	-5	8	1	2	4	7	1	5	2	4	11	2
1	608	1	53	2	2	1	1	1	1	0	0	1	1	1	2	3	1	1	3	2	3	3	4	2	4	3	2	4	5	4	1	1	1	1	2	12	3	3	3	3	3	3	3	3	3	3	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	3	3	5	2	4	3	2	7	2	3	3	-5	-5	6	1	1	8	8	7	1	1	2	8	5
1	609	2	37	1	1	1	1	-3	2	1	1	2	2	-3	1	-3	3	1	3	1	3	5	4	3	3	4	2	4	4	3	2	1	2	1	2	8	3	3	3	3	3	3	3	3	3	3	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	3	4	2	4	2	2	6	1	3	3	-5	-5	6	1	1	6	4	6	2	1	1	8	5
1	700	1	33	2	1	1	1	1	2	1	1	2	1	1	1	3	2	1	3	3	3	4	4	1	4	3	3	3	5	2	-3	-3	2	-3	1	8	2	3	3	3	3	3	3	3	3	3	3	3	2	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	3	4	3	4	3	3	1	7	1	3	3	-5	-5	5	1	1	7	3	7	1	2	3	8	5
1	701	2	26	1	1	1	1	1	1	-3	1	-3	1	1	2	-3	-3	2	3	3	3	4	2	1	2	1	2	1	3	2	1	1	2	1	-3	11	2	3	3	3	3	3	3	3	3	3	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	4	4	2	4	3	1	4	1	1	1	1	3	6	1	1	-2	3	7	1	4	5	8	5
1	703	2	47	1	1	2	1	2	2	2	2	2	2	0	2	3	2	1	3	2	3	4	2	1	4	4	5	4	5	4	1	2	2	2	3	11	3	3	3	3	3	3	3	3	3	3	3	3	3	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	4	4	2	4	2	3	4	1	3	5	-5	-5	2	1	2	4	7	4	3	1	2	8	6
1	704	1	59	3	1	2	1	1	1	-3	0	1	0	0	1	1	1	1	1	1	1	3	4	2	2	4	2	4	5	2	1	2	1	1	3	14	2	3	2	3	2	3	3	3	3	3	1	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1	4	1	4	1	4	2	1	2	1	3	1	1	1	-5	1	4	5	9	2	3	2	4	8	6
1	705	2	48	2	1	2	1	1	1	-3	1	1	1	1	1	3	-3	1	3	2	1	2	4	2	4	4	2	2	4	2	1	2	2	1	1	11	3	1	3	1	2	3	3	3	3	3	1	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	4	3	3	3	3	4	4	3	3	1	3	3	-5	-5	7	1	1	1	7	3	3	1	2	8	6
1	706	1	46	3	1	1	1	1	1	1	1	1	1	1	3	3	-3	1	3	1	3	4	4	4	5	2	3	4	2	1	1	1	1	1	1	17	2	1	3	1	2	2	1	2	3	2	1	1	3	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	1	5	4	4	2	1	2	1	3	5	-5	-5	2	1	1	1	6	2	3	4	7	8	6
1	707	1	31	1	1	1	1	1	2	-3	2	2	2	1	-3	-3	-3	-3	-3	-3	-3	2	2	2	5	2	2	3	3	2	1	2	2	1	1	8	3	3	3	3	3	3	3	3	3	3	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	3	3	-6	4	2	3	1	2	2	3	3	-5	-5	8	1	1	4	3	2	4	4	8	8	6
1	708	2	40	3	1	1	1	-3	-3	-3	-3	-3	-3	-3	1	3	1	1	3	3	3	-3	1	5	1	1	1	1	1	1	1	1	2	1	3	8	2	1	2	1	3	3	3	3	3	3	3	3	1	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	2	4	4	3	4	1	2	1	3	1	1	3	9	1	2	6	6	2	4	4	7	10	2
1	709	2	41	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	2	2	2	2	2	1	2	2	-3	-3	-3	-3	-3	9	2	1	3	1	3	3	2	2	3	2	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-3	-3	-3	-3	-3	-3	-3	3	1	-5	3	1	1	3	8	1	2	4	6	1	4	4	10	10	2
1	800	1	29	1	1	1	1	1	1	1	0	1	1	1	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	2	2	1	2	1	2	13	2	1	2	1	2	3	3	2	3	2	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	4	2	4	2	1	2	4	1	2	2	3	4	-5	-5	8	1	2	4	3	2	4	4	8	10	2
1	802	2	57	3	1	1	1	-3	1	1	1	1	1	0	2	3	1	1	3	3	3	2	2	2	3	4	2	3	3	4	2	1	2	1	3	9	2	1	2	1	1	2	1	2	1	2	1	1	3	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	4	3	4	2	3	4	4	2	1	2	1	1	3	9	1	2	2	9	2	4	3	4	10	2
1	803	1	67	1	1	1	1	1	1	-3	0	2	1	0	2	3	2	1	3	2	2	4	3	2	3	4	1	3	3	2	-5	-5	-5	-5	3	6	2	1	2	1	1	3	1	2	1	2	3	3	3	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	4	1	5	2	4	1	5	1	3	1	1	1	3	3	7	1	1	3	10	3	3	2	4	10	3
1	804	1	57	1	1	2	1	-3	-3	-3	-3	-3	-3	-3	1	3	-3	1	3	-3	-3	-3	2	1	2	2	2	3	-3	5	-3	1	2	1	3	7	2	3	2	3	1	3	2	3	1	3	3	3	3	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	2	4	2	4	4	1	1	-5	3	3	-5	-5	8	1	2	4	9	1	5	3	4	10	3
1	807	2	38	1	1	2	1	1	1	1	-3	-3	1	1	2	3	2	1	3	3	3	2	3	4	4	4	2	4	4	3	1	1	2	1	2	7	2	1	2	1	3	3	1	2	1	2	1	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	3	4	2	4	4	1	5	1	3	1	1	2	6	1	2	-2	5	6	2	4	10	10	3
1	808	1	23	1	1	1	1	-3	1	1	1	-3	-3	2	1	3	1	-6	3	3	3	3	2	2	3	2	2	2	4	3	-3	1	2	1	3	8	2	1	2	1	-3	-3	3	2	3	2	3	3	3	-3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	3	2	5	3	4	2	1	1	1	3	3	-5	-5	8	1	1	-2	2	1	5	3	5	1	2
1	809	2	58	-3	-3	-3	-3	1	1	1	1	1	1	1	3	-3	1	1	3	3	3	-3	-3	2	-3	-3	2	4	-3	-3	-3	-3	-3	-3	3	8	3	3	3	3	3	3	3	3	3	3	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	5	1	5	-3	-3	2	1	1	-5	3	1	1	1	-5	1	1	3	9	1	5	3	4	1	2
1	903	2	51	2	1	2	1	0	1	-3	0	1	1	1	1	3	1	1	3	-3	3	1	1	1	1	2	1	1	3	3	2	1	1	1	2	9	3	3	3	3	3	3	3	3	3	3	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	3	2	3	3	3	3	1	1	-5	3	1	1	3	8	1	1	-3	8	1	5	2	4	6	6
1	905	2	56	1	1	1	1	1	1	1	-3	-3	2	1	1	3	1	1	-3	-3	1	3	1	1	1	1	2	3	4	1	-3	-3	-3	-3	3	9	2	1	-3	1	2	3	1	1	1	2	1	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	3	2	4	2	2	3	1	1	-5	3	1	1	4	9	1	3	3	9	1	5	2	4	6	6
1	907	2	23	1	1	1	1	1	1	2	2	1	2	1	1	3	1	2	3	3	3	2	1	1	2	1	1	1	3	2	2	1	2	1	1	12	3	3	3	3	2	3	1	3	3	3	3	3	1	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	3	3	3	3	3	3	1	2	1	3	1	1	3	9	1	1	4	2	2	4	3	5	6	6
1	908	2	47	1	1	1	1	1	1	1	1	1	2	1	2	3	2	2	3	3	3	2	1	2	2	2	2	2	3	4	1	1	1	1	3	9	2	1	2	3	1	3	1	3	1	3	2	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1	4	2	5	2	5	2	2	2	1	3	2	-5	-5	6	1	2	3	7	1	4	2	4	10	6
1	909	1	63	1	1	1	1	1	2	2	-3	2	2	1	2	3	2	1	3	2	3	2	2	2	2	2	2	4	4	5	-3	1	2	2	3	7	2	3	3	3	3	3	1	3	3	3	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	4	3	5	3	4	4	1	2	1	1	1	3	5	2	1	2	2	9	2	4	2	4	10	6
1	1000	2	47	1	1	2	1	2	2	-3	1	2	1	1	1	3	2	1	3	-6	1	2	2	2	2	2	2	2	2	2	1	2	2	1	2	6	2	3	3	3	3	3	1	3	3	3	3	3	1	3	-2	-2	-2	-2	-2	-2	-2	-2	1	-2	-2	-5	1	2	5	1	5	3	5	1	1	1	-5	1	1	1	3	9	1	2	2	7	1	5	2	4	10	6
1	1001	1	31	1	1	2	1	1	2	2	1	2	2	1	1	3	2	1	3	3	-3	1	2	2	2	3	2	2	4	2	2	2	2	1	2	7	2	3	2	3	3	3	3	3	3	3	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	3	5	4	3	2	1	2	1	3	3	-5	-5	8	1	2	3	3	2	4	2	3	10	6
1	1002	1	75	1	2	2	1	1	1	-3	-3	-3	-3	1	-3	-3	-3	-3	-3	-3	-3	2	2	2	1	2	2	2	4	4	-5	-5	-5	-5	3	9	2	1	2	1	2	3	1	2	1	2	1	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	5	2	5	2	5	3	1	1	-5	1	1	3	2	8	2	2	2	11	1	4	2	4	10	6
1	1003	2	64	1	1	2	1	-3	-3	-3	0	1	-3	0	1	3	-3	1	3	-3	3	2	2	2	3	4	2	-3	-3	-3	-3	-3	-3	1	3	13	2	1	2	1	-3	2	1	2	1	2	-3	1	3	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	2	4	2	2	2	1	3	2	1	1	1	1	-5	1	2	-3	10	1	4	3	4	5	6
1	1004	1	43	1	2	1	1	-3	1	-3	1	-3	1	2	2	3	-3	2	-3	-3	3	2	1	1	4	1	1	4	4	4	2	-3	2	1	1	15	3	3	3	3	3	3	3	3	3	3	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	4	4	4	4	4	4	4	1	6	1	3	3	-5	-5	6	1	2	-2	5	6	2	4	6	5	6
1	1007	1	57	2	1	1	1	1	1	1	1	1	1	0	1	3	1	1	3	1	3	4	2	4	4	4	3	4	4	4	2	2	2	2	2	9	3	3	3	3	3	3	3	3	3	3	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	4	4	4	4	4	4	5	1	4	1	3	2	-5	-5	-3	1	1	7	9	4	2	2	4	11	5
1	1008	2	55	2	1	1	1	1	1	1	0	1	1	1	-3	3	-3	1	3	2	3	2	2	2	2	2	2	2	2	2	2	1	1	1	2	9	2	1	2	1	2	3	1	2	1	2	1	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	2	4	2	4	3	1	1	-5	3	1	1	3	7	1	2	2	9	1	4	2	4	11	5
1	1009	1	59	1	1	1	2	1	1	-3	0	1	1	1	1	3	2	1	3	1	2	1	2	2	2	2	2	4	3	3	2	1	2	-3	3	7	2	-3	2	-3	-3	3	1	3	1	3	2	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	2	4	2	4	4	1	1	-5	-2	1	3	2	9	1	2	-2	8	1	5	4	7	11	5
1	1100	2	25	1	1	1	1	1	1	1	2	2	2	1	1	3	2	2	3	1	3	2	1	1	1	1	1	5	4	2	1	1	2	1	2	10	2	3	3	3	2	3	3	3	3	3	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	3	4	3	2	3	3	1	2	1	3	1	1	3	8	1	2	-2	3	2	4	3	5	11	5
1	1101	2	30	1	1	1	1	1	1	-3	-3	1	-3	-3	3	3	-3	-3	3	-3	-3	1	3	2	4	1	1	3	-3	1	-3	-3	-3	-3	2	10	2	3	3	3	1	3	1	3	3	3	2	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-3	-3	-3	-3	-3	-3	-3	1	1	-5	3	1	1	3	7	2	2	5	4	4	3	4	8	4	5
1	1102	1	52	1	2	2	1	1	2	1	-3	1	1	0	1	3	-3	2	3	-3	2	-3	1	3	2	4	1	4	4	4	2	2	2	1	3	11	2	3	2	3	2	3	1	3	1	3	1	3	2	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-3	-3	-3	-3	-3	-3	-3	1	4	1	1	3	-5	-5	8	1	1	5	9	4	4	2	4	4	5
1	1103	1	61	2	1	1	1	1	1	1	2	1	0	1	1	3	1	1	3	1	2	3	2	2	4	3	1	3	5	5	2	2	2	1	3	6	2	3	2	3	2	3	1	3	1	3	2	3	3	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	4	2	4	2	4	3	1	1	-5	1	1	7	-5	-5	1	1	4	10	1	5	2	4	4	5
1	1104	1	61	2	1	1	1	1	1	1	1	2	1	1	2	3	1	1	3	2	3	1	1	1	1	1	1	2	3	2	2	1	2	1	2	8	-3	1	2	1	1	-3	3	3	3	3	1	3	2	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	2	4	1	4	2	1	2	1	3	3	-5	-5	8	1	2	4	7	2	4	4	10	4	5
1	1105	2	41	1	1	1	1	1	2	2	-3	-3	2	-3	1	3	2	1	-3	3	-3	4	2	2	3	2	3	3	4	4	2	2	1	1	-3	8	2	3	3	3	3	3	3	3	3	3	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	3	4	2	3	3	2	3	1	3	1	1	2	6	1	2	-2	6	3	1	2	4	6	3
1	1106	1	47	3	2	1	2	1	2	2	0	2	2	1	2	3	2	1	3	1	3	2	1	4	5	2	2	4	4	2	1	1	1	2	2	13	3	1	3	3	1	3	3	3	3	3	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	4	2	4	2	2	4	4	1	7	1	3	1	7	-5	-5	1	1	9	6	7	1	4	5	6	3
1	1107	2	39	3	1	1	1	1	1	0	0	1	1	1	1	2	1	1	1	1	2	2	2	2	2	2	2	2	4	3	2	2	2	2	2	9	3	3	3	3	3	3	3	3	3	3	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	4	2	4	2	3	3	4	1	3	1	2	1	1	2	7	1	3	-3	5	3	3	5	6	5	4
1	1108	1	55	3	2	1	1	1	1	0	0	1	0	0	1	3	1	1	2	1	2	1	1	1	2	2	2	2	2	2	2	2	2	1	1	11	3	3	3	3	3	3	3	3	3	3	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	2	3	3	2	3	4	1	2	1	3	3	-5	-5	8	1	3	-2	9	2	4	2	4	5	4
1	1109	2	21	1	1	1	1	1	2	0	0	1	0	0	1	3	1	1	1	1	2	1	1	1	1	1	1	2	3	2	2	2	2	1	1	11	2	3	3	3	2	3	1	3	3	3	1	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-3	-3	-3	-3	-3	-3	-3	2	6	3	1	1	6	-5	-5	1	3	-3	8	7	1	3	4	5	4
1	1200	2	21	3	1	1	1	1	1	-3	0	-3	1	1	1	3	-3	-3	3	-3	-3	2	2	1	2	2	2	3	4	3	2	1	2	2	1	13	2	3	2	3	2	3	1	2	1	2	1	1	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	3	3	3	2	2	4	2	3	1	3	2	-5	-5	7	1	4	-3	7	1	4	4	4	5	4
1	1201	2	32	2	1	1	1	0	1	1	1	1	1	1	1	3	1	1	3	1	2	4	2	1	2	4	2	2	4	2	1	1	2	2	2	8	3	3	3	3	3	3	3	3	3	3	2	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	2	4	2	4	4	1	2	1	2	3	-5	-5	-3	1	1	7	4	4	3	3	6	7	1
1	1202	1	35	1	1	1	1	2	1	-3	-3	2	-3	1	2	3	2	2	2	2	2	2	2	4	2	2	5	4	4	4	2	1	2	1	2	9	2	3	3	3	3	3	2	3	3	3	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	3	4	2	4	3	1	2	1	3	2	-5	-5	7	1	2	-2	4	2	4	4	6	7	1
1	1203	2	21	1	1	1	1	1	1	-3	0	-3	1	1	1	3	3	1	3	3	1	3	4	1	3	5	1	4	5	2	2	1	2	1	2	12	2	3	2	3	3	3	1	3	1	3	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	3	5	2	5	4	1	4	1	3	3	-5	-5	7	1	3	-3	2	2	4	2	3	7	1
1	1205	2	27	3	1	1	1	0	1	1	0	1	1	1	1	3	1	1	3	1	2	1	4	1	4	1	2	5	5	2	1	1	1	1	2	9	2	1	2	1	1	1	1	2	1	2	2	1	3	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	4	4	2	4	4	1	6	1	2	2	-5	-5	-3	1	2	-2	3	7	1	2	3	11	2
1	1206	1	26	1	1	1	1	1	2	2	1	2	1	1	2	3	1	1	3	2	3	1	1	1	4	4	1	1	4	1	1	1	2	1	2	11	2	3	3	3	3	3	1	3	3	3	3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	4	4	4	4	2	4	4	1	4	2	3	1	2	3	6	1	1	-2	3	4	3	4	8	11	2
1	1209	2	46	2	1	1	1	-3	1	1	-3	-3	1	1	1	3	1	1	3	1	2	4	2	2	-3	4	2	4	4	5	1	-3	-3	-3	3	9	2	3	2	3	1	3	1	3	1	3	2	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	3	3	5	4	3	1	2	1	3	1	1	3	6	1	2	-2	7	2	4	3	4	7	3
1	400	1	43	3	2	3	3	1	1	1	1	1	1	-3	2	2	2	2	2	2	-3	4	4	4	4	3	3	5	5	5	1	1	1	1	3	13	2	1	1	1	2	3	3	3	2	3	2	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	4	4	4	2	4	5	2	7	1	3	2	-5	-5	6	1	1	9	6	7	1	1	2	7	3
1	401	2	55	1	1	1	1	2	2	2	1	2	2	2	-3	3	-3	1	3	-3	3	1	5	5	5	5	3	5	3	1	1	2	2	1	3	9	2	3	3	3	1	3	-3	3	3	3	-3	3	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	5	3	3	4	2	2	5	3	7	1	3	1	1	3	6	1	3	1	5	2	4	1	2	7	3
1	402	1	40	2	2	2	2	1	1	-3	1	-3	1	-3	3	3	3	3	3	3	-3	4	3	2	4	4	3	4	3	4	2	1	1	1	2	7	2	3	2	3	1	3	3	3	3	3	2	3	2	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	3	5	3	4	3	1	7	1	3	2	-5	-5	5	1	3	9	6	7	1	4	5	7	3
1	404	1	52	2	1	1	1	1	1	0	0	1	-6	1	2	3	3	1	3	1	1	3	1	1	2	1	1	1	3	4	1	1	2	-3	2	10	3	3	3	3	3	3	3	3	3	3	3	3	3	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	3	3	3	4	4	3	1	2	1	3	5	-5	-5	2	1	2	3	7	2	4	4	7	10	2
1	406	2	59	1	1	1	1	1	1	1	1	1	1	1	2	3	2	2	3	-3	2	3	3	2	4	3	2	4	3	2	-3	-3	1	2	2	11	2	2	3	2	1	1	1	3	3	1	1	2	1	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	3	3	4	3	4	3	1	4	1	3	1	1	3	6	1	3	9	9	6	1	2	4	7	3
1	407	1	41	2	1	1	1	1	2	2	1	2	1	1	2	3	1	1	3	2	2	2	2	2	3	2	2	2	3	2	1	1	1	1	1	13	3	3	3	3	1	3	3	3	3	3	3	3	1	3	-2	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-5	1	2	4	2	4	3	4	2	1	7	1	3	3	-5	-5	8	1	1	9	5	7	1	4	6	7	3
1	408	2	16	2	3	1	2	1	1	0	0	1	2	-3	1	3	2	1	3	2	-3	3	2	2	1	1	1	3	4	4	-5	-5	-5	-5	3	11	2	2	2	2	1	1	1	2	2	1	1	2	1	2	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-5	1	2	3	3	3	2	4	2	2	4	3	1	1	6	-5	-5	1	1	1	6	4	4	3	7	7	3
