respnr	persnr	status	provcode	gemeente	HH2	HH4BP01	HH3P01	HH4AP01	HH4CP01	HH4BP02	HH3P02	HH4AP02	HH4CP02	HH4BP03	HH3P03	HH4AP03	HH4CP03	HH4BP04	HH3P04	HH4AP04	HH4CP04	HH4BP05	HH3P05	HH4AP05	HH4CP05	HH4BP06	HH3P06	HH4AP06	HH4CP06	HH4BP07	HH3P07	HH4AP07	HH4CP07	HH4BP08	HH3P08	HH4AP08	HH4CP08	HH4BP09	HH3P09	HH4AP09	HH4CP09	HH4BP10	HH3P10	HH4AP10	HH4CP10	HH4DP01	HH4DP02	complete	VAR001	VAR002	VAR003	INT001	VAR006	V040	VAR723	V202	V041	beroep	VAR016	VAR016A	VAR016B	VAR016C	V049	INT004	VAR1061	VAR1062	VAR648	V401	V400	VAR641	VAR642	VAR1255	VAR1256	VAR1257	VAR1300	VAR1301	VAR1302	VAR1303	VAR149	VAR058	VAR059	VAR064	VAR065	VAR092	INT265	INT266	VAR096	VAR125	INT054	VAR110	VAR114	VAR116	VAR571	VAR572	VAR573	VAR574	VAR576	VAR153	VAR154	VAR155	VAR156	VAR157	VAR157A	VAR154A	VAR160	VAR161	VAR162A	VAR164	VAR165	VAR166	VAR198A	VAR198	VAR201A	VAR201	VAR201C	VAR204	VAR221	INT257	INT229	VAR820	VAR1117	VAR589A	VAR589B	VAR589C	VAR589D	VAR589E	VAR589F	INT218	INT219	INT221	INT222	INT223	INT710	INT711	INT712	INT713	INT714	INT715	INT716	VAR491	VAR040	VAR1304	VAR274	VAR275	VAR461	VAR367	VAR273	VAR1262	VAR239	VAR318	VAR319	VAR320	VW065	VAR446	VAR447	VAR439	VAR497	VAR499	VAR599	VAR600	VAR408	VAR409	VAR1046A	VAR1046B	VAR1046C	VAR1046D	VAR1046E	VAR1046F	VAR1046G	VAR1046H	VAR1046I	VAR1046J	VAR1046K	VAR1046L	VAR1046M	VAR1046N	VAR1046O	VAR1046P	VAR402	VAR595	VAR687	VAR688	VAR689	VAR953	VAR1265	VAR433	VAR445	VAR351	VAR1145A	VAR1145B	VAR1145C	VAR1145D	VAR1145E	VAR1145F	VAR1145G	VAR1145H	VAR1145I	VAR1145J	VAR1145K	VAR1145L	VAR1145M	VAR1162A	VAR1162B	VAR1162C	VAR1162D	VAR1162E	VAR1162F	VAR1162G	VAR1162H	VAR1162I	VAR1162J	VAR1162K	VAR1162L	VAR1162M	VAR1146	VAR1163	VAR544	VAR347	VAR515	VAR516	VAR557	VAR844	VAR846	VAR847	VAR594	VAR1017	VAR1307	VAR1306	VAR1305	VAR357	VAR768	VAR1308	VAR754	VAR755	VAR760	VAR1309	VAR462A	VAR462B	VAR462C	VAR684	VAR683B	VAR728B	VAR729B	VAR546	VAR758	VAR759	VAR1031	VAR1140	VAR1141	VAR1142	VAR1143	VAR1161	VAR1103	VAR1104	VAR1105	VAR1106	VAR1315A	VAR1266	VAR1267	VAR1310	VAR1311	VAR1312	VAR1313	VAR1314	VAR1317A	VAR131_A	VAR131_B	VAR1317B	VAR131_C	VAR131_D	GOED1	GOED2	GOED3	GOED4	GOED5	FOUT1	FOUT2	FOUT3	FOUT4	FOUT5	Q1	Q2	Q3	Q4	Q5	Q6	Q7	Q8_1	Q8_2	Q8_3	Q8_4	Q8_5	Q9_1	Q9_2	Q9_3	Q10	Q11	Q12	Q13_1A	Q13_1B	Q13_2A	Q13_2B	Q13_3A	Q13_3B	Q13_4A	Q13_4B	Q13_5A	Q13_5B	Q14_1	Q14_2	Q14_3	Q14_4	Q14_5	Q14_6	Q14_7	Q14_8	Q15	Q16_1	Q16_2	Q16_3	Q16_4	Q16_5	Q16_6	Q17_1	Q17_2	Q17_3	Q18	Q19	Q20	Q21_1	Q21_2	Q21_3	Q21_4	Q21_5	Q21_6	Q21_7	Q21_8	Q21_8A	Q22_1	Q22_2	Q22_3	Q22_4	Q22_5	Q22_6	Q22_7	Q22_8	Q22_9	Q22_10	Q22_11	Q22_11A	Q23	Q24	Q25	Q25_1	Q26	Q27_1	Q27_2	Q27_3	Q27_4	Q27_5	Q27_6	Q27_7	Q27_8	Q27_9	Q27_10	Q28	Q29	Q30	Q31A_1	Q31A_2	Q31A_3	Q31B_4	Q31B_5	Q31B_6	Q31B_7	Q31B_8	Q32_1	Q32_2	Q32_3	Q32_4	Q33	Q34_1	Q34_2	Q34_3	Q35	Q36_1	Q36_2	Q37_1	Q37_2	Q38_1	Q38_2	Q39	Q40_1	Q40_2	Q40_3	Q40_4	Q40_5	Q40_6	Q41	Q42_1A	Q42_1B	Q42_2A	Q42_2B	Q42_3A	Q42_3B	Q42_4A	Q42_4B	Q42_5A	Q42_5B	Q42_6A	Q42_6B	Q42_7A	Q42_7B	Q42_8A	Q42_8B	Q42_9A	Q42_9B	Q42_10A	Q42_10B	Q43_1A	Q43_1B	Q43_2A	Q43_2B	Q43_3A	Q43_3B	Q43_4A	Q43_4B	Q43_5A	Q43_5B	Q43_6A	Q43_6B	Q43_7A	Q43_7B	Q44_1	Q44_2	Q44_3	Q45_1	Q45_2	Q45_3	Q46	Q47	Q48_1	Q48_2	Q48_3	Q48_4	Q48_5	Q49_1	Q49_2	Q49_3	Q49_4	Q49_5	Q49_6	Q50_1	Q50_2	Q50_3	Q50_4	Q50_5	Q51	Q_OPL	Q53	Q54	Q55	Q56	Q57	Q58	Q59	Q60_1	Q60_2	Q60_3	VAR462	weeg
10000963	1	2	27	406	2	1947	2	1	1	1951	3	2	1																																	1	11	1	1	57	6	11	4	2		3	1	55401	6	"RECLAME BUREAU"	"GRAFISCH ONTWERPER"	"ONTWERPEN VAN ADVERTENTIES EN FOLDER MATERIAAL"	1	0	0	0	4	2	1			2			1	1	1	2	3	1	1	2	1	2	1	4	1	2	2	2	4	3	3	1	2		2	1	2	2	3	-3	2	-3	1	1	1	1	4	3	2	1	2	1		4		4	3	2		2	2	3	3	2	3	3	4	3	3	3	3	3	3	3	3	4	3	3	1	2	1	1	2	3	2	2	2	2	1	1	2	4	4	4	3	1	2	2	2	1	7	13	11	9	16	15	8	10	6	12	4	3	1	5	2	14	3	4	1	2	2	3	2	2	4	4	4	5	7	5	4	6	5	4	6	6	6	7	7	3	2	2	3	3	2	3	3	3	2	2	2	2	3	3	1	2	3		4	1	1	1	4	4	1	1	1	2	2	3	2	2	2	2	-2		-3	2	2	3	3	2	3	2	1	3	1	2	3	2	2	3	3	3	2	1	2	3	2	2	2	2	"HIJ HOUDT ZICH AAN DE REGELS"	"HIJ HEEFT RESPECT VOOR ANDEREN"	"IS NIET TE VEEL MATERIALISTISCH"	"STEEDS REGELS OVERTREDEN"	"GEEN REKENIG HOUDEN MET ANDEREN"	"ZICH VERRIJKEN TEN KOSTE VAN ANDEREN"	8	4	5	-3	-3	8	2	12	-3	-3	2	1	5	30	2	5	2	1	2	3	4	1	2	2	2	1	2	2	1		1		1		1		1		8	8	8	6	7	7	7	6	2	1	3	1	1	3	3	1	3	2	2	1	4	1	2	2	2	2	1	2	2		2	2	2	2	2	2	2	2	2	2	2		2				3	1	2	1	1	1	1	3	3	3	1	1	3	2	1	1	1	1	1	1	1	1	3	3	3	3	2				2	3	3	5	5	5	5	1	4	5	2	2	4	2	5	1		1		1		1		1		1		1		1		1		1		2	3	1		8		8		8		1		1		2	2	2	2	2	2	3	2	2	2	1	3	3	2	2	2	2	2	2	1	1	1	1	8	8	7	2		2	1	1	2500	1	1	1	1	1	0.9556775999999999
10000969	1	2	27	363	1	1959	1	1	1																																					1	11	1	1	45	3	20	8	1	42	1		71505	5	"MInisterie van binnenlandse  zaken."	"Controller(geld en computers)"	"Beheren van budgetten(van de afdelingen)"	2	0	1	0	2	2	2	2	2	1	1	65	1	1	1	1	2	1	1	1	2	1	4	1	2	2	3	4	3	3	3	3	2		4	1	2	3	2	2	2	2	1	2	2	2	2	3	2	1	2	1		4		5	2	2		2	2	3	3	1	3	2	2	3	2	2	2	2	2	3	2	3	3	1	1	2	1	-1	3	3	4	4	2	2	2	2	1	4	4	5	3	1	2	2	3	1	9	16	13	4	11	14	15	7	6	12	2	1	3	5	10	8	3	2	2		2	2	1	4	4	5	6	8	8	7	6	6	7	7	6	7	8	6	5	3	1	2	2	3	2	2	1	3	1	2	3	3	2	2	2	2	2	2	5	4	5	2	5	3	2	1	3	2	2	-3	2	1	2	1	3	4800		7	2	3	3	2	2	1	3	2	2	3	2	3	2	3	3	3	2	1	1	2	3	3	2	3	"Zorgen voor zijn gezin"	"Gaat stemmen."	"Doet aan vrijwilligerswerk"	"Voetbalvandalisme"	"Ouderen bestelen"	"Voor buren hinder veroorzaken"	10	7	5	-3	-3	2	9	2	-3	-3	3	2	2	70	2	3	2	4	4	4	2	2	3	3	3	2		2	1		2	2	1		1		1		7	7	8	7	8	8	7	7	2	1	3	1	1	1	3	1	1	4	3	1	3	2	1	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1	2	2		1	3	3		3	4	2	1	1	1	1	2	3	4	2	1	3	1	1	1	1	1	1	1	1	2	3	3	3	3	1	2	3	2	2	3	3	5	4	5	5	1	4	5	2	2	5	2	5	1		1		1		1		1		2	2	1		1		1		1		2	1	1		2	1	2	1	2	1	1		2	1	2	2	2	2	2	2	4	2	2	2	1	3	2	2	2	2	2	2	2	1	1	1	1	2	8	8	2		1	2	1	4800	1	1	7	1	17	0.7974072
10000979	1	3	21	80	4	1975	2	1	1	1977	3	2	1	2000	5	2	1	2002	5	1	1																									1	11	1	1	29	6	10	5	1	60	1		46208	6	"afbouwbedryf"	"zelfstandiger ondernemer"	"montage"	5	1	0	0	3	2	1	2	3	2	4	65	2	2			1	2	2	-3	1	4	3	2	2	3	2	3	4	3	2		1	3	4	-3	3	3	2	-3	3	2	2	1	2	1	5	3	2	1	2	1		4		4	-3	1	4	1	1	3	1	1	1	5	3	3	3	2	4	3	3	5	4	3	3	2	2	2	3		3	1	2	4	1	1	-3	-3	1	2	3	1	3	5	2	2	3	2	2	14	1	10	7	15	13	12	5	3	6	16	4	9	8	11	4	3	1	1	1	3	-3	5	5	2	5	6	-3	-3	7	5	5	6	7	4	6	5	-3	3	1	2	2	2	3	3	2	2	3	2	2	2	3	3	2	4	3		4	5	3	1	4	2	2	1	1	2	2	3	2	1	3	3	-2		2	1	3	3	3	3	1	3	1	2	2	3	4	4	1	-3	1	2	4	1	2	3	3	2	1	2	"voor zyn gezin zorgen ."	"niet iemand tot last zyn."	"om je mede mens denken."	"alleen aan zich denken"	"eerlyk zyn"	""	12	2	5	-3	-3	5	10	-3	-3	-3																																																																																																																																																																																														13	
10000981	1	2	28	493	2	1935	2	1	1	1940	3	2	1																																	1	11	1	1	69	6	9	2	2		8	1	11122	9	"VERHUISBEDRIJF"	"VERHUIZER"	"VERHUIZEN OVERZEE"	1	4	1	0	5	3	3			2			1	2	2		3	1	2	2	1	4	3	1	1	3	1	1	5	3	2		2		5	2	3	3	2	3	2	3	1	1	1	1	5	5	2	1	2	1		5		3	-3	2		1	1	1	1	1	2	4	3	-3	3	3	3	3	-3	4	3	3	3	3	2	3	1	8	2	1	2	1	1	1	1	1	2	2	2	1	3	1	2	2	3	1	6	11	1	10	4	15	13	12	3	7	9	14	2	5	8	16	4	4	1	1	1	3	3	3	3	2	5	6	6	6	6	5	5	6	6	5	6	6	6	3	2	3	2	2	3	3	3	3	3	3	2	2	3	3	1	2	2	3	2	2	2	2	3	2	2	1	1	2	2	3	2	3	2	2	3	1600		2	2	1	3	4	4	3	1	3	1	1	3	5	3	3	3	3	4	1	1	4	4	1	1	-3	"WERKEN"	"BEHULPZAAM ZIJN"	"NETJES/PROPER/SCHOON/MILJEUBEWUST"	"STELEN"	"LIEGEN/ONEERLIJK ZIJN"	"MISBRUIK MAKEN VAN DE SOCIALE WETTEN"	1	5	2	-3	-3	9	10	1	-3	-3	2	2	4	32	4	1	3	1	1	1	4	3	3	3	3	1	2	1	1		1		1		2	1	1		8	7	8	6	6	6	6	6	3	1	3	1	1	1	3	1	2	1	2	2	4	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	1	1	3		2	1	1	1	1	1	1	1	1	1	1	2		2	1	1	2	2	2	2	2	2	3	3	3	3	1	2	2	8	4	1	2	2	2	3	3	4	3	3	4	4	3	3	3	1		2	2	1		1		1		2	2	1		2	1	1		2	1	1		1		1		1		1		1		1		2	2	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	98	8	8		8	8	4	1300	1	1	1	1	11	1.1505088799999998
10000992	1	2	27	416	2	1942	2	1	1	1943	3	2	1																																	1	11	1	1	62	6	16	2	2		8	1	62301	5	"MIJN BEROEP WAS  LERAAR"	"LERAAR"	"LES GEVEN"	2	13	4	1	2	2	1			2			1	1	1	3	1	1	1	1	2	4	1	2	3	2	2	1	4	3	3	1	2		2	1	2	3	-3	3	3	3	2	1	1	1	1	5	1	3	1	3	3	1	3	2	3	2		1	1	1	1	1	4	3	3	3	2	3	2	3	2	3	3	3	3	5	1	2	1	6	4	2	1	2	2	1	1	1	1	4	5	4	3	4	2	1	1	3	6	8	10	9	11	14	12	13	4	5	1	2	7	15	3	16	2	2	1	1	1	3	1	1	2	5	5	7	7	7	6	7	7	7	7	7	-3	7	7	3	3	2	2	2	2	2	-3	2	2	2	2	2	2	2	1	2	1	3	2	1	1	1	3	3	3	1	1	2	3		2	2	2	2	-2		3	1	2	-3	-3	-3	1	1	2	2	2	4	1	2	1	3	1	3	1	-3	2	2	2	3	2	4	"REKENING HOUDEN MET ZIJN NAASTEN"	""	""	"ZICHZELF BELANGRIJKER VINDEN DAN EEN EEN ANDER"	""	""	2	-3	-3	-3	-3	4	-3	-3	-3	-3	2	2	6	40	1			1	1	2	5	1	3	3	2	2		2	1		1		1		1		1		8	8	8	8	8	8	7	7	2	1	3	1	1	1	3	4	2	1	3	1	4	2	1	1	2	1	1	1	1	1	2	2	1	2	2	1	2	1	2	2	2		1	1	3		1	1	1	1	2	1	1	1	1	3	1	1	2	2	1	1	1	1	1	1	1	2	3	3	3	3	1	2	2	2	3	3	3	5	5	5	5	1	4	5	2	2	5	2	5	1		1		1		1		1		2	2	1		1		1		1		1		1		1		1		1		1		1		2	2	2	2	2	2	4	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	9	7	2		2	1	3	2000	1	1	1	1	15	1.10770488
10000993	1	2	30	758	1	1954	1	1	1																																					1	11	1	1	49	3	23	6	1	36	1		46603	6	"onderwijs"	"ict baan binnen het onderwijs"	"leerling volgsysteem-de naam en cijfer registratie"	2	0	0	0	2	3	2	2	1	1	1	99	1	1	1	1	2	1	1	-3	2	4	2	1	2	2	1	1	5	3	2		3	3	2	1	2	2	2	-3	2	2	2	2	2	1	4	4	1	2	2	1		5		4	3	2		3	3	3	3	3	3	3	3	3	2	2	2	3	2	2	2	3	4	4	2	2	1	-3	3	3	2	4	2	2	2	2	1	4	4	3	3	1	2	2	3	3	4	11	13	2	9	16	6	15	5	10	1	14	3	8	7	12	2	2	2		-3	3	2	2	2	5	4	5	3	5	5	6	6	5	7	5	6	4	-3	3	2	2	3	3	3	2	2	2	2	2	3	-3	3	3	2	3	2	2	3	2	2	2	2	4	2	2	1	3	2	2	2	1	2	2	4	46000		7	3	3	3	1	1	1	2	1	2	2	2	2	1	2	2	2	1	1	2	3	2	3	2	3	"respect voor zijn medemens"	"bij een noodsituatie de helpende hand bieden."	"eerlijk zijn"	" misdaad begaan"	"de ander niet benadelen"	"weet niet"	4	5	10	-3	-3	9	10	-3	-3	-3	1	1	7	24	1			2	1	2	5	1	3	3	3	1	3	2	1		1		1		2	2	1		10	9	9	7	8	8	7	6	2	1	3	1	1	1	3	1	1	2	3	1	4	2	2	2	2	2	2	2	2		2	2	2	2	2	2	1	2	2	1	2		2				3	1	1	1	1	1	1	2	5	3	1	1	6	1	1	1	1	1	1	1	1	1	3	3	3	3	1	3	2	3	3	2	3	5	4	5	5	2	4	5	1	2	4	2	5	1		1		1		1		1		2	2	1		1		1		1		1		1		1		2	1	1		1		1		2	2	2	2	2	2	3	3	1	1	3	3	1	2	2	2	2	2	2	1	1	1	1	8	7	7	2		1	8	1	2400	1	1	1	1	16	0.7604078400000001
10000995	1	2	30	757	1	1937	1	1	1																																					1	11	1	1	67	5	11	3	2		8	1	-3	1	"zelfstandig ondernemer"	"eigenaar"	"leiding geven"	3	40	0	0	2	1	1			2			1	1	1	1	1	2	1	2	1	4	1	4	-3	3	1	1	5	3	2		2		4	1	3	-3	-3	3	-3	2	2	2	2	1	4	3	1	3	2	1		5		3	3	2		1	1	4	2	1	2	5	3	3	5	3	3	-3	4	5	5	5	5	2	4	3	3		4	3	1	1	1	1	1	1	2	2	2	1	3	1	2	1	3	3	1	16	7	2	9	13	4	12	14	3	6	5	10	11	8	15	2	5	2		1	3	2	5	5	2	4	2	3	4	4	3	3	3	2	2	4	3	4	3	1	1	3	3	3	3	3	1	3	3	1	3	3	4	2	3	2	3	4	3	3	2	4	3	3	3	2	2	3		1	2	2	2	2	23000		7	1	1	2	1	1	1	1	2	1	1	4	5	4	4	4	4	3	1	2	4	4	1	2	2	"zich netjes gedragen"	"Zijn auto goed parkeren"	"zich aan de regels houden"	"panden kraken"	"stelen"	"iemand in elkaar slaan"	3	2	8	-3	-3	8	9	9	-3	-3	3	1	3	49	1			2	2	2	4	2	3	2	2	1	2	2	1		1		1		1		1		8	7	8	7	8	8	4	3	2	1	3	1	1	1	2	1	1	1	3	1	4	1	1	2	2	2	1	2	2		2	2	2	2	2	2	2	2	2	2	1	2	1	2	4	2	2	1	1	2	1	1	1	3	1	1	1	1	5	1	1	1	2	1	1	1	2	2	3	3	3	3	2				2	3	3	5	5	5	5	1	5	5	2	2	4	1	4	1		2	2	1		1		1		1		1		2	1	1		1		1		1		1		1		1		1		1		2	2	2	2	2	2	3	6	1	2	3	3	3	2	2	2	2	2	2	1	2	2	1	2	7	3	2		1	2	4	8	1	1	1	1	27	0.8392716
10001014	1	2	28	518	2	1942	2	1	1	1943	4	2	1																																	1	11	1	1	62	6	13	6	2		8	1	71401	5	"Electronisch   computerbedrijf"	"manager"	"managen van een supportafdeling"	1	250	1	0	1	1	1			2			1	1	2	2	1	2	1	2	1	4	2	3	4	3	2	1	3	4	3	1	1	2	4	1	3	3	3	-3	3	3	1	1	1	1	4	3	1	3	2	1		5		4	1	2		1	1	1	1	1	4	4	3	3	4	4	4	3	3	4	4	5	4	3	1	3	1	1	2	4	2	2	1	1	1	1	1	2	2	1	3	1	2	2	3	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	4	4	2		1	3	3	4	5	4	2	3	4	3	2	4	2	2	3	2	5	9	4	3	2	2	3	3	2	3	3	2	3	2	1	3	3	3	1	2	2	1	5	3	3	1	4	4	2	3	2	3	1	1	2	2	2	2	3	2714		2	3	3	3	1	1	1	2	1	2	2	3	2	2	4	3	4	2	1	2	3	3	2	1	2	"Respect voor elkaar"	"Sociaal gedrag"	"Eerlijk zijn"	"Overlast bezorgen"	"A-sociaal gedrag"	"Misbruik maken van......................."	4	5	10	-3	-3	2	2	12	-3	-3																																																																																																																																																																																														14	
10001016	1	3	31	917	3	1972	2	1	1	1978	3	2	1	2002	5	1	1																													1	11	1	1	31	6	12	5	1	36	1		57401	6	"MIN VAN jUSTUTIE"	"pen inrichtingswerker"	"begeleiden van gedetineerde"	2	0	0	0	3	2	1	2	1	2	1	55	1	1	2	4	2	2	1	2	1	4	1	4	1	1	2	1	4	4	3	2	2		4	1	3	-3	3	-3	2	2	1	1	1	2	3	3	1	2	2	1		5		3	3	1	4	1	1	1	1	1	1	5	3	3	2	2	3	3	3	4	3	4	3	2	3	3	1	-3	4	2	1	1	2	1	1	1	-3	3	2	1	3	1	2	2	1	3	6	2	4	3	8	16	10	14	9	5	15	11	7	12	1	13	2	1	1	1	1	3	1	2	5	2	5	5	7	8	8	7	5	6	8	4	7	8	8	3	2	2	2	2	3	3	3	2	3	2	2	2	3	3	2	2	1	1	3	1	2	1	4	1	2	1	1	5	1	2	2	1	2	2	3	3100		1	2	3	2	1	1	1	1	1	1	2	3	4	2	2	1	3	3	1	1	4	2	3	1	2	"NORMEN EN WAARDEN VAN DE SAMENLEVING HOUDEN"	"BIJDRAGEN LEVEREN AAN DE SOCIALE GROEI VAN ONS LAND"	"SOCIALE CONTROLE OP ELKAAR IN EIGEN OMGEVING  BUURT"	"ELIGALE EN CRIMINELE ZAKEN BEZIG HOUDEN"	"OP ONRECHTMATIGE WIJZE WERKLOOS BLIJVEN"	""	3	5	5	-3	-3	9	1	-3	-3	-3																																																																																																																																																																																														15	
10001019	1	2	28	576	5	1962	2	1	1	1962	3	2	1	1985	7	2	1	1989	7	1	1	2002	5	2	1																					1	3	1	1	42	6	13	5	1	38	1		57204	6	"RESTAURANT"	"CHEF-KOK"	"MAALTIJDEN BEREIDEN"	1	6	3	0	2	1	1	2	1	2	1	61	1	1	4	4	1	1	1	2	1	4	4	1	3	3	2	2	5	4	1	2	2		5	1	2	3	2	2	2	3	2	1	2	1	5	5	1	2	1	2		3	3	3	6	1	1	1	1	1	3	3	4	3	3	3	2	2	2	3	2	2	3	3	2	5	4	1	1	6	3	2	1	4	2	1	2	2	1	2	5	2	3	5	2	2	3	3	4	2	15	1	9	14	7	11	8	16	12	5	6	13	3	10	2	2	2		1	2	3	2	5	5	5	6	6	7	7	6	4	5	5	6	6	5	7	3	2	2	2	2	3	3	3	2	3	2	2	2	2	2	1	4	2	3	4	1	4	1	2	2	2	1	1	4	1	3	2	1	3	2	3	1900		1	3	3	3	1	1	1	2	2	2	4	1	2	2	2	1	2	1	1	2	2	2	3	3	2	"WERKEN"	"ZORG DRAGEN VOOR ANDEREN"	"ZORG DRAGEN VOOR ANDERMANS BEZITTINGEN"	"STELEN"	"MISBRUIK MAKEN VAN DE SOCIALE VOORZIENINGEN"	""	1	5	9	-3	-3	9	1	-3	-3	-3	2	1	4	50	2	4	1	3	2	3	3	2	2	2	3	2		2	1		1		1		1		1		7	8	8	6	7	7	6	6	2	1	3	1	1	1	3	1	3	3	3	2	4	2	2	2	2	1	2	2	2		2	2	2	2	2	1	2	2	2	1	2		2				1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	2	2	2	2	3	3	3	3	2				1	3	3	5	5	5	5	1	5	5	2	2	5	1	5	1		1		1		1		1		2	2	1		1		1		1		1		1		1		1		2	2	1		2	2	1	2	2	2	2	2	3	3	2	3	2	3	3	2	2	2	2	2	2	1	1	1	1	1	6	5	2		2	2	11	1900	1	1	1	1	12	1.04080536
10001026	1	2	24	34	3	1956	2	1	1	1964	3	2	1	1990	5	2	1																													1	11	1	1	48	6	18	6	1	40	1		56307	6	"welzijnsorganisatie"	"schuldhulpverlener"	"aanvragen bij gemeentelijke kredietbank en budgetteringscurs"	1	0	0	0	4	2	1	1	2	2	-3	65	1	1	2	2	3	1	1	2	-3	4	1	3	1	1	2	2	4	2	2		2		2	1	-3	3	2	3	-3	2	1	1	1	1	4	3	1	2	2	1		5		2	6	1	4	1	1	1	1	1	1	4	2	2	2	2	2	3	3	2	2	3	2	2	1	2	2	29	3	3	3	1	2	2	2	1	1	2	2	5	3	1	2	2	1	3	4	14	2	9	12	16	13	15	1	8	10	6	3	11	5	7	2	2	1	1	1	3	1	2	4	5	3	5	5	6	7	6	4	4	5	2	5	5	4	3	2	3	3	2	2	3	3	2	3	2	2	3	2	2	2	1	1	2	1	1	1	1	4	4	1	1	1	1	2	3	2	2	2	1	3	5250		1	2	3	3	1	1	1	2	1	1	4	2	2	1	3	2	3	1	1	2	2	2	3	2	3	"steun en toeverlaat voor anderen"	"heeft oog voor omgeving en ontwikkelingen in de maatschappij"	"goede voorbeeld geven"	"alleen aan zichzelf denkt"	"crimineel gedrag"	"anderen uitbuiten"	5	7	8	-3	-3	5	9	5	-3	-3	2	1	4	25	1			2	1	1	4	1	3	3	3	2		2	1		1		1		1		1		10	9	8	7	7	7	7	6	2	1	3	2	1	2	2	1	2	1	1	2	1	2	2	2	2	2	1	2	2		2	2	2	2	2	2	2	2	2	2	2		2				3	1	1	1	1	1	1	1	2	1	1	1	3	2	1	1	1	1	1	1	1	2	3	3	3	3	2				2	3	3	5	5	4	4	4	4	4	2	2	4	2	5	1		1		1		1		1		1		1		2	2	1		1		1		1		1		1		1		1		1		2	2	2	2	2	2	3	2	1	2	3	3	2	2	2	2	2	2	2	1	1	1	1	1	8	7	1	4	2	1	1	3750	1	2	2	2	17	1.01007
10001027	1	3	21	64	1	1974	1	2	1																																					1	11	1	2	30	3	17	8	1	36	1		315	7	"wassery"	"adminstratie"	"gegevens behandelen"	1	0	0	0	3	2	1	1	1	2	4	99	1	1	1	1	2	1	1	2	1	3	4	1	1	1	2	1	4	3	1	3	2		4	2	2	2	3	-3	2	2	1	2	2	1	5	5	2	1	2	1		5		2	2	2		1	1	1	1	1	1	5	3	5	2	2	2	3	3	3	3	4	2	1	1	2	1	29	1	1	3	2	2	2	2	1	1	4	4	2	1	1	2	2	2	1	6	12	14	2	7	16	13	11	15	8	4	5	9	3	1	10	3	2	2		2	2	-3	4	5	5	5	5	6	6	6	7	5	6	6	5	6	5	7	3	3	2	2	2	2	3	2	3	3	2	3	1	3	4	1	2	2	2	4	1	3	1	4	4	1	2	1	4	2	3	1	2	1	2	2	1000		7	3	3	3	1	1	1	3	1	1	4	1	2	1	3	1	1	1	2	2	2	2	3	2	3	"goed om de medemens denken"	"stemmen"	"verantwoordelijkheid nemen"	"arrogantie tegenover de samenleving"	"niet stemmen"	""	5	7	12	-3	-3	3	7	-3	-3	-3																																																																																																																																																																																														8	
10001036	1	2	23	160	2	1936	2	1	1	1937	3	2	1																																	1	11	1	1	68	6	8	1	2		8	1	47105	6	"bakkerij"	"bakker"	"brood bakken"	1	6	0	0	2	2	2			1			2	2			1	1	1	1	1	4	1	4	3	3	2	2	3	2	2		2		2	1	3	2	-3	-3	2	2	1	2	1	2	3	3	1	4	1	4	2	2	1	2	6	2		1	1	3	3	2	3	3	3	2	3	3	3	3	3	3	3	3	2	2	3	2	1	6	4	3	3	2	2	2	1	1	2	5	5	2	3	1	2	2	2	1	1	9	7	3	10	11	14	15	5	2	12	16	8	6	4	13	3	3	1	1	1	3	3	5	5	1	6	-3	7	6	7	6	6	7	7	6	5	7	-3	3	2	2	2	2	3	2	2	2	3	3	1	-3	2	2	2	4	3		4	2	3	3	4	3	3	3	2	2	3		2	2	2	2	-2		2	2	2	1	2	2	2	2	1	2	1	1	3	4	2	3	4	3	2	1	1	3	3	1	2	2	"bereid zijn om andere mensen te helpen"	"volgens de wet leven"	"eerlijk zijn"	"rotzooi maken"	"andermans spullen vernielen"	"iemand je standpunt opdringen"	5	8	10	-3	-3	2	9	4	-3	-3	3	1	3	50	1			1	1	1	5	1	2	2	2	2		2	1		1		1		1		1		10	10	8	8	8	10	6	7	2	1	3	1	1	1	1	2	3	1	3	1	4	1	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2		2				1	1	1	1	1	1	1	1	1	1	1	1	4	8	1	1	2	2	2	2	2	2	3	3	2	3	2				2	8	3	3	2	3	3	4	3	5	3	2	2	4	2	1		2	2	1		1		1		2	2	2	2	2	2	1		2	2	1		1		1		1		1		1		1		2	2	2	2	2	2	4	2	1	8	8	8	8	2	2	2	2	2	2	1	1	1	1	1	8	2	1	1	2	2	4	1600	1	1	1	1	13	1.1505088799999998
