WEGINGZ,AE001,RESPNR,V005,V01701,V01702,V01703,V01704,V01705,V01706,V01707,V01708,V01709,V01710,V01801,V01802,V01803,V01804,V01805,V01806,V01807,V01808,V01809,V01810,V01901,V01902,V01903,V01904,V01905,V01906,V01907,V01908,V01909,V01910,V02001,V02002,V02003,V02004,V02005,V02006,V02007,V02008,V02009,V02010,V021,V022,V023,V024,V025,V03401,V03402,V03403,V03404,V03405,V03406,V03407,V03408,V03501,V03502,V03503,V03504,V03506,V03507,V03508,V03509,V03510,V036,V03701,V03702,V03703,V03704,V03705,V03706,V03707,V03708,V03709,V03710,V03711,V03712,V03713,V03714,V03715,V03716,V03717,V03718,V03719,V03720,V03721,V03722,V03723,V03724,V03725,V03726,V03727,V040,V041,V049,V054,V055,V056,V05701,V05702,V05703,V05704,V05705,V05801,V05802,V05803,V05804,V05805,V059,V062,V067,V102,V103,V12501,V12502,V12503,V12504,V12505,V12506,V12507,V12508,V12509,V12510,V12511,V12512,V12513,V12514,V12515,V12516,V12517,V126,V12701,V12702,V12703,V12704,V12705,V12706,V12707,V12708,V12709,V12710,V12711,V12712,V12713,V12714,V12715,V12716,V12717,V12718,V12719,V12720,V12721,V12722,V12723,V12724,V12725,V12726,V12727,V12728,V12729,V12730,V12731,V12732,V12733,V12734,V12801,V12802,V12803,V12804,V12805,V12806,V12807,V12808,V12809,V12810,V129,V13001,V13002,V13003,V13004,V13005,V13006,V13007,V13008,V13009,V13010,V13011,V13012,V13013,V13014,V13015,V13016,V131,V13201,V13202,V13203,V13204,V13205,V13206,V13207,V13208,V13209,V13210,V13211,V13212,V13213,V13214,V13215,V13216,V13217,V13218,V13219,V13220,V13221,V13222,V13223,V13224,V13225,V13226,V13227,V13228,V133,V13401,V13402,V13403,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V14501,V14502,V14503,V14504,V14505,V14506,V14507,V14508,V14509,V14510,V14511,V14512,V14513,V15001,V15002,V15003,V15004,V15005,V15006,V15007,V15008,V15009,V15010,V15011,V15012,V15013,V15014,V15015,V15016,V15017,V15018,V152,V159,V160,V162,V163,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,VAR000,VAR001,VAR002,VAR003,VAR006,VAR016,VAR017,VAR027A,VAR028,VAR029,VAR040,VAR065,VAR096,VAR100,VAR101,VAR103,VAR107,VAR109,VAR121,VAR122,VAR124,VAR125,VAR154,VAR154A,VAR155,VAR156,VAR157,VAR157A,VAR164,VAR165,VAR166,VAR167,VAR171,VAR201,VAR204,VAR271,VAR272,VAR273,VAR274,VAR275,VAR318,VAR319,VAR320,VAR321,VAR342,VAR367,VAR408,VAR409,VAR461,VAR462,VAR491,VAR495,VAR496,VAR497,VAR498,VAR499,VAR500,VAR567,VAR568,VAR569,VAR570,VAR571,VAR572,VAR573,VAR574,VAR591,VAR592,VAR597,VAR598,VAR599,VAR600,VAR626,VAR627,VAR628,VAR629,VAR630,VAR631,VAR632A,VAR632B,VAR632C,VAR632D,VAR643,VAR645,VAR684,VAR703,VAR704,VAR705,VAR706,VAR722,VAR723,VAR810,VAR837,VAR838,VAR900A,VAR900B,VAR900C,VAR900D,VAR900E,VAR900F,VAR900G,VAR900H,VAR900J,VAR900S,VAR901,VAR902,VAR903,VAR904,VAR905,VAR906,VAR907,VAR908,VAR909,VAR910,VAR911,VAR912,VAR913,VAR914,VAR915,VAR916,VAR917,VAR918,VAR919,VAR920,VAR921,VAR922,VAR923,VAR924,VAR925,VAR926,VAR927,VAR928,VAR929,VAR930A,VAR930B,VAR930C,VAR930D,VAR931,VAR951,VAR952,INT001,INT002,INT003,INT004,INT005,INT006,INT066,INT069,INT070,INT071,INT072,INT073,INT074,INT075,INT076,INT077,INT078,INT079,INT080,INT081,INT082,INT083,INT084,INT085,INT086,INT087,INT088,INT089,INT090,INT091,INT092,INT093,INT094,INT095,INT096,INT097,INT098,INT099,INT100,INT101,INT102,INT103,INT104,INT105,INT106,INT107,INT108,INT109,INT110,INT111,INT112,INT113,INT114,INT115,INT116,INT117,INT118,INT119,INT120,INT121,INT122,INT123,INT124,INT125,INT126,INT127,INT128A,INT128B,INT128C,INT128D,INT128E,INT128F,INT128G,INT128H,INT128I,INT128J,INT128K,INT128Z,INT129A,INT129B,INT129C,INT129D,INT129E,INT129F,INT129G,INT129H,INT129I,INT129J,INT129Z,INT130A,INT130B,INT130C,INT130D,INT130E,INT130F,INT130G,INT130Z,INT131A,INT131B,INT131C,INT131D,INT131E,INT131F,INT131G,INT131Z,INT132,INT133A,INT133B,INT133C,INT133D,INT133E,INT133F,INT133G,INT133H,INT133I,INT133J,INT133K,INT133Z,INT134A,INT134B,INT134C,INT134D,INT134E,INT134F,INT134G,INT134H,INT134I,INT134J,INT134Z,INT135A,INT135B,INT135C,INT135D,INT135E,INT135F,INT135G,INT135H,INT135I,INT135J,INT135Z,INT136A,INT136B,INT136C,INT136D,INT136E,INT136F,INT136G,INT136H,INT136I,INT136Z
1,15,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,1966,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,5,6,2,1,1,1,1,1,1,2,1,1,3,1,4,2,3,2,4,2,4,3,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,2,2,2,2,2,2,1,2,2,2,2,2,2,2,-5,2,2,4,2,3,3,3,1,1,1,2,2,3,3,1,2,1,2,1,1,2,1,1,1,1,3,3,3,3,3,1,2,3,2,3,3,3,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-5,2,0,1,2,1,-3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,-5,2,3,3,4,7,1,1,-5,-5,2,-5,11,1,1,1,22,5,7,-5,-5,1,1,1,3,2,3,3,2,-3,4,1,4,4,3,2,-3,-3,-3,-3,-3,-3,3,2,2,3,-3,1,5,3,4,4,1,2,1,1,-3,1,4,3,3,1,4,2,4,2,2,3,-5,1,-5,1,2,1,2,2,-5,2,-5,3,2,2,2,2,2,3,1,1,1,2,1,14,7,3,97,-5,-5,7,4,2,2,-3,-5,-5,-5,4,3,60,18,12,1,4,2,7,3,1202009,1,2,1,2,6,-7,1,22,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,-5,-5,-5,2,1,2,16,-5,-5,-5,6,2,-5,4,2,2,3,4,4,-3,4,3,2,1,3,2,1,1,2,2,3,1,-3,-3,-3,-3,4,4,4,4,4,4,4,2,2,4,2,1,1,3,4,2,4,4,4,4,2,2,3,-3,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,1,0,1,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0,1,0,0,0,0,0,0
1,16,7,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,1951,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,2,3,5,1,1,1,1,1,1,1,1,1,4,2,2,5,2,2,3,3,3,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,-5,2,2,2,2,4,5,5,2,4,4,3,4,5,4,3,-5,-5,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,-5,2,2,4,1,1,3,1,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,3,1,2,3,3,2,2,3,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,2,4,2,-5,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,-5,5,4,4,1,1,4,6,-5,-5,2,13,1,1,1,1,37,3,7,6,-5,1,1,2,1,2,3,1,-6,2,1,1,2,1,1,3,3,3,3,3,3,3,1,4,5,1,1,1,5,1,1,1,1,1,2,2,1,1,1,4,1,1,2,13,2,2,2,3,-5,5,2,2,-5,1,3,2,-5,1,2,1,2,2,2,2,1,3,1,1,1,2,1,14,7,3,97,1,1,7,2,2,4,4,-5,29,1,5,2,60,21,11,1,4,2,4,2,1205001,1,2,1,1,6,-7,1,37,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,-5,-5,-5,13,1,3,23,5,2,17,5,2,5,2,4,4,-6,-3,4,1,3,5,3,1,2,2,1,2,2,3,3,1,1,1,5,2,4,4,5,5,-3,-3,5,2,4,-3,2,2,2,2,5,3,2,3,5,4,3,3,3,2,2,2,2,1,-5,-5,-5,-5,-5,-5,-5,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0,0,0,0,0,0,1,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,1,0,0,0,0,0,0,0
1,15,10,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,1962,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,10,2,1,1,1,1,1,1,1,1,1,5,4,4,5,4,4,2,3,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,6,2,2,2,2,2,2,1,2,2,2,2,2,2,2,-5,2,2,5,3,3,3,1,3,3,1,3,3,2,1,3,1,3,2,1,3,3,3,2,1,1,3,2,2,3,3,2,1,3,3,1,3,1,1,2,2,2,2,2,2,1,2,1,3,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,2,2,-5,2,7,2,-5,4,-5,1,2,2,1,1,2,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,4,5,-5,4,5,3,2,3,2,2,-5,-5,2,3,6,1,1,1,26,5,7,9,-5,0,-5,-5,1,2,2,2,4,2,2,1,4,4,2,1,3,-3,3,2,-3,-3,1,5,5,2,1,1,5,2,2,3,1,1,2,2,2,1,2,2,2,1,2,7,2,2,2,3,-5,1,-5,-6,-5,2,-5,1,3,1,3,4,2,2,2,1,1,3,1,1,1,2,1,14,7,3,97,-5,-5,7,2,1,4,4,48,-5,-5,4,2,40,23,11,1,2,2,3,2,1205001,1,1,1,2,6,-7,1,26,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,-5,-5,-5,3,1,3,14,8,3,0,8,3,8,2,4,4,2,4,2,2,4,5,2,1,1,1,1,3,2,1,2,1,-3,2,2,4,4,4,4,4,4,4,4,2,4,2,4,2,2,2,4,4,4,4,4,4,-3,-3,-3,3,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,1,0,0,1,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,17,11,1,2,5,-5,-5,-5,-5,-5,-5,-5,-5,1952,1983,-5,-5,-5,-5,-5,-5,-5,-5,2,1,-5,-5,-5,-5,-5,-5,-5,-5,5,5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,9,5,1,1,1,1,1,1,1,1,1,5,2,1,5,1,1,5,2,5,1,2,2,2,2,1,2,2,1,1,2,2,2,2,-6,2,2,2,2,2,1,2,2,2,2,2,2,1,1,-5,1,2,2,2,5,5,4,2,3,4,3,5,5,2,4,-5,-5,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,-5,2,2,5,3,2,3,3,2,2,1,2,3,2,3,2,1,2,2,1,3,2,3,1,1,3,3,3,2,-6,2,2,2,-6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,-6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,2,2,-5,2,4,2,-5,4,-5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,-6,4,3,3,1,1,4,5,-5,-5,2,5,1,2,1,2,36,5,6,6,-5,1,1,1,1,2,2,2,2,1,1,1,4,2,1,1,3,-3,3,3,3,3,1,5,5,1,1,1,5,-3,-3,1,1,10,2,1,1,1,1,3,2,1,2,6,2,2,2,3,-5,1,-5,3,2,1,2,3,1,1,1,2,1,2,2,1,1,3,1,1,1,2,1,14,7,3,97,2,2,6,1,1,5,2,-5,24,2,5,1,40,23,11,1,2,2,2,3,1205001,1,2,1,2,6,-7,-7,-7,2,36,1,5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-5,1,4,-5,5,3,1,17,6,3,0,9,3,5,1,5,5,2,5,3,3,3,5,2,1,1,1,1,1,2,3,3,1,-3,-3,5,3,4,4,5,5,2,2,4,3,3,3,3,3,3,3,5,2,3,5,5,5,2,2,2,2,2,2,2,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0,0,1,1,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1,15,12,1,2,4,6,6,-5,-5,-5,-5,-5,-5,1956,1957,1985,1987,-5,-5,-5,-5,-5,-5,1,2,1,2,-5,-5,-5,-5,-5,-5,5,5,5,5,-5,-5,-5,-5,-5,-5,3,1,10,5,1,1,1,1,1,1,1,1,1,4,2,2,4,2,3,4,2,4,4,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,1,6,2,2,2,2,2,2,2,2,1,2,1,2,2,2,-5,2,2,4,3,2,3,3,3,2,3,1,2,1,2,2,2,3,3,2,3,2,3,2,1,1,3,2,2,3,3,2,3,3,1,1,1,2,1,2,2,2,2,-6,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-5,2,0,2,-5,4,-5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,1,3,3,3,4,4,1,1,3,1,2,1,6,4,1,1,32,5,7,-5,-5,1,2,-5,1,1,2,2,2,2,1,1,2,4,2,2,3,-3,3,3,-3,3,2,4,5,1,1,1,5,2,3,2,3,-5,1,2,2,2,-3,2,3,1,1,6,1,2,2,2,21,1,-5,1,2,1,2,2,-5,1,1,2,1,2,2,2,1,3,1,1,1,2,1,14,7,3,97,-5,-5,3,3,2,4,5,-5,-5,-5,5,2,50,21,11,2,-7,-7,-7,-7,1205001,4,1,1,1,6,-7,1,32,2,31,1,3,2,1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,-6,-5,4,1,2,17,-7,-7,-5,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1,17,14,1,2,3,5,5,-5,-5,-5,-5,-5,-5,1941,1945,1978,1982,-5,-5,-5,-5,-5,-5,1,2,1,2,-5,-5,-5,-5,-5,-5,1,1,5,5,-5,-5,-5,-5,-5,-5,2,3,4,4,1,1,1,1,1,1,1,1,1,5,1,3,5,1,1,5,1,5,3,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,-5,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5,2,2,5,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,4,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,10,1,1,10,2,4,1,1,4,-5,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,5,4,3,6,1,-6,-6,1,5,6,4,1,1,47,1,1,9,-5,0,-5,-5,1,1,2,5,1,1,1,1,2,5,1,3,3,2,3,-3,-3,-3,1,5,5,3,1,1,5,1,-3,-3,1,-2,1,1,1,1,3,1,3,1,-3,-3,1,2,2,3,-5,1,-5,3,3,1,2,2,-5,1,1,3,2,2,2,2,2,3,1,1,1,2,1,14,7,3,97,-5,-5,1,1,1,5,1,-6,-5,-5,2,1,90,18,12,1,-7,-7,-7,-7,1207003,4,1,1,1,6,-7,1,47,2,43,1,10,2,6,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,4,-5,5,3,1,6,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1,28,15,1,2,4,-5,-5,-5,-5,-5,-5,-5,-5,1962,1962,-5,-5,-5,-5,-5,-5,-5,-5,2,1,-5,-5,-5,-5,-5,-5,-5,-5,5,5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,3,5,1,1,1,1,1,1,-6,1,1,2,1,3,4,2,2,3,2,3,3,1,2,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,-5,2,2,2,2,5,5,5,5,5,3,4,5,5,4,3,1,35,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5,2,2,4,3,3,3,3,3,3,2,1,3,2,3,3,1,3,3,1,2,1,3,1,1,1,3,2,2,3,3,1,1,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,-5,2,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,3,2,1,1,2,4,3,1,1,3,1,2,1,2,26,5,6,6,-5,3,1,1,1,2,2,4,1,1,3,1,3,4,2,1,-3,-3,3,2,-3,-3,1,4,4,-3,1,1,5,-3,2,2,1,1,1,2,2,1,2,2,2,1,2,-3,2,2,2,3,-5,1,-5,2,-5,1,2,2,-5,1,2,2,2,2,2,2,2,3,1,1,1,2,1,14,7,3,97,3,3,4,3,2,2,2,-5,20,3,2,1,30,21,11,2,-7,-7,-7,-7,1207003,4,2,1,1,6,-7,1,26,2,26,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,-5,-5,10,-3,3,9,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
1,15,16,1,2,4,-5,-5,-5,-5,-5,-5,-5,-5,1957,1960,-5,-5,-5,-5,-5,-5,-5,-5,1,2,-5,-5,-5,-5,-5,-5,-5,-5,5,5,-5,-5,-5,-5,-5,-5,-5,-5,3,2,4,5,1,1,1,1,1,1,1,1,1,3,2,2,4,3,2,4,2,4,3,1,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,-5,1,2,2,-6,5,5,5,2,1,3,5,5,5,2,3,1,20,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,-5,2,2,5,2,1,1,1,1,2,2,3,3,2,1,2,2,1,3,3,3,1,3,1,1,3,3,3,1,3,3,1,3,3,3,1,3,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-5,2,2,2,2,1,2,2,1,2,2,2,2,2,2,0,2,2,-5,2,0,2,-5,4,-5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,4,1,4,6,4,4,1,3,1,2,1,1,31,5,7,7,-5,4,1,1,1,1,5,2,2,5,2,1,5,5,1,3,2,2,2,2,2,2,2,3,3,5,2,1,5,5,-3,3,1,1,2,2,2,2,2,4,3,1,-3,-3,4,2,2,3,-5,1,-5,3,2,3,2,3,2,3,2,-3,2,2,2,2,2,3,1,1,1,2,1,14,7,3,97,3,2,4,5,1,2,4,-5,20,3,2,5,45,21,11,2,2,2,2,2,1207003,1,1,1,1,6,-7,1,31,2,28,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,-5,-5,6,3,2,25,6,2,0,5,2,5,1,5,5,1,5,5,1,5,5,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,2,3,4,4,2,2,2,4,2,4,3,4,4,3,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,1,1,1,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
