AE001	RESPNR	V005	V01701	V01702	V01703	V01704	V01705	V01706	V01707	V01708	V01709	V01710	V01801	V01802	V01803	V01804	V01805	V01806	V01807	V01808	V01809	V01810	V01901	V01902	V01903	V01904	V01905	V01906	V01907	V01908	V01909	V01910	V02001	V02002	V02003	V02004	V02005	V02006	V02007	V02008	V02009	V02010	V021	V022	V023	V024	V025	V03401	V03402	V03403	V03404	V03405	V03406	V03407	V03408	V03501	V03502	V03503	V03504	V03506	V03507	V03508	V03509	V03510	V036	V03701	V03702	V03703	V03704	V03705	V03706	V03707	V03708	V03709	V03710	V03711	V03712	V03713	V03714	V03715	V03716	V03717	V03718	V03719	V03720	V03721	V03722	V03723	V03724	V03725	V03726	V03727	V040	V041	V049	V054	V055	V056	V05701	V05702	V05703	V05704	V05705	V05801	V05802	V05803	V05804	V05805	V059	V062	V067	V102	V103	V12501	V12502	V12503	V12504	V12505	V12506	V12507	V12508	V12509	V12510	V12511	V12512	V12513	V12514	V12515	V12516	V12517	V126	V12701	V12702	V12703	V12704	V12705	V12706	V12707	V12708	V12709	V12710	V12711	V12712	V12713	V12714	V12715	V12716	V12717	V12718	V12719	V12720	V12721	V12722	V12723	V12724	V12725	V12726	V12727	V12728	V12729	V12730	V12731	V12732	V12733	V12734	V12801	V12802	V12803	V12804	V12805	V12806	V12807	V12808	V12809	V12810	V129	V13001	V13002	V13003	V13004	V13005	V13006	V13007	V13008	V13009	V13010	V13011	V13012	V13013	V13014	V13015	V13016	V131	V13201	V13202	V13203	V13204	V13205	V13206	V13207	V13208	V13209	V13210	V13211	V13212	V13213	V13214	V13215	V13216	V13217	V13218	V13219	V13220	V13221	V13222	V13223	V13224	V13225	V13226	V13227	V13228	V133	V13401	V13402	V13403	V135	V136	V137	V138	V139	V140	V141	V142	V143	V144	V14501	V14502	V14503	V14504	V14505	V14506	V14507	V14508	V14509	V14510	V14511	V14512	V14513	V15001	V15002	V15003	V15004	V15005	V15006	V15007	V15008	V15009	V15010	V15011	V15012	V15013	V15014	V15015	V15016	V15017	V15018	V152	V153	V154	V155	V156	V157	V158	V159	V160	V162	V163	V200	V201	V202	V203	V204	V205	V206	V207	V208	V209	V210	VAR000	VAR001	VAR002	VAR003	VAR006	VAR016	VAR017	VAR027A	VAR028	VAR029	VAR038	VAR039	VAR040	VAR059	VAR065	VAR096	VAR100	VAR101	VAR103	VAR107	VAR109	VAR121	VAR122	VAR124	VAR125	VAR126	VAR127	VAR128	VAR129	VAR130	VAR131	VAR132	VAR133	VAR134	VAR135	VAR149	VAR150	VAR151	VAR154	VAR154A	VAR155	VAR156	VAR157	VAR157A	VAR164	VAR165	VAR166	VAR167	VAR171	VAR179	VAR180	VAR181	VAR182	VAR183	VAR184	VAR185	VAR201	VAR204	VAR222	VAR223	VAR224	VAR225	VAR226	VAR227	VAR228	VAR271	VAR272	VAR273	VAR274	VAR275	VAR318	VAR319	VAR320	VAR321	VAR342	VAR367	VAR408	VAR409	VAR461	VAR462	VAR491	VAR495	VAR496	VAR497	VAR498	VAR499	VAR500	VAR546	VAR567	VAR568	VAR569	VAR570	VAR571	VAR572	VAR573	VAR574	VAR575	VAR576	VAR588	VAR591	VAR592	VAR593	VAR596	VAR597	VAR598	VAR599	VAR600	VAR626	VAR627	VAR628	VAR629	VAR630	VAR631	VAR632A	VAR632B	VAR632C	VAR633	VAR643	VAR645	VAR683A	VAR683B	VAR683C	VAR683D	VAR683E	VAR683F	VAR683G	VAR683H	VAR684	VAR703	VAR704	VAR705	VAR706	VAR722	VAR723	VAR728A	VAR728B	VAR728C	VAR728D	VAR728E	VAR728F	VAR729A	VAR729B	VAR729C	VAR729D	VAR729E	VAR729F	VAR758	VAR759	VAR810	VAR813	VAR814	VAR836	VAR837	VAR838	VAR900A	VAR900B	VAR900C	VAR900D	VAR900E	VAR900F	VAR900G	VAR900H	VAR900J	VAR900S	VAR901	VAR902	VAR903	VAR904	VAR905	VAR906	VAR907	VAR908	VAR909	VAR910	VAR911	VAR912	VAR913	VAR914	VAR915	VAR916	VAR917	VAR918	VAR919	VAR920	VAR921	VAR922	VAR923	VAR924	VAR925	VAR926	VAR927	VAR928	VAR929	VAR930A	VAR930B	VAR930C	VAR930D	VAR931	VAR941A	VAR941B	VAR941C	VAR941D	VAR941E	VAR941F	VAR941G	VAR941H	VAR942	VAR943	VAR944	VAR945	VAR946	VAR947	VAR948	VAR949	VAR950	VAR951	VAR952	VAR994	VAR995	VAR996	VAR997	INT001	INT002	INT003	INT004	INT066	INT137	INT138	INT139	INT140	INT141	INT142	INT143	INT144	INT145	INT146	INT147	INT148	INT149	INT150	INT151	INT152	INT153	INT154	INT155	INT156	INT157	INT158	INT159	INT160	INT161	INT162	INT163	INT164	INT165	INT166	INT167	INT168	INT169	INT170	INT171	INT172	INT173	INT174	INT175	INT176	INT177	INT178	INT179	INT180	INT181	INT182	INT183	INT184	INT185	INT186	INT187	INT188	INT189	INT190	INT191	INT192	INT193	INT194	INT195	INT196	INT197	INT198	INT199	INT200	INT201	INT202	INT203	INT204
19	1	1	2	5	-5	-5	-5	-5	-5	-5	-5	-5	1942	1961	-5	-5	-5	-5	-5	-5	-5	-5	2	1	-5	-5	-5	-5	-5	-5	-5	-5	3	5	-5	-5	-5	-5	-5	-5	-5	-5	2	3	6	5	1	1	1	1	1	1	1	1	1	4	2	2	4	1	1	5	3	3	2	2	2	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	-5	2	2	5	3	3	3	3	3	3	3	3	3	1	2	2	2	3	3	1	3	2	3	2	1	3	3	3	3	3	3	3	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	-5	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	0	2	1	2	2	0	1	2	4	-5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	1	1	1	1	2	2	3	5	3	1	4	5	4	1	-5	-5	2	4	6	2	1	2	47	3	2	9	-5	0	-5	-5	1	1	3	2	1	1	2	2	2	2	1	2	5	3	1	2	2	1	2	2	1	1	1	1	2	3	5	3	-3	-3	3	3	-3	3	1	5	5	2	1	1	1	1	1	1	1	1	1	4	1	1	2	2	2	2	2	-3	-3	-3	1	1	1	1	1	1	1	1	2	1	2	8	3	2	2	1	1	1	-5	1	2	-5	1	2	3	2	1	1	4	5	1	-3	2	1	3	2	2	1	1	3	1	1	1	2	1	14	7	3	2	-5	-5	1	3	3	3	3	3	1	3	6	1	2	5	2	-5	-5	3	3	3	3	3	3	3	3	3	3	3	3	1	1	-5	2	-3	-3	2	2	30	24	10	3	-7	-7	-7	-7	1506001	4	2	1	1	6	-7	-7	-7	2	47	1	28	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-5	1	1	-5	5	5	4	4	3	2	2	1	1	3	3	4	3	2	4	-3	-3	-3	3	2	4	4	2	3	9	-7	-7	-6	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-5	-5	-5	-5
25	2	1	2	3	5	5	-5	-5	-5	-5	-5	-5	1943	1943	1971	1974	-5	-5	-5	-5	-5	-5	1	2	1	1	-5	-5	-5	-5	-5	-5	1	1	5	5	-5	-5	-5	-5	-5	-5	3	1	6	4	1	1	1	1	1	1	1	1	1	5	1	1	4	1	1	5	3	3	2	2	2	2	1	1	1	2	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	-5	1	2	2	2	4	3	2	3	2	3	2	2	4	2	2	2	-5	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	-5	2	2	2	3	2	3	2	2	2	3	2	1	2	2	2	1	3	3	3	2	1	3	3	1	2	3	2	3	3	3	3	2	3	2	2	2	3	1	2	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	-5	2	2	2	2	2	2	2	2	2	2	2	1	2	2	0	1	1	1	2	0	2	-5	4	-5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	1	2	2	3	2	2	3	1	7	6	2	3	2	9	1	4	1	1	46	1	3	8	-5	1	1	1	1	1	2	1	2	1	2	2	2	3	1	-3	-3	-3	1	2	2	2	2	2	2	2	1	1	2	2	3	2	-3	3	3	-3	-3	-3	1	5	5	2	1	1	1	1	1	1	1	1	1	5	1	1	2	2	2	2	2	-3	-3	-3	1	1	1	1	1	1	1	1	2	2	2	13	3	2	2	3	-5	1	-5	1	2	-5	2	-5	3	3	1	2	4	4	1	-3	2	2	-3	2	2	2	2	3	1	1	1	2	1	14	7	3	2	3	3	3	3	3	3	3	3	3	3	1	2	2	4	3	-5	38	3	3	3	3	3	3	3	3	3	3	3	3	1	1	3	1	1	-3	-3	-3	30	30	10	3	-7	-7	-7	-7	1506001	4	1	2	1	1	-7	1	46	2	46	1	18	1	15	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1	1	1	-5	9	4	4	3	4	-3	-3	2	2	-3	-3	-3	-3	-3	-3	-3	-3	-3	2	2	4	4	2	2	10	-7	-7	0	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	2	-5	-5	10
25	90002	3	2	3	5	5	-5	-5	-5	-5	-5	-5	1943	1943	1971	1974	-5	-5	-5	-5	-5	-5	1	2	1	1	-5	-5	-5	-5	-5	-5	1	1	5	5	-5	-5	-5	-5	-5	-5	3	1	6	4	1	1	1	1	1	1	1	1	1	4	1	1	4	2	2	3	3	3	2	2	2	2	1	1	1	2	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	2	-6	5	5	2	4	2	1	2	3	2	1	2	-5	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	-5	2	2	2	2	2	3	-6	3	-6	2	3	1	2	1	2	1	2	1	1	1	1	3	1	1	3	3	3	3	3	3	1	1	3	2	3	-6	3	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	-5	2	2	2	2	2	2	2	2	2	-6	2	2	2	2	0	2	1	1	-6	3	2	-5	4	-5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	-6	1	2	4	-5	1	2	5	2	2	-6	-6	2	2	-6	-6	2	7	1	4	2	1	18	5	4	8	-6	-6	1	1	2	2	4	1	2	1	2	2	2	-6	1	3	5	3	-6	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	-3	3	1	5	4	3	1	1	1	1	1	1	1	1	1	5	1	1	2	2	2	2	2	-3	-3	-3	1	1	1	1	1	1	2	1	3	2	3	13	4	2	2	3	-5	1	-5	3	2	-5	2	-5	2	-5	2	-5	3	3	1	-3	2	2	2	2	2	2	2	3	1	1	1	2	1	14	7	3	2	3	3	1	2	1	2	2	3	1	3	1	2	4	2	3	-5	6	2	1	3	1	2	2	3	3	3	3	3	3	2	2	3	3	-3	-3	2	3	25	30	10	3	-7	-7	-7	-7	1506001	4	1	3	1	1	-7	1	46	2	46	1	18	1	15	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1	1	1	-5	9	5	5	5	5	5	5	2	2	6	6	1	1	4	4	3	3	2	2	2	5	5	1	1	10	-7	-7	0	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	2	-5	-5	-6
25	3	1	1	-5	-5	-5	-5	-5	-5	-5	-5	-5	1962	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	2	5	2	1	1	1	1	1	1	1	1	1	4	2	2	4	2	2	4	3	3	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1	6	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	4	2	2	3	1	3	2	2	3	1	3	3	2	1	1	2	1	3	2	3	1	1	1	3	2	1	2	3	3	1	3	2	1	2	2	1	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	-5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	16	1	1	4	1	2	1	1	4	-5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	1	1	1	1	2	-5	4	3	4	1	7	2	3	-5	-5	2	5	6	1	1	2	27	5	6	-5	-5	0	-5	-5	1	1	2	1	-3	1	2	2	2	3	1	2	3	2	1	3	2	2	2	2	1	1	1	-3	2	2	3	3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	1	1	1	1	1	2	5	1	2	2	2	2	2	2	3	3	2	1	25	2	2	2	1	2	-3	2	2	1	5	2	1	2	3	-5	1	-5	1	2	-5	2	-5	3	3	1	3	4	4	1	3	2	3	2	2	2	1	1	3	1	1	1	2	1	14	7	3	2	-5	-5	3	3	3	3	3	3	3	3	7	3	3	2	2	-5	-5	3	3	3	3	3	3	3	3	3	3	3	3	1	1	-5	2	-7	2	2	4	45	30	10	1	-7	-7	-7	-7	1506001	4	2	1	1	6	-7	-7	-7	2	27	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-5	1	-5	-5	3	5	3	3	3	3	3	1	1	5	5	3	3	3	3	3	3	3	2	2	5	4	2	2	19	-7	-7	-5	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-5	-5	-5	-5
15	4	1	1	-5	-5	-5	-5	-5	-5	-5	-5	-5	1959	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	3	5	2	1	1	1	1	1	1	1	1	1	4	2	2	4	2	2	4	3	3	3	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	-5	2	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-5	-5	1	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	-5	2	2	4	3	1	3	3	3	2	3	3	1	3	3	2	2	2	2	1	3	1	2	3	1	1	3	3	2	3	3	3	2	3	3	-6	2	3	1	2	2	2	1	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	-6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	-5	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	0	2	2	-5	2	0	2	-5	4	-5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	1	1	1	1	3	2	3	-5	4	3	1	3	1	3	4	-5	-5	2	5	6	1	1	2	30	5	3	7	-5	1	-6	-6	2	2	3	-3	-3	-3	-3	2	2	-3	1	-3	-3	-3	-3	3	2	2	2	1	1	1	1	-3	2	2	3	-3	-3	-3	-3	2	-3	-3	-3	-3	-3	-3	-3	1	2	-3	1	-3	2	2	4	1	2	3	1	1	1	1	1	-3	-3	-3	1	14	1	1	1	1	2	-3	3	3	5	5	4	1	2	3	-5	1	-5	2	-3	-5	-3	-5	-3	-5	-3	-5	-3	-3	1	-3	2	-3	-3	2	2	2	2	3	1	1	1	2	1	14	7	3	2	-6	-6	3	-3	3	-3	-3	3	3	3	7	-3	-3	-3	-3	-5	15	3	-3	3	3	3	3	3	3	3	3	3	3	2	2	-6	1	-7	-3	-3	-3	25	24	10	1	2	2	3	3	1506001	1	1	1	1	6	-7	-7	-7	2	30	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-5	1	-5	-5	2	4	-3	-3	-3	2	2	3	2	3	3	5	3	2	-3	-3	-3	-3	-3	-3	5	4	2	2	10	7	3	0	8	2	3	-3	2	3	3	4	2	2	1	4	2	8	2	3	3	4	2	3	4	4	2	3	2	3	6	4	1	1	2	1	-3	-3	1	-5	-5	2	1	4	2	8	3	4	4	4	2	3	2	3	4	3	4	5	5	5	-6	2	3	5	2	2	3	-5	-5	2	-5	-5	-5
19	5	1	1	-5	-5	-5	-5	-5	-5	-5	-5	-5	1949	-5	-5	-5	-5	-5	-5	-5	-5	-5	1	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	5	5	1	1	1	1	1	1	1	1	1	3	4	2	3	2	3	3	4	2	3	2	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	-5	1	2	2	2	4	3	2	2	2	3	2	2	3	2	3	-5	-5	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	-5	2	2	4	3	3	3	3	3	3	3	1	1	3	3	3	2	3	3	2	3	1	3	2	1	1	2	3	3	3	3	3	3	3	3	3	2	3	1	2	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	-5	2	2	2	2	2	2	2	-6	2	2	2	2	2	2	2	1	1	1	2	0	2	-5	4	-5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	-6	2	2	3	3	1	2	2	2	2	5	-5	4	3	3	2	1	6	6	-5	-5	2	11	1	1	1	1	40	3	4	7	-5	1	2	-5	1	1	3	1	2	1	1	1	1	2	1	2	4	3	1	2	2	2	2	1	2	2	2	1	2	2	3	2	-3	-3	3	-3	-3	-3	1	4	4	3	1	1	1	1	1	1	1	1	4	2	3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	1	1	1	1	1	1	1	2	2	2	11	4	2	2	3	-5	5	5	1	2	-5	2	-5	3	3	1	2	4	4	1	-3	2	1	3	2	2	2	2	3	1	1	1	2	1	14	7	3	2	3	3	3	3	3	3	3	3	3	3	7	1	2	5	2	-5	38	3	3	3	3	3	3	3	3	3	3	3	3	1	1	3	2	-7	-3	2	2	30	24	10	3	-7	-7	-7	-7	1506001	4	2	1	1	6	-7	1	40	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1	-5	-5	-5	7	4	4	4	4	4	4	2	2	4	4	2	2	3	2	3	3	3	2	2	5	5	2	2	16	-7	-7	0	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	2	-5	-5	-5
32	6	1	1	-5	-5	-5	-5	-5	-5	-5	-5	-5	1964	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	3	6	2	1	1	1	1	1	1	1	1	1	4	2	2	4	2	2	4	3	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	-5	2	1	2	1	3	3	1	2	2	3	2	2	4	4	4	-5	-5	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	-5	2	2	3	3	2	3	3	3	2	1	3	3	1	3	3	3	3	1	1	3	2	3	2	1	3	3	3	3	3	3	3	2	3	2	3	2	3	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	-5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	1	1	2	0	2	-5	4	-5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	3	2	2	-5	5	2	2	2	1	3	6	-5	-5	2	9	1	1	1	2	25	5	4	7	-5	0	-5	-5	1	1	3	1	2	1	2	2	2	-3	1	-3	4	2	1	3	2	2	2	2	1	2	1	2	1	3	4	3	-3	-3	-3	-3	-3	-3	1	4	4	2	1	1	1	1	1	1	1	1	4	5	2	-3	2	2	2	2	2	-3	-3	-3	1	2	1	1	1	1	2	1	3	2	5	9	2	2	2	3	-5	1	-5	2	2	-5	1	2	3	3	1	2	4	4	1	-3	2	2	3	2	2	2	2	3	1	1	1	2	1	14	7	3	2	3	3	3	3	3	3	3	3	3	3	7	2	2	4	3	-5	32	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	1	-7	2	2	4	40	24	10	1	-7	-7	-7	-7	1506001	4	1	1	1	6	-7	-7	-7	2	25	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-5	1	-5	-5	4	5	5	5	4	4	5	1	1	6	6	2	2	3	2	2	3	2	2	2	4	4	2	2	10	-7	-7	0	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	2	-5	-5	-5
24	7	2	2	3	5	5	5	-5	-5	-5	-5	-5	1954	1955	1981	1983	1986	-5	-5	-5	-5	-5	1	2	2	2	2	-5	-5	-5	-5	-5	1	1	5	5	5	-5	-5	-5	-5	-5	3	2	3	5	2	1	1	1	1	1	2	1	1	2	2	4	5	4	2	2	2	5	4	1	2	2	1	1	2	2	1	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1	38	2	-5	2	2	2	2	2	2	2	1	1	2	2	2	2	2	-5	2	2	4	3	2	-6	3	3	3	2	2	3	1	3	1	1	3	3	1	1	1	2	2	1	1	3	3	3	3	3	3	2	2	2	3	1	3	1	2	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	-5	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	-5	2	0	2	-5	4	-5	2	2	2	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	1	1	2	2	2	3	2	3	1	5	2	2	5	2	2	-5	1	5	1	2	33	1	5	7	9	1	2	-5	1	1	1	1	2	2	2	2	2	1	1	2	3	3	2	2	2	1	2	2	1	2	2	1	1	2	3	-7	3	2	3	-3	2	2	1	5	4	1	1	1	1	1	1	1	1	1	1	5	1	1	2	2	2	2	2	3	2	2	1	25	1	2	1	1	2	3	2	1	2	11	2	2	2	3	-5	6	2	1	1	3	1	2	1	3	1	2	5	4	1	3	2	2	2	2	2	1	1	3	1	1	1	2	1	14	7	3	1	-5	-5	1	3	3	3	3	3	1	3	1	3	2	3	4	-5	-5	2	3	3	3	3	3	3	3	3	3	3	3	2	1	-5	1	1	1	3	-6	50	19	9	1	3	2	2	2	1201004	1	2	1	1	6	-7	1	35	2	33	2	8	2	6	2	3	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1	2	4	-5	8	5	4	4	3	4	4	1	1	4	4	3	3	3	3	4	4	4	2	2	5	5	2	2	15	6	2	0	3	2	4	3	3	3	3	4	3	4	1	2	3	8	2	2	2	2	3	2	1	2	3	3	2	5	2	3	1	-3	2	-3	2	2	-5	3	4	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	5	3	-5	-5	-5	14
