AE001	INT001	INT004	INT205	INT168	INT206	INT207	INT208	INT209	INT210	INT211	INT212	INT213	INT214	INT215	INT077	INT071	INT216	INT217	INT218	INT219	INT220	INT221	INT222	INT223	INT224	INT225	INT226	INT227	INT228	INT229	INT230	INT231	INT232	INT233	INT234	INT235	INT236	INT237	INT238	INT239	INT240	INT241	INT242	INT243	INT244	INT245	INT246	INT247	INT248	INT249	INT250	INT251	INT252	INT253	INT254	INT255	INT256	INT257	INT258	INT259	INT260	INT261	INT262	RESPNR	V040	V041	V049	V200	V201	V202	VAR000	VAR001	VAR002	VAR003	VAR006	VAR016	VAR017	VAR038	VAR039	VAR040	VAR043	VAR058	VAR059	VAR062	VAR063	VAR064	VAR065	VAR093	VAR096	VAR097	VAR098	VAR099	VAR100	VAR101	VAR103	VAR107	VAR109	VAR110	VAR112	VAR113	VAR114	VAR118	VAR121	VAR122	VAR124	VAR125	VAR126	VAR127	VAR128	VAR129	VAR130	VAR131	VAR132	VAR133	VAR134	VAR135	VAR149	VAR150	VAR151	VAR152	VAR154	VAR154A	VAR155	VAR156	VAR157	VAR157A	VAR159A	VAR160	VAR161	VAR162A	VAR164	VAR165	VAR166	VAR167	VAR168	VAR169	VAR170	VAR171	VAR175	VAR176	VAR179	VAR180	VAR181	VAR182	VAR183	VAR184	VAR185	VAR198	VAR201	VAR204	VAR205	VAR206	VAR207	VAR208	VAR209	VAR210	VAR211	VAR212	VAR213	VAR214	VAR215	VAR216	VAR217	VAR218	VAR219	VAR220	VAR221	VAR222	VAR223	VAR224	VAR225	VAR226	VAR227	VAR228	VAR229	VAR271	VAR272	VAR273	VAR274	VAR275	VAR318	VAR319	VAR320	VAR321	VAR342	VAR346	VAR347	VAR351	VAR353	VAR354	VAR355	VAR357	VAR358	VAR359	VAR360	VAR363	VAR364	VAR365	VAR366	VAR367	VAR402	VAR403	VAR404	VAR405	VAR406	VAR407	VAR408	VAR409	VAR410	VAR411	VAR412	VAR413	VAR414	VAR426	VAR427	VAR428	VAR430	VAR431	VAR433	VAR434	VAR437	VAR439	VAR445	VAR446	VAR454	VAR456	VAR461	VAR462	VAR491	VAR493	VAR494	VAR495	VAR496	VAR497	VAR498	VAR499	VAR500	VAR501	VAR503	VAR504	VAR505	VAR506	VAR507	VAR508	VAR515	VAR516	VAR517	VAR519	VAR520	VAR522	VAR529	VAR530	VAR531	VAR532	VAR533	VAR534	VAR539	VAR540	VAR542	VAR544	VAR545	VAR546	VAR547	VAR555	VAR556	VAR557	VAR558	VAR559	VAR560	VAR567	VAR569	VAR571	VAR573	VAR575	VAR576	VAR577	VAR579A	VAR579B	VAR579C	VAR579D	VAR579E	VAR579F	VAR579G	VAR579H	VAR579I	VAR579J	VAR580	VAR581	VAR582	VAR583	VAR588	VAR589A	VAR589B	VAR589C	VAR589D	VAR589E	VAR589F	VAR591	VAR592	VAR593	VAR594	VAR595	VAR596	VAR597	VAR598	VAR599	VAR600	VAR601	VAR602	VAR603	VAR604	VAR605	VAR606	VAR607	VAR608	VAR609	VAR610	VAR626	VAR627	VAR628	VAR629	VAR630	VAR631	VAR632A	VAR632B	VAR632C	VAR634	VAR635	VAR636	VAR637	VAR638	VAR641	VAR642	VAR647	VAR648	VAR677	VAR678	VAR682	VAR683A	VAR683B	VAR683C	VAR683D	VAR683E	VAR683F	VAR683G	VAR683H	VAR684	VAR687	VAR688	VAR689	VAR691	VAR692	VAR693	VAR694	VAR695	VAR696	VAR697	VAR698	VAR699A	VAR699B	VAR699C	VAR699D	VAR699E	VAR699F	VAR703	VAR704	VAR705	VAR706	VAR722	VAR723	VAR725	VAR728A	VAR728B	VAR728C	VAR728D	VAR728E	VAR728F	VAR729A	VAR729B	VAR729C	VAR729D	VAR729E	VAR729F	VAR746	VAR747	VAR748	VAR749	VAR750	VAR751	VAR752	VAR753	VAR754	VAR755	VAR756	VAR757A	VAR757B	VAR757C	VAR758	VAR759	VAR760	VAR761	VAR762	VAR768	VAR778	VAR805	VAR806	VAR807	VAR808	VAR813	VAR814	VAR819	VAR820	VAR821A	VAR821B	VAR821C	VAR821D	VAR821E	VAR821F	VAR821G	VAR821H	VAR821I	VAR821J	VAR821K	VAR822A	VAR822B	VAR822C	VAR822D	VAR822E	VAR822F	VAR822G	VAR822H	VAR822I	VAR822J	VAR823	VAR825	VAR827	VAR828	VAR829	VAR830	VAR831	VAR832	VAR833	VAR834	VAR835A	VAR835B	VAR836	VAR837	VAR838	VAR842	VAR843	VAR844	VAR845	VAR846	VAR847	VAR848	VAR849	VAR850	VAR872	VAR895	VAR896	VAR897	VAR898	VAR900A	VAR900B	VAR900C	VAR900D	VAR900E	VAR900F	VAR900G	VAR900H	VAR900J	VAR901	VAR902	VAR903	VAR904	VAR905	VAR906	VAR907	VAR908	VAR909	VAR910	VAR911	VAR912	VAR913	VAR914	VAR915	VAR916	VAR917	VAR918	VAR919	VAR920	VAR921	VAR922	VAR923	VAR924	VAR925	VAR926	VAR927	VAR928	VAR929	VAR930A	VAR930B	VAR930C	VAR930D	VAR931	VAR951	VAR952	VAR953	VAR1001	VAR1002	VAR1003	VAR1004	VAR1005	VAR1006	VAR1007	VAR1008	VAR1009	VAR1010	VAR1011	VAR1012	VAR1013	VAR1014	VAR1015	VAR1016	VAR1017	VAR1018	VAR1019	VAR1020	VAR1021	VAR1022	VAR1023	VAR1024A	VAR1024B	VAR1024C	VAR1025	VAR1026	VAR1027	VAR1028	VAR1029	VAR1030	VAR1031	VAR1032A	VAR1032B	VAR1033
1	17	-5	2	2	1	2	4	4	3	4	1	1	4	4	4	4	2	3	4	-3	3	5	3	3	5	3	5	3	2	1	1	1	4	4	4	4	4	3	5	5	5	2	5	2	2	1	1	2	6	6	6	-5	1	1	1	1	-6	6	4	5	2	2	4	1	2	-5	-5	4	1	9	1	2	39	3	6	-5	-5	1	1	1	3	1	1	2	2	-3	2	3	1	1	1	1	2	2	1	1	2	1	5	-3	4	1	3	1	3	2	3	2	2	2	2	2	1	2	2	2	1	3	3	2	3	2	2	-3	-3	-3	2	2	2	2	1	5	4	2	-3	-3	-3	2	2	2	1	1	1	1	1	1	1	1	1	5	2	2	2	2	2	3	3	3	4	4	4	4	-5	-5	-5	-5	-5	1	1	2	2	2	2	2	3	-3	-3	1	1	1	2	2	2	1	2	4	2	4	4	4	3	4	4	2	4	3	2	-3	-3	-3	3	4	4	3	2	-3	2	1	3	1	3	1	-3	1	3	1	5	5	-3	3	5	5	3	4	5	4	2	-3	3	2	2	2	2	1	1	1	-5	2	2	3	4	3	3	3	-3	2	1	1	2	1	1	1	2	2	1	1	2	2	2	2	1	1	3	2	3	2	1	3	3	2	2	3	2	2	4	4	8	10	3	7	2	1	5	4	9	6	-3	-3	2	3	1	1	1	1	1	1	1	2	2	2	4	3	3	-6	2	1	1	0	0	2	3	3	3	4	3	2	4	3	1	1	1	2	1	14	7	300	1	-3	3	1	3	2	1	1	3	5	1	3	3	3	3	3	3	3	3	3	6	1	2	2	2	-5	2	-5	-5	2	-5	3	4	2	4	4	4	4	2	1	4	4	-5	-5	-5	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	3	2	2	2	-5	2	3	-5	3	2	-3	1	1	3	1	1	4	3	2	2	4	2	1	4	4	1	2	4	4	2	2	4	2	1	1	2	2	4	2	1	1	3	3	2	1	-5	-3	3	3	3	3	3	2	4	2	3	3	4	3	1	1	1	3	70	28	11	-6	4	2	6	1	1201002	1	1	2	6	-7	-7	-7	2	39	1	13	1	10	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-5	1	4	-5	5	2	2	3	2	2	2	3	3	3	2	1	2	2	2	2	-3	2	-5	3	4	2	2	1	-5	2	2	1	1	1	1	-5	1	-5	2	1	3	2	2	2
18	7	0	1	1	4	2	1	4	1	1	1	1	4	4	2	4	3	4	2	2	2	4	2	2	4	2	4	4	2	5	4	4	-3	2	2	4	1	2	2	2	1	4	4	2	2	1	1	2	2	2	2	2	4	3	4	10	-3	3	1	2	2	1	4	2	2	1	2	1	4	6	1	2	55	1	1	7	6	2	2	4	3	1	1	1	1	1	-3	1	1	2	4	4	2	1	1	1	1	4	1	3	5	2	2	2	2	2	4	1	2	2	2	2	2	2	2	1	1	2	2	1	2	-3	-3	-3	-3	2	2	-3	-3	-3	2	3	3	3	-3	2	-3	1	2	1	2	2	1	2	2	2	2	3	1	5	2	1	2	2	2	3	1	1	2	4	4	3	-5	-5	-5	-5	-5	3	1	2	2	2	2	2	3	4	-3	-3	1	2	1	1	1	1	4	1	1	1	2	2	1	4	4	4	2	-3	4	2	1	3	1	2	2	5	3	2	3	-3	-3	3	1	3	1	7	2	3	3	5	5	4	2	2	5	4	4	2	5	13	3	2	2	2	2	2	-6	1	-5	-3	2	4	1	2	-3	2	1	2	1	1	2	1	1	1	2	1	2	1	1	5	4	1	1	3	3	2	2	2	2	2	4	1	1	-3	1	5	-3	-3	1	10	3	2	9	5	7	6	4	8	4	4	-3	4	1	1	1	1	1	1	1	2	2	2	2	-3	2	2	2	2	2	4	0	1	-5	-5	-5	2	2	2	2	3	1	1	1	2	1	14	7	300	1	3	3	1	1	2	1	1	1	4	2	2	1	2	3	2	2	1	1	3	2	1	1	1	2	-5	2	-5	-5	2	-5	3	2	1	4	2	2	1	2	3	2	2	-5	-5	-5	3	2	3	2	3	1	3	2	3	2	3	1	1	1	2	2	2	1	2	2	2	1	2	1	2	1	1	3	3	1	1	2	-5	4	1	4	1	3	1	1	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	2	2	2	3	2	4	5	4	2	1	1	1	1	2	5	1	3	3	1	1	3	95	26	9	1	5	2	2	1	1201002	2	1	2	6	-7	1	65	2	55	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1	1	-5	-5	12	1	1	3	1	1	1	-3	2	1	-3	1	1	2	2	2	2	1	2	2	2	2	2	1	-5	1	2	1	2	1	1	-5	1	-5	1	1	1	1	-3	4
1	5	0	2	3	3	3	3	2	1	2	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	-6	3	6	5	4	1	1	1	1	2	1	2	2	2	4	2	3	4	1	1	1	3	3	3	3	8	8	8	11	6	2	-3	2	4	4	2	3	2	1	1	1	4	5	1	2	57	1	1	7	3	1	1	2	3	1	1	3	2	1	-3	1	3	2	4	-6	4	-3	2	2	2	2	3	3	-3	3	4	5	4	2	4	2	2	2	2	2	1	2	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	-3	4	3	-3	-3	-3	-3	2	2	1	1	1	2	2	1	1	4	4	1	1	1	2	1	1	1	1	1	4	4	2	2	3	3	3	2	1	2	3	1	1	1	1	1	5	3	3	3	1	14	1	2	1	1	3	2	4	2	2	3	2	2	4	-6	4	2	3	2	1	2	2	-6	-6	3	2	2	3	1	1	3	3	3	3	-3	5	3	1	2	3	3	5	2	4	5	4	4	3	14	2	2	2	1	2	2	14	1	-5	-3	2	-3	4	4	3	1	2	3	3	2	-3	3	1	1	2	-3	2	2	4	5	4	3	1	1	3	2	5	2	4	2	2	2	2	2	2	2	4	4	4	10	7	6	5	3	2	9	8	1	2	2	2	4	1	1	1	1	1	1	1	3	2	2	-6	2	-6	1	2	2	2	7	0	3	2	2	2	3	2	2	1	3	1	1	1	2	1	14	7	300	3	3	1	3	1	2	3	1	1	4	1	3	1	3	2	3	3	1	1	3	1	1	3	1	2	-5	1	5	-3	2	-5	3	2	2	2	5	4	5	2	3	3	2	-5	-5	-5	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	1	3	2	2	1	2	1	2	1	1	1	2	2	2	2	-5	3	1	4	-3	1	1	2	1	2	2	2	4	4	4	-6	5	4	2	3	3	2	2	3	4	2	3	4	3	2	2	5	2	4	4	3	3	2	2	2	1	-5	3	5	5	1	1	1	1	3	1	5	5	1	-3	3	3	1	1	90	28	11	-6	5	2	-6	2	1201002	2	1	2	4	-7	1	59	2	57	1	19	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1	-6	1	-5	12	2	2	3	2	2	1	3	2	-3	2	1	2	1	1	2	2	-3	-5	3	1	2	2	1	-5	2	2	2	-5	-5	2	3	1	-5	2	2	2	2	2	2
27	10	0	1	1	3	2	4	3	1	1	4	4	1	1	2	1	2	3	3	3	3	2	3	2	4	4	2	4	3	6	5	4	1	1	1	1	4	1	1	2	1	5	1	2	4	1	1	2	3	3	3	3	8	8	8	11	4	2	2	2	4	4	2	4	1	1	1	5	3	5	1	2	39	1	2	6	5	2	2	3	2	1	1	2	2	1	2	2	2	2	2	3	2	4	1	2	1	1	3	1	3	3	1	-6	2	-3	4	2	2	2	2	2	1	2	2	2	1	2	-3	2	2	2	2	3	1	1	1	1	2	-3	2	3	3	2	1	2	1	1	2	1	1	2	2	2	2	2	1	4	4	1	1	1	2	-3	1	1	1	1	2	1	2	1	3	3	4	2	1	2	1	1	-3	1	1	1	5	3	2	2	1	14	1	2	1	1	2	1	4	3	2	2	2	3	4	4	2	2	1	2	1	3	2	3	2	3	2	2	3	3	3	3	3	3	3	4	2	3	3	4	1	2	1	2	1	2	3	2	-6	15	3	2	2	2	2	1	14	1	-5	1	1	3	1	1	2	1	2	3	2	3	4	1	2	1	2	2	-3	2	5	5	4	2	1	3	3	2	2	2	2	2	2	2	2	-3	2	2	2	1	2	10	6	8	4	5	3	1	9	7	4	-3	4	2	2	1	1	1	1	1	1	3	2	3	3	2	2	2	2	2	1	0	0	2	2	1	-3	3	3	3	1	3	1	1	1	2	1	14	7	300	3	3	3	1	1	2	1	-5	1	4	2	2	1	2	2	2	3	1	1	3	1	1	2	1	2	-5	2	-5	-5	2	-5	2	2	1	2	5	1	5	2	3	4	2	-5	3	1	2	3	3	3	2	3	1	3	3	3	3	3	3	3	3	3	3	1	3	1	2	1	-3	1	2	1	-3	1	2	1	1	1	1	-5	1	5	1	2	1	2	1	4	1	1	2	4	1	2	2	2	1	2	2	1	1	2	-6	1	-6	2	2	1	2	2	-3	2	-3	3	3	3	4	2	1	-5	2	3	3	3	3	2	1	2	1	1	3	2	3	3	3	1	1	105	25	9	1	6	1	2	2	1201002	2	2	1	1	-7	1	40	2	39	2	17	1	12	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1	1	4	-5	12	3	1	3	1	2	2	2	2	1	-6	2	1	1	1	2	2	1	2	3	3	2	2	1	-5	1	1	1	2	1	2	-3	2	-6	1	1	1	2	2	2
27	12	-5	2	2	3	2	3	1	1	1	4	4	1	1	4	3	3	4	2	-3	-3	2	2	2	4	-3	-3	3	4	6	5	4	1	1	1	1	1	2	1	1	1	-3	1	-3	5	-3	-3	2	3	3	3	-5	9	9	9	10	9	2	2	1	5	-3	2	90004	2	-5	-5	1	4	7	2	2	17	5	5	-5	5	2	2	4	3	1	1	2	2	1	2	2	2	2	4	5	2	2	2	4	1	3	3	1	4	3	4	3	3	2	4	2	2	2	2	1	2	2	2	2	-3	-3	-3	2	2	-3	2	2	-3	-3	1	2	2	3	2	4	3	3	-3	-3	-3	2	1	1	1	2	2	2	2	1	1	4	4	1	1	1	2	1	1	1	1	1	3	4	2	2	2	4	4	2	1	2	3	1	2	-3	1	1	6	-3	-3	3	3	-5	2	2	2	1	2	1	5	3	2	3	2	4	4	4	4	2	3	2	-3	3	2	3	2	4	2	-3	-3	3	1	2	3	3	3	4	2	3	2	5	5	3	3	5	5	5	5	5	5	15	4	2	2	2	1	3	-5	1	-5	1	2	-6	4	3	-3	-3	2	3	2	3	3	1	-3	1	2	1	-3	3	5	5	5	3	1	1	3	3	2	4	3	2	2	2	2	2	2	2	-3	2	7	9	2	10	6	1	4	5	8	3	3	2	3	4	1	1	1	1	1	1	1	3	2	3	4	4	2	2	2	2	1	0	0	2	-5	-5	-5	5	5	5	1	3	1	1	1	2	1	14	7	300	1	3	3	3	1	-5	-5	2	2	4	2	2	1	2	2	3	3	3	1	3	1	1	2	1	1	1	2	-5	-5	2	-5	3	3	2	2	4	4	4	3	-3	-3	3	-5	-5	-5	2	3	3	3	2	3	1	3	3	3	1	3	3	3	3	1	2	1	1	2	2	1	-3	1	2	1	1	1	3	1	1	2	-5	-5	2	1	1	3	1	2	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	4	4	2	1	-5	-3	2	3	3	-3	4	4	3	4	2	4	-3	2	3	3	3	1	60	25	9	1	4	1	1	2	1201002	2	3	1	1	-7	1	40	2	39	2	17	1	12	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1	1	4	-5	12	2	1	3	2	2	2	3	4	1	1	1	1	1	2	-3	-3	-5	-5	4	2	2	2	1	-5	1	2	1	1	2	1	-5	1	-5	1	1	1	2	2	4
17	20	-5	2	2	2	3	4	4	3	3	2	2	3	3	5	5	3	3	3	3	3	5	3	3	5	1	5	1	3	1	1	1	4	4	4	4	4	3	5	5	5	5	5	2	2	1	1	2	6	6	6	-5	1	1	1	1	1	7	4	5	3	2	4	6	2	-5	-5	3	2	7	1	1	29	5	4	-5	-5	1	1	1	1	1	1	3	1	2	2	2	1	1	2	2	2	1	2	2	2	2	5	2	4	2	2	3	2	1	2	2	2	2	2	2	1	2	2	2	2	4	3	1	3	2	2	2	2	2	1	1	1	3	3	4	4	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	5	2	2	2	2	2	3	3	3	4	4	4	4	-5	-5	-5	-5	-5	1	1	2	2	2	2	2	8	1	1	1	1	18	2	2	1	1	2	5	2	5	5	5	3	5	5	4	5	2	3	1	2	3	2	2	2	4	2	2	1	1	3	1	3	1	3	2	3	3	5	5	2	5	5	5	2	4	5	2	2	-3	2	1	2	2	2	3	-5	1	-5	1	2	3	4	3	3	2	2	2	1	1	2	1	1	1	2	-3	1	1	1	4	4	2	1	1	3	2	2	2	2	1	2	2	2	3	2	2	5	2	9	10	2	3	8	1	5	6	7	4	2	2	2	4	1	1	1	1	1	1	2	4	2	3	4	3	4	2	2	2	2	8	0	2	-5	-5	-5	4	5	5	4	3	1	1	1	2	1	14	7	300	1	1	3	1	3	-5	-5	2	2	2	1	2	1	3	2	3	3	3	1	3	7	2	-5	1	2	-5	2	-5	-5	2	-5	3	2	2	2	4	2	5	3	1	4	2	-5	-5	-5	2	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	2	3	-5	-5	2	2	4	1	-7	1	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	4	4	3	1	-5	2	2	2	2	3	2	2	4	2	-6	2	2	2	1	1	1	3	90	11	10	1	5	2	6	1	1201002	2	1	1	6	-7	1	29	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1	-5	-5	-5	2	2	2	2	2	1	1	2	2	5	2	1	2	1	1	2	2	1	2	4	5	2	2	1	-5	2	2	1	1	1	1	-5	1	-5	2	3	3	2	2	4
17	19	0	2	3	1	2	4	4	4	4	2	4	4	1	5	4	4	4	4	4	3	2	2	4	4	4	4	4	3	6	4	4	1	4	2	3	4	2	2	4	4	4	3	2	3	1	2	-3	1	1	1	3	7	7	7	11	4	3	3	4	2	2	4	7	1	-5	1	4	-6	1	1	1	33	1	7	-6	-5	1	1	3	2	1	1	2	1	2	1	2	2	3	2	2	3	1	3	4	2	2	5	3	4	2	5	3	3	2	3	2	2	2	2	2	1	2	2	1	1	2	2	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	2	1	5	5	2	1	-3	-3	2	1	2	1	1	1	1	1	1	1	4	4	4	1	1	-3	-3	-3	2	1	1	2	3	4	4	1	1	1	2	1	2	3	2	2	2	2	1	5	-3	-3	3	1	8	2	2	1	1	2	3	5	4	4	3	2	3	5	5	5	2	3	2	1	-3	3	4	4	3	-6	-6	-6	1	1	1	3	1	1	-3	2	3	3	4	2	4	4	5	2	4	3	3	4	-3	2	2	2	2	2	3	-5	1	-5	-3	2	4	4	4	4	1	1	1	1	1	-3	1	1	1	3	1	2	1	2	3	5	3	1	1	3	3	3	3	3	3	3	2	1	3	1	3	4	4	4	10	3	8	9	2	7	1	6	5	2	2	2	3	1	1	1	1	1	1	1	-3	1	2	2	2	4	2	-6	2	-6	0	0	2	4	4	4	4	4	4	1	3	1	1	1	2	1	14	7	300	1	1	1	1	1	2	1	-5	3	2	1	2	3	3	3	3	3	3	3	3	1	2	-5	2	2	-5	1	2	1	2	-5	2	3	2	4	4	4	5	3	1	3	3	-5	38	1	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	-3	1	1	1	2	2	2	1	-3	-3	1	1	2	2	2	1	1	-5	2	4	5	1	1	1	1	4	2	2	4	3	1	2	3	2	2	4	3	2	2	4	4	1	1	2	1	1	2	1	3	3	2	3	3	3	3	3	1	-5	4	2	2	2	2	2	2	2	2	2	2	2	1	-3	1	1	3	50	28	11	1	1	2	2	1	1201009	1	1	2	6	-7	1	33	2	31	2	0	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1	1	4	-5	11	3	2	2	4	1	1	3	3	-3	2	2	2	2	-3	-3	-3	1	-3	3	4	2	2	1	-5	-3	1	1	1	1	1	-5	-3	-5	2	1	2	2	2	2
31	18	0	2	1	1	3	4	4	3	4	1	1	4	4	5	5	2	2	3	3	3	4	3	2	5	1	4	1	3	3	4	4	2	4	4	4	4	2	4	4	4	4	4	2	3	2	2	2	3	3	3	-5	8	5	5	-3	1	3	4	5	2	1	3	8	1	1	1	4	1	-6	1	2	43	5	6	5	-5	1	1	1	2	1	2	3	3	2	2	3	-3	1	1	1	3	1	1	2	1	2	5	3	4	2	1	1	1	1	3	2	2	2	2	1	1	2	2	2	3	4	3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	1	5	5	2	-3	-3	-3	2	1	2	1	1	1	1	1	1	1	4	1	5	1	2	2	2	2	2	3	3	4	4	4	4	-5	-5	-5	-5	-5	1	3	2	2	2	2	2	2	2	-3	-3	1	25	2	2	2	2	1	5	1	5	5	5	5	5	5	5	5	2	3	-3	2	-6	5	5	5	5	-3	-6	2	1	3	1	3	1	-3	-3	2	2	5	5	2	5	5	5	2	5	5	5	2	12	1	2	2	2	1	1	25	1	-5	-3	2	3	4	4	4	-3	1	1	1	1	2	1	1	1	2	2	1	1	1	1	3	1	1	1	3	1	1	1	1	1	1	2	-6	3	1	5	5	5	6	9	5	8	10	2	3	4	7	1	2	3	2	4	1	2	2	2	2	2	2	2	2	2	1	1	5	2	2	1	1	0	8	1	4	4	4	4	5	5	-6	3	1	1	1	2	1	14	7	300	1	-3	-3	1	3	-3	-6	-5	2	2	1	3	1	3	3	3	3	1	1	3	6	1	1	1	2	-5	2	-5	-5	2	-5	2	2	2	2	2	2	2	-3	3	-6	3	-5	5	1	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	-5	3	4	5	1	2	1	1	4	2	2	4	2	5	2	4	1	1	4	5	1	1	5	2	5	2	2	2	1	2	2	4	4	4	1	1	3	3	3	1	-5	3	4	2	2	2	1	1	1	1	2	2	1	1	1	1	3	3	55	23	11	1	2	2	2	1	1201009	1	1	1	6	-7	-7	-7	2	43	1	14	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-5	1	4	-5	4	1	1	2	1	1	1	-6	1	-3	2	2	2	2	2	-3	-3	-3	-5	3	5	2	2	1	-5	-3	1	1	1	1	1	-5	1	-5	2	1	3	2	2	1
17	17	-6	2	2	2	3	4	4	4	4	1	3	4	3	5	4	2	4	3	3	3	4	2	2	5	1	5	1	2	2	2	2	-3	4	4	4	4	3	5	5	5	-3	5	2	3	1	1	2	2	2	2	6	8	8	7	1	1	4	4	5	1	1	4	9	2	1	-6	4	1	-6	1	1	38	1	7	3	-5	2	1	1	2	1	1	-3	2	1	-3	1	1	1	1	1	3	1	3	1	1	1	5	3	4	1	3	1	1	3	2	2	2	2	2	2	1	2	2	2	2	3	2	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-6	-6	-6	-6	1	-3	-3	2	1	2	1	1	1	1	1	1	1	1	1	5	2	2	2	2	2	3	3	3	4	4	4	4	-5	-5	-5	-5	-5	1	1	2	2	2	2	2	8	-3	-3	-3	1	8	2	-3	-6	2	1	5	1	5	5	5	5	5	5	5	5	3	3	2	2	-3	5	5	5	4	2	-3	2	1	-3	1	3	-3	1	-3	2	2	4	4	2	4	5	5	2	5	5	5	2	-3	3	2	2	2	2	3	-5	8	1	-3	-3	-3	4	-3	-3	-3	1	1	1	1	0	3	1	1	2	2	1	1	1	1	2	1	1	1	-3	1	2	1	1	1	1	1	1	1	1	5	5	4	5	10	4	9	6	3	7	2	8	1	-3	-3	-3	4	1	2	2	2	2	2	2	-3	2	4	2	2	4	2	2	2	2	0	8	1	-5	-5	-5	4	5	5	4	3	1	1	1	2	1	14	7	300	1	1	-3	1	3	-5	-5	2	3	2	1	2	1	3	2	3	3	3	1	3	2	-3	-5	1	1	1	1	2	2	2	-5	3	2	2	2	2	2	2	-6	2	-6	3	-5	-5	-5	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	-5	-5	1	5	4	1	1	1	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1	1	4	1	-5	5	5	2	2	2	2	2	2	1	2	1	2	1	1	1	-3	3	55	23	11	1	2	2	2	2	1201009	1	1	1	6	-7	1	38	2	36	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1	1	-5	-5	6	3	1	2	1	-3	1	4	2	-6	-6	-6	-6	-6	1	-3	-3	2	-5	4	5	2	2	1	-5	-3	1	1	1	1	1	-5	1	-5	2	1	3	2	2	2
