WEGINGZ	RESPNR	VAR001	VAR002	VAR003	VAR006	VAR007	VAR008	VAR012	VAR013	VAR014	VAR015	VAR016	VAR019	VAR036	VAR037	VAR038	VAR039	VAR040	VAR041	VAR042	VAR043	VAR044	VAR045	VAR051	VAR052	VAR058	VAR059	VAR060	VAR061	VAR062	VAR063	VAR065	VAR076	VAR077	VAR078	VAR082	VAR086	VAR087	VAR091	VAR093	VAR094	VAR095	VAR096	VAR097	VAR098	VAR099	VAR100	VAR101	VAR103	VAR105	VAR107	VAR109	VAR110	VAR111	VAR113	VAR118	VAR121	VAR122	VAR124	VAR125	VAR135	VAR136	VAR142	VAR143	VAR149	VAR150	VAR151	VAR153	VAR154	VAR154A	VAR155	VAR156	VAR157	VAR157A	VAR164	VAR165	VAR166	VAR167	VAR171	VAR179	VAR180	VAR181	VAR182	VAR183	VAR184	VAR185	VAR189	VAR190	VAR193	VAR194	VAR195	VAR198	VAR201	VAR204	VAR205	VAR206	VAR207	VAR208	VAR209	VAR210	VAR211	VAR212	VAR213	VAR214	VAR215	VAR216	VAR217	VAR218	VAR219	VAR220	VAR222	VAR223	VAR224	VAR225	VAR226	VAR227	VAR228	VAR229	VAR271	VAR272	VAR273	VAR274	VAR275	VAR342	VAR343	VAR346	VAR347	VAR351	VAR357	VAR358	VAR359	VAR360	VAR364	VAR365	VAR366	VAR367	VAR402	VAR403	VAR404	VAR405	VAR406	VAR407	VAR408	VAR409	VAR410	VAR411	VAR412	VAR413	VAR414	VAR427	VAR428	VAR433	VAR445	VAR461	VAR462	VAR491	VAR492	VAR493	VAR494	VAR495	VAR496	VAR497	VAR498	VAR499	VAR500	VAR503	VAR505	VAR508	VAR509	VAR511	VAR512	VAR514	VAR515	VAR516	VAR517	VAR519	VAR522	VAR529	VAR530	VAR544	VAR545	VAR546	VAR551	VAR567	VAR568	VAR569	VAR570	VAR571	VAR572	VAR573	VAR574	VAR575	VAR576	VAR577	VAR578	VAR584A	VAR584B	VAR584C	VAR584D	VAR584E	VAR584F	VAR584G	VAR584H	VAR584I	VAR584J	VAR584K	VAR584L	VAR584M	VAR584N	VAR585A	VAR585B	VAR585C	VAR585D	VAR585E	VAR585F	VAR585G	VAR585H	VAR585I	VAR585J	VAR585K	VAR585L	VAR585M	VAR585N	VAR588	VAR591	VAR592	VAR593	VAR594	VAR595	VAR596	VAR597	VAR598	VAR599	VAR600	VAR601	VAR602	VAR611	VAR612	VAR613	VAR614	VAR615	VAR616	VAR617	VAR618	VAR619	VAR620	VAR621	VAR622	VAR623	VAR624	VAR625	VAR626	VAR627	VAR628	VAR629	VAR630	VAR631	VAR632A	VAR632B	VAR632C	VAR634	VAR635	VAR636	VAR637	VAR638	VAR640	VAR641	VAR642	VAR643	VAR644	VAR645	VAR646	VAR647	VAR648	VAR677	VAR678	VAR683A	VAR683B	VAR683C	VAR683D	VAR683E	VAR683F	VAR683G	VAR683H	VAR684	VAR687	VAR688	VAR689	VAR699A	VAR699B	VAR699C	VAR699D	VAR699E	VAR699F	VAR703	VAR704	VAR705	VAR706	VAR711	VAR712	VAR713	VAR714	VAR715	VAR721	VAR722	VAR723	VAR725	VAR728A	VAR728B	VAR728C	VAR728D	VAR728E	VAR728F	VAR729A	VAR729B	VAR729C	VAR729D	VAR729E	VAR729F	VAR746	VAR747	VAR748	VAR749	VAR750	VAR751	VAR752	VAR753	VAR754	VAR757A	VAR757B	VAR757C	VAR758	VAR759	VAR760	VAR761	VAR762	VAR768	VAR769	VAR770	VAR771	VAR772	VAR773	VAR774	VAR775	VAR776	VAR777	VAR778	VAR805	VAR806	VAR807	VAR808	VAR809	VAR810	VAR811	VAR813	VAR814	VAR820	VAR821A	VAR821B	VAR821C	VAR821D	VAR821E	VAR821F	VAR821G	VAR821H	VAR821I	VAR821J	VAR830	VAR831	VAR832	VAR833	VAR834	VAR835A	VAR835B	VAR836	VAR837	VAR838	VAR839	VAR840	VAR842	VAR843	VAR844	VAR845	VAR846	VAR847	VAR848	VAR849	VAR850	VAR876	VAR877	VAR880	VAR888	VAR889	VAR890	VAR891	VAR892	VAR893	VAR894	VAR895	VAR896	VAR897	VAR898	VAR900A	VAR900B	VAR900C	VAR900D	VAR901	VAR902	VAR903	VAR904	VAR905	VAR906	VAR907	VAR908	VAR909	VAR910	VAR911	VAR912	VAR913	VAR914	VAR915	VAR916	VAR917	VAR918	VAR919	VAR920	VAR921	VAR922	VAR923	VAR924	VAR925	VAR926	VAR927	VAR928	VAR929	VAR930	VAR931	VAR951	VAR952	VAR953	VAR954	VAR955	VAR956	VAR957	VAR958	VAR959	VAR960	VAR961	VAR962	VAR963	VAR964	VAR965	VAR966	VAR967	VAR968	VAR969	VAR970	VAR971	VAR972A	VAR972B	VAR972C	VAR972D	VAR972E	VAR972F	VAR972G	VAR972H	VAR972I	VAR972J	VAR972K	VAR973	VAR974	VAR975	VAR976	VAR977A	VAR977B	VAR977C	VAR977D	VAR977E	VAR977F	VAR977G	VAR977H	VAR977I	VAR977J	VAR978A	VAR978B	VAR978C	VAR978D	VAR978E	VAR978F	VAR978G	VAR978H	VAR978I	VAR978J	VAR978K	VAR978L	VAR978M	VAR978N	VAR978O	VAR978P	VAR979A	VAR979B	VAR979C	VAR979D	VAR979E	VAR979F	VAR979G	VAR979H	VAR979I	VAR979J	VAR979K	VAR979L	VAR979M	VAR979N	VAR980	VAR981	VAR982	VAR983	VAR984	VAR985	VAR986	VAR987	VAR988	VAR989	VAR990	VAR991	VAR992	VAR993
1	2	1	55	1	7	1	-5	-6	1	4	2	5	1	5	2	1	1	1	1	4	1	2	2	-5	-5	1	1	3	1	3	3	2	3	2	-3	1	3	2	1	2	2	2	2	1	1	1	1	3	4	2	2	1	2	3	2	3	4	4	2	2	2	-5	4	1	2	2	2	1	2	2	2	2	-3	2	1	5	5	1	1	1	1	1	2	2	-6	1	1	1	1	1	-5	1	1	4	1	2	2	2	2	3	3	2	4	3	3	3	-5	-5	-5	-5	1	2	2	2	2	2	2	2	2	2	1	1	1	2	2	3	3	4	4	4	4	3	3	2	-3	4	3	2	2	4	2	2	3	1	3	3	3	3	1	2	3	3	2	2	9	1	1	1	2	1	1	2	1	1	-5	2	4	3	5	-6	-5	-5	2	3	1	1	1	1	1	1	1	1	3	3	3	3	3	2	-5	2	-5	2	5	4	1	3	4	3	3	3	3	3	3	2	3	2	3	3	3	3	4	3	3	3	3	-6	-6	-6	-6	-6	3	3	3	1	2	1	3	4	2	4	2	2	2	1	8	-6	2	3	2	1	1	2	2	2	4	4	2	3	2	2	1	3	1	1	1	2	1	14	7	3	1	1	1	1	1	1	-5	-5	-5	-5	-5	-5	2	4	4	1	1	3	3	3	3	1	1	3	2	1	2	1	1	1	2	2	4	4	4	2	4	4	1	2	1	2	3	6	-5	-5	-5	2	3	3	3	3	3	3	3	3	3	3	3	1	1	2	1	1	1	1	2	-6	1	1	1	1	1	2	2	2	3	1	1	2	1	-3	-3	-3	1	-6	-5	-5	-5	-5	5	5	-5	-5	1	1	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	3	3	2	1	-5	3	2	3	3	4	2	2	3	2	3	2	1	2	4	3	2	3	2	-5	-5	-5	-5	-5	-5	2	1	1	1	105	28	9	1	1	1	1	6	-7	1	55	2	50	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	12	7	1	3	2	3	2	2	3	2	3	3	2	4	2	2	2	3	3	4	2	4	3	3	3	3	3	3	3	3	3	3	3	3	2	1	3	2	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	1	1	1	0	0	0	7	2	5	1	-3	-3	2	2	5	2	2	3	-3	3
1	3	2	61	1	6	1	-5	1	-5	1	3	6	1	4	1	1	1	1	1	9	2	1	2	2	-7	1	1	3	1	3	3	2	1	1	3	1	2	1	1	2	3	2	2	2	3	3	4	5	1	2	5	1	2	3	3	2	2	5	2	3	2	-6	4	1	3	3	3	1	3	2	-3	2	2	2	1	4	3	2	2	1	1	2	2	2	1	1	4	4	1	1	-5	3	3	3	1	1	2	2	2	2	2	1	3	3	3	3	1	1	1	2	3	2	2	2	2	2	2	3	2	2	2	1	6	2	2	3	4	3	3	4	3	3	3	1	-3	3	2	2	2	4	2	2	3	3	1	3	1	3	1	1	3	2	2	4	-6	1	1	2	2	2	2	3	-5	1	-5	2	4	2	-5	-5	11	-6	2	3	1	1	2	2	1	2	1	1	3	2	-5	2	-5	2	-5	1	1	1	2	3	3	3	4	3	3	3	3	3	3	3	3	3	2	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	1	2	2	3	4	2	3	2	2	2	2	2	0	1	2	3	2	2	2	3	2	4	4	3	3	2	2	1	3	1	1	1	2	1	14	7	3	3	3	1	3	1	1	2	1	-5	-5	-5	-5	1	1	3	1	3	3	3	3	3	3	3	3	2	1	2	1	4	2	4	2	4	2	2	3	2	4	1	1	1	1	3	5	-5	-5	-5	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	2	2	1	2	1	1	1	2	2	2	2	1	1	2	1	-3	1	-3	1	3	-5	1	-5	-5	2	5	-5	-5	1	1	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	3	1	1	-5	3	2	3	4	5	2	2	2	1	3	2	2	3	2	2	2	2	1	3	3	3	3	3	3	2	1	1	1	105	29	9	2	2	1	1	6	-7	1	66	2	61	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1	5	1	3	2	4	2	3	3	3	2	3	3	3	2	2	3	3	3	3	2	4	3	3	3	3	3	3	3	3	3	3	3	3	1	1	8	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	-3	2	-6	2	2	3	2	4	4	2	2	2	-3	2
1	4	1	80	1	5	1	-5	1	-5	4	3	6	1	5	2	1	1	1	1	1	2	2	2	-5	-5	1	2	4	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	3	2	2	2	3	1	2	2	2	2	4	2	5	2	2	-5	4	3	2	3	3	1	2	2	2	2	-3	-3	1	4	4	2	1	1	1	1	1	1	1	1	3	3	1	1	-5	2	2	1	1	1	2	2	2	1	2	1	3	4	2	2	3	3	3	2	2	3	2	2	2	2	2	5	3	3	3	3	-5	3	3	3	2	4	3	2	3	2	3	2	1	3	2	2	2	3	2	2	3	2	2	3	3	3	1	2	2	4	4	4	3	2	2	2	2	2	2	3	-5	1	-5	-3	3	2	3	-6	-5	-5	3	-5	2	2	3	2	2	2	-3	3	2	2	-5	2	-5	2	-5	2	-5	3	2	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	3	1	3	2	4	3	2	2	2	2	2	2	2	0	2	2	-3	2	2	2	3	-6	3	3	3	2	4	3	2	3	1	1	1	2	1	14	7	3	1	3	1	3	1	1	-5	-5	-5	-5	-5	-5	2	3	3	1	1	3	3	3	3	1	1	3	2	1	1	1	4	4	4	4	4	4	2	2	3	2	2	1	2	1	3	6	-5	-5	-5	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	1	1	1	1	3	2	-3	2	-3	3	3	2	2	2	3	1	1	1	1	1	1	1	1	3	-5	-5	-5	-5	2	5	-5	-5	1	1	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1	2	1	2	2	3	2	2	3	4	3	2	4	4	3	4	2	3	3	2	3	2	3	-5	-5	-5	-5	-5	-5	2	2	2	1	110	2	10	2	1	1	1	6	-7	1	80	2	77	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	12	2	2	2	3	4	3	3	2	3	2	3	2	3	3	2	4	3	2	4	2	-3	3	3	3	3	3	2	3	3	3	2	3	3	1	1	8	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0	8	2	6	2	3	3	4	3	3	1	2	2	2	2
1	6	1	30	1	2	2	1	3	3	-5	-5	7	1	5	2	1	1	4	2	-5	4	4	4	-6	-6	1	2	3	-3	3	3	-3	1	-3	2	1	2	1	1	2	3	2	2	1	2	2	2	2	2	3	1	2	1	3	3	2	2	-6	3	1	1	1	3	1	3	4	2	2	2	2	3	2	2	2	1	5	5	2	2	1	1	1	-3	2	1	1	1	1	1	-6	-5	1	1	5	1	-3	2	2	2	3	2	2	4	3	2	4	-5	-5	-5	-5	1	1	2	2	2	2	2	3	3	3	2	1	1	2	2	3	3	2	2	3	4	3	3	1	2	1	3	3	3	3	3	1	3	2	2	3	3	3	1	3	2	3	4	2	2	2	2	2	2	2	2	3	-5	1	-5	-3	4	3	5	11	-5	-5	2	3	2	1	1	2	2	1	1	2	4	2	-5	1	2	2	-5	1	2	-3	4	3	1	-6	2	2	3	3	2	4	2	4	3	1	2	4	4	2	4	3	3	3	2	3	2	3	3	3	2	3	4	1	2	2	3	4	2	4	2	2	2	2	4	0	4	2	3	1	2	2	3	2	4	4	2	3	2	3	1	3	1	1	1	2	1	14	7	3	1	2	2	1	1	3	-6	-6	-6	-5	-6	-5	-5	-6	3	1	1	2	2	2	3	1	1	3	1	1	1	1	2	2	5	4	4	4	2	3	2	2	1	-6	2	2	3	1	-5	-6	-6	2	1	3	1	2	3	3	3	3	3	3	3	1	1	3	2	1	1	2	2	2	2	2	1	1	1	2	2	2	3	1	1	2	-3	-6	2	-3	1	2	-6	-5	2	4	-6	4	-6	-5	2	2	1	2	2	1	3	2	3	3	2	2	2	1	1	2	3	3	1	-5	3	2	3	3	3	1	2	3	3	3	2	3	3	3	2	2	2	2	-5	-5	-5	-5	-5	-5	3	2	2	1	95	26	9	1	1	1	1	6	-7	1	30	2	25	1	4	1	3	1	1	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1	2	3	2	3	3	3	4	2	3	4	4	2	3	2	4	3	2	4	3	4	3	3	4	4	3	2	2	2	3	3	2	4	3	2	1	6	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	0	0	0	9	5	6	2	5	5	3	2	4	1	2	2	2	2
1	7	2	20	3	6	2	5	-6	1	7	-5	-5	1	3	2	1	2	2	2	-5	1	3	4	-5	-5	1	1	4	1	3	3	-3	1	2	3	1	1	1	2	2	3	1	3	1	1	1	2	1	1	2	1	1	2	2	1	2	1	2	-3	2	1	-5	1	1	1	4	-3	1	2	-3	3	2	3	-3	1	4	4	3	1	1	1	1	1	1	1	1	1	1	1	2	-5	1	1	-6	2	2	2	2	2	3	3	3	4	4	4	4	-5	-5	-5	-5	3	1	2	2	2	2	2	3	2	2	2	1	1	1	2	4	3	5	4	5	5	5	3	2	-3	-3	4	-3	-3	-6	-3	-3	3	1	3	1	3	1	1	2	3	3	2	2	2	2	2	2	2	2	2	3	-5	1	-5	2	4	2	-5	-5	11	5	2	2	1	1	-6	1	1	1	1	1	3	2	-5	2	-5	3	3	2	-5	2	4	2	1	2	3	3	3	3	2	4	3	4	3	2	2	3	4	3	3	3	3	3	3	3	3	3	3	4	2	3	3	1	2	2	1	2	2	3	2	2	2	2	0	0	2	2	2	2	2	2	2	4	4	4	2	2	2	2	1	3	1	1	1	2	1	14	7	3	1	1	3	1	1	1	-5	-5	-5	-5	-5	-5	2	3	1	2	1	3	3	3	3	1	1	3	7	1	2	1	4	-6	4	2	4	2	3	3	2	-3	2	-6	2	2	3	7	-5	-5	-5	2	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	2	-6	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	5	-5	-5	-5	-5	5	5	-5	-5	1	-7	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-6	4	2	1	-5	-3	2	2	2	3	1	2	2	2	4	2	3	3	2	3	-6	3	2	-5	-5	-5	-5	-5	-5	1	1	1	3	90	2	12	1	2	1	1	6	-7	-7	-7	2	20	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	2	2	3	2	2	3	2	4	-3	-3	-3	-3	-3	-3	2	4	3	3	3	3	3	2	3	3	3	3	3	2	2	3	3	3	3	3	5	1	3	2	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	3	2	5	1	5	4	4	5	5	3	2	3	-3	-3
1	8	2	28	3	6	1	-5	2	2	-5	-5	-6	2	3	3	2	1	1	2	-5	2	2	2	-6	-6	1	1	4	1	3	1	1	2	2	3	2	1	2	1	3	1	-3	1	1	1	1	2	1	1	1	1	1	1	-3	1	1	2	1	1	1	1	3	1	1	2	3	2	2	3	1	3	-3	-3	3	1	5	5	1	2	1	1	1	1	1	1	1	1	1	1	1	-5	1	1	5	2	2	2	2	2	3	3	3	4	4	4	4	-5	-5	-5	-5	3	1	2	2	2	2	2	3	1	1	1	1	-2	1	2	-6	3	5	5	5	5	5	3	1	-3	3	4	1	3	-3	-3	2	2	1	3	1	3	1	1	3	3	1	1	2	4	2	2	2	2	2	2	3	-5	1	-5	2	4	2	-5	-5	11	3	2	2	-6	1	1	1	1	1	1	1	3	-3	-5	1	2	3	1	2	-5	5	5	5	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	2	1	3	2	4	2	2	2	2	0	8	-6	1	2	1	-6	2	2	2	5	4	2	2	2	2	1	3	1	1	1	2	1	14	7	3	1	1	3	1	1	2	-6	-6	-6	-5	-6	-5	-5	2	2	1	3	3	3	3	3	3	3	3	7	1	3	1	1	1	1	1	1	1	4	3	4	3	2	2	2	2	3	6	-5	-6	-6	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	5	-6	-5	4	2	5	5	-6	-5	1	-7	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	4	4	3	1	-5	2	2	2	-3	1	1	2	2	2	-3	1	3	3	2	3	2	2	2	-5	-5	-5	-5	-5	-5	1	1	1	3	90	2	12	1	1	1	1	6	-7	-7	-7	2	28	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	2	3	3	2	-3	3	3	3	-3	-3	2	-3	-3	-3	2	4	-3	3	4	-3	-3	5	3	3	3	3	3	3	3	3	3	3	3	3	-6	1	3	2	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	6	2	6	2	5	5	2	5	5	4	1	3	2	4
1	9	1	21	3	7	2	6	1	-5	7	-5	-5	1	3	3	1	1	2	2	-5	4	3	2	-5	-5	1	1	3	-6	3	-3	2	3	3	1	1	3	1	-3	2	3	2	2	1	-3	-3	1	1	1	1	1	1	3	3	3	3	4	2	1	1	2	-5	1	1	1	3	-3	-3	2	2	-3	2	-3	2	2	3	4	2	1	1	1	1	-3	-3	1	1	2	2	1	1	-5	1	1	5	1	-6	2	2	2	2	3	1	3	4	4	3	-5	-5	-5	-5	3	-3	2	2	2	2	2	5	1	-6	2	1	-2	2	3	4	3	4	4	4	4	4	-3	-6	-6	-3	2	-3	3	3	2	2	3	1	3	3	-3	3	1	-6	3	3	2	-6	2	1	2	2	2	-6	2	3	-5	1	-5	2	4	2	3	6	-5	-5	-6	2	1	1	1	1	1	2	1	1	4	2	-5	2	-5	2	-5	2	-5	2	4	2	1	3	3	3	3	3	-6	3	3	-6	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	-6	3	3	1	2	-6	2	4	2	3	-6	2	2	2	0	0	1	3	2	2	-6	-6	3	-6	4	4	-6	3	2	2	-3	3	1	1	1	2	1	14	7	3	-3	1	1	-6	1	1	-5	-5	-5	-5	-5	-5	2	2	1	2	3	3	-6	3	3	3	-6	3	7	-6	-5	1	4	-6	4	-6	4	3	2	3	3	4	2	-6	2	2	3	7	-5	-5	-5	-6	3	3	3	3	-6	3	3	3	3	3	3	1	1	1	1	1	1	1	2	2	1	-3	-6	1	1	1	-6	-6	2	1	1	1	1	1	2	-3	1	-3	-5	-5	-5	-5	-3	5	-5	-5	1	-7	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	4	4	4	1	-5	3	2	4	-6	4	3	3	-3	2	-3	2	3	3	2	2	-6	2	2	-5	-5	-5	-5	-5	-5	-3	2	3	3	-7	3	12	1	2	1	1	6	-7	1	21	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1	2	2	2	-6	4	2	3	-3	-3	3	-3	-3	-3	2	3	-3	3	4	4	-3	4	-3	3	3	3	3	3	3	3	3	-6	-6	3	5	1	8	2	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	2	5	2	4	4	4	-6	-6	-6	1	2	-3	2
1	10	2	44	4	1	2	-6	3	1	1	3	7	1	4	3	2	1	2	2	-5	1	3	4	2	4	2	2	2	2	3	3	1	3	1	3	1	1	1	2	-3	1	3	5	1	5	5	1	1	1	1	1	1	1	2	2	1	1	4	1	2	1	-6	4	3	3	5	-3	2	2	3	3	3	2	3	1	5	3	1	1	1	1	1	1	1	1	1	8	-5	-5	-5	-5	1	-6	5	1	1	2	2	2	1	1	1	1	3	4	1	1	1	1	2	3	1	2	2	2	2	2	2	2	-6	2	2	18	1	2	2	-6	3	5	5	5	5	4	1	2	-3	4	3	3	3	-3	2	2	1	2	1	3	-6	2	1	3	3	4	3	3	-6	2	2	2	-6	2	3	-5	1	-5	2	4	3	-5	-5	11	5	2	2	1	1	1	1	1	-6	1	1	1	3	1	1	1	2	-5	1	1	5	5	1	1	2	3	3	3	3	2	4	3	4	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2	2	2	-6	2	3	2	-6	-6	2	5	0	1	1	2	1	2	2	2	2	3	3	2	2	2	3	-3	3	1	1	1	2	1	14	7	3	1	1	1	1	2	1	3	3	-5	-5	-5	-5	1	2	1	1	1	-6	-6	3	3	1	-6	3	7	1	1	1	5	5	5	5	5	5	4	3	2	3	2	-6	2	2	3	1	-5	-5	-5	3	3	3	3	-6	3	3	3	3	3	3	3	1	1	-6	1	1	1	1	2	-6	1	1	1	1	1	1	-6	2	2	1	1	2	1	1	2	2	2	-6	-5	2	-5	-5	2	2	-5	-5	2	-7	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1	4	1	2	2	3	1	4	3	2	-6	3	-6	2	2	2	2	4	2	3	2	2	2	-5	-5	-5	-5	-5	-5	1	1	1	3	80	3	12	2	1	1	2	6	-7	-7	-7	2	44	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	2	2	3	1	2	4	3	-3	-3	3	2	-3	-3	-3	2	4	-3	3	4	4	3	4	-3	3	3	3	3	-6	3	3	3	3	-6	-6	5	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
1	11	2	25	3	7	2	6	3	1	7	-5	-5	2	3	3	1	2	2	1	4	1	2	1	-5	-5	1	1	3	1	2	1	2	1	3	-3	1	1	1	1	2	3	1	1	3	1	4	2	2	2	4	1	2	2	3	2	2	1	3	4	1	1	-5	1	1	2	3	2	-3	2	2	2	3	2	3	1	4	4	2	1	1	1	1	1	1	1	1	8	-5	-5	-5	-5	2	1	5	-3	-3	2	2	2	3	3	3	4	4	4	4	-5	-5	-5	-5	1	1	2	2	2	2	2	3	1	2	1	1	1	2	2	3	4	4	4	5	5	3	3	-3	2	-3	4	2	3	3	3	1	3	1	3	1	3	1	3	3	3	2	1	2	3	3	3	2	1	2	2	3	-5	1	-5	2	4	2	-5	-5	11	4	2	-3	2	1	2	1	1	2	1	2	3	2	-5	2	-5	2	-5	2	-5	3	2	3	3	2	1	3	3	3	3	3	3	5	3	3	1	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	2	2	2	2	2	0	0	2	2	2	1	2	2	3	3	5	4	3	3	2	2	2	3	1	1	1	2	1	14	7	3	1	1	3	1	3	1	-5	-5	-5	-5	-5	-5	2	2	2	1	1	3	3	3	3	3	3	3	4	1	1	1	2	1	2	2	2	5	3	2	-3	3	1	2	1	2	3	7	-5	-5	-5	2	3	3	3	3	3	3	3	3	3	3	3	1	1	2	2	1	1	1	2	1	1	-3	1	2	1	1	1	1	-3	-3	-3	2	-3	-3	2	2	-3	4	-5	-5	1	4	4	5	-5	-5	2	1	2	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	2	4	2	1	-5	4	2	2	3	1	3	2	1	1	1	1	2	5	1	3	2	2	1	2	2	2	2	1	2	2	1	1	3	88	1	12	1	2	1	1	6	-7	1	26	2	25	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	12	3	1	2	3	3	3	3	2	2	3	4	2	5	2	2	1	2	4	3	3	2	4	2	3	3	3	3	2	3	4	3	3	2	5	1	3	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	7	6	6	2	1	2	-3	4	4	4	1	2	2	2
