VeldwerkPeriode	Datum_ref	plhh	M_V	Lft	BurgSt	JongKind	BetWrkNu	UrenWeek	IsHetDan	Werknemer	BedrPrak	MaatsPos	Ooit12	VAR1061A	VAR1061B	VAR1062A	VAR1062B	V401	VAR648s	VAR149s	VAR1358	VAR058	VAR059	VAR365	VAR065	VAR091	VAR055	VAR066	VAR092s	VAR571s	VAR573s	VAR154	VAR155	VAR156	VAR157A	VAR154A	VAR164	VAR165	VAR1344	VAR198A	VAR198	VAR201A	VAR201B	VAR204	INT229	VAR1345	VAR211	VAR205	VAR1346	VAR1320	VAR1321	VAR1322	VAR1366	VAR1367	VAR229	INT218s	INT219s	INT221s	INT222s	VAR433s	VAR439s	VAR1329s	VAR1330s	VAR445s	VAR446s	VAR447s	VAR1316s	VAR1317s	VAR122	INT313	INT314	VAR1331	VW065	VAR491s	VAR040	VAR1304	VAR1146	VAR1163	VAR274s	VAR275	VAR1196	VAR1197	VAR461s	VAR457	VAR458	VAR459	VAR273s_a	VAR273s_b	VAR239	VAR318	VAR319	VAR320	VAR1209	VAR1210	VAR1206	VAR599s	VAR600s	VAR408	VAR409	VAR1046sA	VAR1046sB	VAR1046sC	VAR1046sD	VAR1046sE	VAR1046sJ	VAR1046sK	VAR1046sL	VAR1046sM	VAR1046sN	VAR1046sO	VAR1046sP	VAR687s	VAR689s	VAR953	VAR1265	VAR351s	VAR595	VAR1347	VAR1348	VAR1349	VAR1350	VAR1335	VAR1351	VAR1352	VAR1353	VAR1368	VAR1369	VAR1370	VAR544s	VAR1355	VAR757BM41	VAR1318s	VAR347s	VAR1017	VAR357	INT076	VAR1338	VAR1339	VAR1340	VAR1341	VAR1342	VAR516	VAR683Bs	VAR728Bs	VAR729Bs	VAR546	VAR758	VAR759	VAR1031	VAR1103	VAR1104	VAR1106	VAR1315A	VAR1359	VAR1360	VAR1361	VAR1362	VAR1363	VAR1364	VAR1365	VAR1311	VAR1312	VAR1313	VAR1314	Overhand	Variant	V03	V04	V05	V06	V07	V08	V091	V092	V093	V094	V095	V10	V11	V121	V122	V123	V131	V132	V133	V134	V14	V151	V152	V153	V1601	V1602	V1603	V1604	V1605	V1606	V1607	V1608	V1609	V1610	V1611	V17	V18	V19	V201	V202	V203	V204	V205	V206	V211	V212	V213	V214	V215	V22	V231	V232	V233	V241	V242	V243	V251	V252	V253	V254	V261	V262	V263	V264	V271	V272	V273	V274	V275	V276	V281	V282	V283	V284	V285	V291	V292	V293	V294	V295	V30	V31	V32	V33	V34	V3501	V3502	V3503	V3504	V3505	V3506	V3507	V3508	V3509	V3510	V3601	V3602	V3603	V3604	V3605	V3606	V3607	V3608	V3609	V3610	V3611	V3612	V3613	V37	V38	V39	V40	V41	V421	V422	V4301	V4302	V4303	V4304	V4305	V4306	V4307	V4308	V4309	V4310	V44	V45	V46	V47	V481	V482	V483	V484	V485	V491	V492	V493	V494	V501	V502	V503	V504	V51	V521	V522	V523	V53	V541	V542	V551	V552	V561	V562	V57	V581	V582	V583	V584	V585	V586	V59	V60	V611	V612	V613	V6201	V6202	V6203	V6204	V6205	V6206	V6207	V6208	V6209	V6210	V6211	V6212	V6213	V6214	V631	V632	V633	V634	V635	V64	V65	V66	V671	V672	V673	V674	V675	V676	V677	V681	V682	V683	V684	V685	V686	V691	V692	V7001	V7002	V7003	V7004	V7005	V7006	V7007	V7008	V7009	V7010	V7011	V71	V72	V731	V732	V733	V734	V735	V736	V737	V74	V76	Herkomst3	TypeHH	StedGem	bvrhink	bvrsamhhr	BVRBBIHALG1	pink	SECCOAL1	CWI_INGESCHREVEN	CWI2	Afl_SOI3_HB	CV_EindGewicht	SLI_EindGewicht	catbvrpriminkh	catbvrbrutinkh	catbvrbestinkh	catbvrgestinkh	catpersbrut	catpersink	catpersprim	volgnummer
201411	"18112014"	1	2	1	2	2	1	12		1				1	4	2		1	9	2	3	1	1	1	2	1	1		4	3	3	2	2	1	1	1	1	3	3	2		2		5	3	3	2	2	3	2	1	3	4	4	3	4	2	5	3	4	4	1	2	5	2	3	3	2	2	3	2	2	2	3	2	2	3	4	1	3	2	2	4	5	2	4	1	1	2	1	2	1	1	2	2	1	2	3	1	7	8	8	6	7	10	9	7	9	10	8	7	1	1	2	1	2	3	3	3	3	3	2	2	4	4	2	2	3	1	2	1	1	1	3	4	1	1	1	2	2	1	3	3	3	3	1	1	1	1	2	2	2	1	30	45	30	80	40	70	80	3	2	1	2	1																																																																																																																																																																																																																																		1	2	1	1	5	1	1	12	0	1	2	15824.733058		6	6	5	3	1	1	1	1298
201411	"13112014"	1	2	1	2	2	2					3	1	1	8	2		3	8	2		2	2	2	1	2	2		4	3	1	2	2	2	2	2	1	4	5	2		2		4	4	3	2	1	2	2	3	3	4	4	3	3	3	4	2	4	5	3	3	5	1	1	3	3	2	3	1	2	2	2	2	3	2	3	1	4	1	1	2	2	3	3	1	1	1	2	1	1	3	2	3	1	1	1	1	10	8	8	6	6	9	10	8	10	8	8	1	1	1	2	4	4	3	5	4	2	4	2	1	4	4	5	2	2	1	2	1	1	2	2	4	1	3	1	2	1	1	2	2	3	3	1	1	1	1	3	4	2	2	30	30	25	65	50	60	75	3	9	2	2	1																																																																																																																																																																																																																																		1	1	1	1	1	10	1	12	2	2	2	6570.053101		1	2	2	2	2	2	1	1299
201411	"10112014"	1	1	1	2	2	1	40		1				2		2		1	10	2	5	1	1	1	2	1	1		2	1	3	1	1	1	1	1	1	4	4	1	1	2		4	6	2	1	2	2	1	3	2	2	2	5	3	2	3	2	3	5	3	2	4	2	2	1	3	5	1	2	1	2	3	2	2	2	2	1	6	3	1	3	4	2	2	3		2	2	2	1	1	1	3	1	2	1	2	10	7	8	8	9	10	9	7	7	8	8	6	1	1	2	3	5	2	4	3	3	2	1	3	1	3	2	2	4	3	3	1	1	2	2	3	2	1	3	2	2	3	2	3	3	3	2	1	1	2	1	2	2	2	10	20	5	25	12	50	65	3	3	2	2	1																																																																																																																																																																																																																																		1	3	1	1	2	2	1	2	0	1	2	3392.794925		5	5	3	3	2	2	2	1300
201411	"03112014"	1	2	2	1	1	1	28		1				1	2	1	3	1	9	2	5	2	1	2	1	1	1	4	2	2	2	2	1	3	2	3	1	4	4	1	1	1	1	3	6	2	2	1	2	1	5	2	3	3	2	3	2	3	1	3	2	3	3	5	1	3	3	3	3	2	2	2	1	1	1	2	2	2	1	3	1	1	4	4	1	3	3		2	2	2	1	3	3	3	2	1	2	2	10	6	6	7	7	8	10	6	8	6	7	7	1	1	3	2	2	2	5	5	4	3	4	1	2	5	3	3	3	1	1	1	1	2	4	2	2	1	2	2	2	2	2	3	3	3	2	1	1	2	2	3	2	2	60	60	70	90	70	70	80	2	3	3	2	1	2	2	1	5	22	6	2011	1	1	1	5	1	2	2	3	3	3	2	2	2	2	2	3	3	3	8	8	9	9	8	8	7	7	7	7	7	1	8	2	1	3	1	1	1	3	1	1	1	2	3	3	1	1	1	2	2	3	1	2	2	4	1	1	4	2	4	2	4	2	4	2	4	3	4	4	4	4	3	3	4	2	3	3		2	1	2	2	2	2	1	1	2	2	2	999	2	2	2	2	2	2	1	1	2	2	2	2	999			1		1	3		1	3	1	3	1	2	3	4	4	1	1	1	3	1	1	1	1	1	1	4	1	1	1	3	3	3	3	2				3	3	3	5	5	5	5	2	5	5	2	2	5	2	5	2				1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	4	1	4	1	2	1	2	1	1	2	3	5	3	2	2	4	1	1	2	4	4	4	1	5	4	5	5	4	4	4	1	3	2	4	4	4	2	4	2	1	1	2	1	1	3	1	1	2	0	1	2	3459.412829	5760.457618	6	6	5	3	3	3	3	1301
201411	"04112014"	1	2	5	1	2	2					6	2	2		2		2	10	2		2	1	1	1	1	1		4	2	1	2	2	2	2	2	1	4	4	2		1	2	5	2	2	2	2	2	4	2	3	2	2	5	4	4	3	3	4	1	3	3	3	1	1	1	3	3	2	2	2	2	3	3	3	3	3	3	15	3	9	6	6	4	6	3		1	1	1	1	1	2	2	2	2	3	1	10	8	5	7	9	10	10	10	10	10	10	6	1	1	2	2	3	3	4	4	4	2	4	2	3	4	4	4	1	1	2	2	3	4	2	1	3	4	3	3	3	3	1	3	1	2	1	4	1	1	2	2	3	2	0	10	0	10	5	10	100	3	1	1	2	1	2	2	2	5	28	3	1977	9	9	9	1	9	2	2	3	9	9	9	4	9	9	4	6	6	9	99	99	99	99	99	10	99	99	99	99	99	2	10	3	9	9	9	9	9	1	1	9	9	9	9	3	1	9	3	4	9	9	1	9	9	9	9	2	9	9	9	9	9	3	9	9	9	9	3	9	9	9	9	9	3	9	2	1	7		4	9	9	9	9	9	9	9	9	1	999	9	9	9	9	9	9	9	9	9	9	9	9	999	2		1		1	9		9	9	9	9	9	9	9	9	9	4	3	1	5	2	9	9	1	9	9	9	9	9	5	3	9	9	9	1	9	9	9	3	9	2	4	9	9	4	2	9	9	2	9	9	9	5	2				1	1	1	1	9	1	9	1	9	9	9	1	9	1	1	9	9	9	9	5	3	3	9	1	9	9	9	9	9	9	9	9	1	9	9	9	1	3	9	9	9	9	9	9	9	9	9	9	3	1	2	9	9	9	9	9	9	2	1	1	3	4	1	2	9	1	11	0	1	1	4377.469341	6521.529655	1	3	3	2	1	1	1	1302
201411	"13112014"	1	2	4	1	2	1	8				6	1	2		2		2	7	2	5	1	2	1	2	2	2		2	3	1	2	2	2	2	2	1	5	5	2		2		5	1	3	2	2	4	4	2	3	4	4	3	3	3	5	4	4	4	1	2	5	3	2	3	2	4	1	2	2	2	3	2	2	2	3	1	15	1	1	2	2	4	4	1	1	2	1	1	1	3	2	3	2	2	2	1	7	7	6	7	8	7	8	7	8	7	9	7	2	2	2	1	5	4	4	4	4	3	2	2	3	4	4	3	3	1	1	1	3	2	4	4	3	2	1	2	2	2	1	3	3	3	1	1	1	2	2	3	3	2	50	50	50	50	30	30	60	2	2	3	3	1	2	1	1	5	30	2	1993	2	2	3	4	2	3	3	3	2	3	3	3	3	3	2	4	5	5	8	7	7	8	6	8	7	8	8	6	6	2	8	2	1	3	2	4	2	2	2	3	2	4	5	3	1	2	2	2	3	2	1	2	2	3	2	2	4	2	3	2	4	2	4	2	2	3	4	4	4	3	4	3	4	2	2	1	4		4	2	2	2	2	2	2	2	2	2	999	2	2	2	2	2	2	2	2	2	2	2	2	999	2		2	7				1	3	1	1	1	1	1	1	3	1	3	1	4	2	2	1	1	2	2	5	5	4	5	3	3	3	3	1	3	2	9	3	3	3	4	5	5	5	1	5	5	2	2	5	2	5	1	1	2	2	1	1	3	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	4	2	1	2	2	2	2	2	2	2	4	2	3	3	2	2	2	2	2	5	2	4	1	5	2	5	4	3	2	5	1	4	2	4	4	2	2	4	1	1	1	2	4	1	4	7	1	1	0	1	1	4897.638263	7243.951323	2	5	4	2	1	1	1	1303
201412	"05122014"	1	2	1	2	2	1	10				5		1	3	2		1	10	2	4	1	1	1	1	1	1		2	3	3	9	9	9	1	1	2	4	2	1	1	2		5	1	4	2	2	3	2	3	3	4	4	3	3	3	4	2	2	4	3	4	3	4	4	4	6	3	2	2	4	1	4	3	2	2	2	1	15	1	1	3	4	3	3	3		2	2	2	2	2	2	2	2	2	3	1	7	7	6	8	7	7	7	7	7	8	7	7	2	2	2	2	5	2	5	4	3	3	2	2	2	4	2	4	3	3	2	1	1	1	2	4	2	2	1	2	2	2	2	3	3	3	1	1	1	2	2	3	1	1	50	50	50	50	50	50	50	2	2	2	2	1	2	3	2	2	25	1	2014	2	2	4	2	1	2	2	3	2	3	3	4	4	4	2	4	2	2	9	10	9	10	8	10	8	8	8	6	7	1	10	1	1	3	1	1	1	3	1	1	1	4	5	5	1	1	1	2	2	1	1	1	1	4	2	2	4	2	4	2	4	2	4	2	4	4	4	4	4	4	5	3	3	3	1	3		1	1	2	1	2	2	2	2	2	2	2	999	2	2	2	2	2	2	2	2	2	2	2	1	1			1		1	4	2	1	4	1	1	1	3	2	5	4	4	3	1	8	2	1	1	1	1	2	3	1	2	2	3	3	3	3	2				1	3	3	5	5	5	5	1	4	5	2	2	4	1	5	2				2	3	3	1	1	1	3	1	3	3	3	1	1	1	1	1	1	1	1	4	3	5	2	2	2	2	2	2	2	4	4	4	2	3	4	2	1	1	5	4	5	1	5	4	5	4	4	4	5	1	4	3	4	5	1	4	5	1	2	1	1	1	1	1	12	1	12	0	1	3	6248.079768	6651.733488	1	1	1	1	1	1	1	1304
201412	"19122014"	1	1	5	2	2	1	37		1				2		2		2	8	2	4	2	1	1	1	1	2		4	2	1	2	9	2	1	1	1	5	5	2		2		5	2	4	2	2	4	2	2	3	4	4	2	4	3	5	3	5	3	2	2	1	2	3	1	1	3	2	2	1	2	2	2	2	4	2	1	6	2	2	3	2	4	2	1	1	2	1	1	1	2	2	2	2	2	3	1	7	7	8	8	8	9	7	7	9	9	9	7	1	1	2	3	4	2	4	4	3	1	5	2	4	5	4	5	1	1	2	1	1	2	2	4	2	1	1	1	1	1	2	3	3	3	1	1	1	1	1	2	2	1	30	70	70	70	50	70	80	2	2	2	2	1																																																																																																																																																																																																																																		1	1	1	1	1	1	1	1	0	1	1	5565.306436		6	6	3	3	6	5	6	1305
201412	"15122014"	1	1	5	2	1	2					8		2		2		3	4	6		9	2	2	1	1	1	5	4	2	1	9	2	2	2	9	1	5	5	2		1	3	5	6	1	2	1	1	1	1	2	3	3	3	5	5	4	3	1	5	5	2	2	3	3	4	3	1	2	2	3	1	3	1	4	4	3	1	5	1	1	2	5	1	1	1	1	1	1	2	1	3	2	3	1	1	2	1	7	9	4	10	5	9	10	10	7	10	8	8	1	1	4	4	5	2	4	5	4	3	5	1	2	2	4	3	2	1	1	1	1	1	5	5	1	3	1	3	2	1	1	3	3	3	1	1	1	3	1	2	1	1	50	50	50	50	50	50	50	9	4	9	9	1	1	3	2	2	44	1	1987	3	2	3	3	3	3	4	1	1	2	4	4	2	2	2	1	2	2	3	6	9	4	6	6	5	99	99	6	4	3	6	4	1	2	1	2	1	2	4	1	3	2	9	3	1	3	9	1	1	1	2	2	2	3	3	2	2	4	4	4	2	4	2	4	1	1	1	1	1	3	3	2	2	1	9	3		1	4	2	2	2	2	2	1	1	2	1	1	2	2	2	2	2	2	2	2	1	2	2	1	1			2	1				2	2	1	1	1	1	1	2	2	1	1	1	999	3	1	1	1	1	1	3	4	1	4	3	3	3	3	3				4	3	3	3	4	2	3	2	5	3	2	3	3	3	4	2				1	1	3	1	3	3	3	1	2	3	2	1	2	1	1	9	9	1	9	5	1	5	2	2	2	2	2	1	2	2	5	2	2	1	5	1	1	1	5	5	5	1	5	5	5	5	5	5	5	3	9	4	5	5	2	2	5	1	1	2	1	1	1	1	6	0	14	0	1	2	10660.489048	16953.390747	1	1	1	1	1	1	1	1306
201412	"11122014"	1	1	4	1	1	2					3	1	1	20	1	20	3	5	3		9	9	2	9	2	1	2	1	3	1	9	9	9	9	9	2	3	4	1	3	1	3	1	6	2	1	1	9	9	9	9	9	1	3	2	2	3	2	4	9	3	2	6	6	2	2	2	2	2	2	1	1	3	2	2	4	2	1	2	1	1	6	9	9	6	9		9	1	9	9	2	9	9	9	9	9	9	99	99	99	7	9	10	10	99	9	10	9	7	1	9	4	4	4	9	5	4	1	1	2	2	1	2	4	9	3	2	3	2	3	4	2	2	2	4	2	2	2	2	1	3	3	3	1	1	1	3	2	3	3	1	70	70	999	70	999	999	90	2	4	3	9	2																																																																																																																																																																																																																																		3	2	1	1	3	10	1	7	2	2	9	12336.50044		1	4	3	2	2	2	1	1307
201412	"29122014"	1	2	1	2	2	1	8				5		2		2		2	7	1	3	2	2	2	1	1	1		4	2	3	9	9	9	9	9	2	2	4	1	3	1	3	3	6	1	2	1	1	1	5	3	4	2	3	4	2	3	3	5	3	1	2	5	2	2	5	5	5	1	3	3	1	3	2	2	3	3	1	15	1	2	3	4	3	3	1	1	1	1	1	2	2	1	1	2	2	3	1	7	7	5	7	7	8	8	8	10	7	7	7	1	1	2	3	1	3	4	3	2	1	1	1	1	4	5	4	3	1	2	2	3	2	1	2	1	4	1	2	2	1	3	3	3	3	3	1	1	2	2	3	1	2	60	70	40	40	50	50	60	2	3	3	2	1	1	3	2	4	65	1	1998	3	3	3	3	3	3	3	2	2	2	3	3	3	3	2	3	3	3	6	6	6	6	6	6	6	6	6	6	6	3	7	2	1	3	1	1	1	4	1	1	4	4	5	3	3	3	3	2	2	2	2	2	3	2	6	6	6	6	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	2		1	1	2	2	2	2	2	1	2	2	2	999	2	2	2	2	2	2	2	2	2	2	2	2	999	2		1		1	3		1	1	1	1	1	1	1	4	1	1	2	2		3	1	1	1	1	1	5	1	3	2	3	3	3	3	1	3	3	3	4	3	3	5	5	2	2	2	5	1	2	4	1	5	2	2				1	3	3	1	3	1	1	1	1	1	3	1	1	1	1	1	2	1	2	1	3	3	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	3	3	3	3	3	3	3	2	3	3	2	1	1	5	1	1	12	0	1	2	11056.932158	21316.533536	2	3	3	2	1	1	1	1308
201412	"08122014"	1	1	5	1	2	2					7	1	2		2		4	5	5		2	2	2	1	2	2		4	2	3	2	1	9	1	1	1	4	1	2		2		5	1	4	2	2	4	1	2	3	4	4	3	4	3	5	4	4	2	2	2	5	2	2	3	2	5	1	2	3	2	4	2	3	3	3	2		3	2	3	2	3	4	1	1	1	1	1	1	1	2	3	2	2	3	1	10	6	10	8	8	9	7	3	9	8	9	3	1	1	2	2	2	4	4	1	1	1	4	1	5	5	5	5	1	1	2	2	2	2	4	2	2	3	1	2	2	1	1	2	3	3	2	1	1	1	1	3	4	2	0	60	50	50	20	50	70	4	1	2	2	1	2	2	2	4	30	2	1980	3	2	9	4	4	2	4	3	3	3	2	4	2	2	1	4	4	4	6	7	7	99	7	6	5	99	10	7	5	2	8	3	1	3	1	1	1	3	1	3	4	4	6	4	1	3	1	4	2	4	4	2	2	4	5	4	6	2	4	4	2	2	2	4	1	1	1	1	3	4	4	2	4	4	1	1	4		2	2	2	2	2	2	2	2	2	2	999	2	2	2	2	2	2	2	2	2	2	2	2	999	1	3	2	4				1	1	1	1	1	1	2	1	1	1	3	2		2	2	1	1	1	1	2	2	2	5	3	3	3	3	1	1	1	3	5	1	2	3	2	3	4	4	3	3	4	5	3	4	3	1	1	2	2	1	1	3	1	1	1	3	3	1	1	2	3	1	1	1	1	1	2	9	5	2	4	1	2	2	2	2	2	2	2	2	2	1	4	3	2	2	2	4	1	2	5	3	2	2	2	2	3	3	3	2	2	4	4	2	4	4	1	2	1	3	1	1	2	9	1	11	0	1	2	7570.015825	8640.026574	1	3	3	2	1	1	1	1309
201412	"19122014"	1	1	1	2	2	1	65		1				2		1	1	2	9	2	1	1	1	1	2	1	1		1	2	1	1	2	1	2	2	1	5	4	2		2		4	2	4	2	2	4	4	5	3	4	1	8	2	4	3	2	1	5	4	5	2	4	4	2	3	2	2	2	3	1	1	1	2	3	2	1	4	1	1	2	5	4	3	1	1	2	2	2	2	3	1	3	1	1	1	1	7	9	4	6	6	8	8	9	8	8	7	8	3	2	9	4	5	2	4	4	3	3	4	2	4	4	2	4	1	3	2	1	1	2	4	5	3	4	1	2	2	1	2	3	3	3	1	1	1	2	1	2	2	1	70	80	80	80	70	80	70	2	3	3	3	1	2	5	2	20	16	3	2012	1	4	4	2	3	2	2	3	2	1	2	3	3	3	1	3	5	4	7	6	9	9	9	9	9	10	7	7	8	2	8	2	1	3	1	1	1	3	1	1	1	5	1	5	1	1	1	1	2	2	2	2	2	4	2	2	4	2	4	1	4	2	4	2	4	4	4	4	5	4	4	4	4	5	4	3		1	1	2	2	2	1	1	2	2	2	2	999	2	2	2	1	2	2	2	2	2	2	2	2	999			1		1	1		3	5	3	4	1	3	3	4	4	5	1	1	3	1	1	1	1	1	1	3	1	1	1	3	3	3	3	2				3	3	3	5	5	5	5	1	4	5	2	2	5	1	5	2				2	3	3	3	3	3	2	1	1	3	1	3	1	1	1	1	1	1	2	4	4	5	2	2	1	1	2	2	2	4	4	3	3	2	4	2	1	1	5	5	5	1	5	5	5	5	5	5	5	3	3	4	4	5	2	3	4	2	3	1	1	1	1	1	1	1	12	0	1	3	4282.611945	8728.35979	1	1	1	1	1	1	1	1310
201412	"29122014"	1	2	5	2	2	1	5				7	1	1	8	1	4	2	8	2	4	1	1	1	2	1	1		2	2	1	1	2	1	2	2	1	4	4	1	1	2		5	5	3	2	1	1	1	1	1	3	3	3	3	2	4	2	2	3	2	4	2	4	4	4	4	2	2	2	1	1	3	1	2	3	3	1	10	1	1	2	4	4	2	3		2	2	1	1	2	2	2	2	1	1	1	8	7	7	8	6	8	9	9	7	8	8	8	2	2	3	2	5	2	5	4	4	3	2	2	3	3	3	2	3	1	2	1	1	1	4	4	2	1	1	2	2	1	2	3	3	3	2	1	1	2	1	2	2	2	40	70	70	80	60	70	80	2	3	2	2	1	1	3	1	3	100	7	1988	2	2	2	4	2	2	4	2	2	2	4	3	3	3	2	4	4	4	9	8	9	9	9	9	9	8	8	8	7	2	8	2	1	3	1	1	1	3	1	3	2	3	4	4	1	3	1	2	2	2	1	1	2	3	2	2	3	2	5	2	4	2	4	2	4	4	4	4	4	4	4	3	4	3	2	3		1	1	1	1	1	1	2	1	2	2	1	4	1	1	1	2	2	2	2	2	1	2	2	2	999			1		3	4	2	4	1	3	4	2	4	1	4	4	1	1	1	5	1	1	1	1	1	1	1	1	1	2	3	3	3	3	2				2	3	3	3	4	5	4	1	5	5	2	2	4	2	5	2				1	1	3	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	9	5	1	4	1	2	2	1	1	1	2	3	4	3	2	2	4	1	1	1	5	4	4	2	4	4	4	4	4	4	5	1	4	2	4	4	2	4	4	2	1	1	1	1	1	1	5	1	4	0	1	3	8307.438035	7678.59124	1	6	5	5	6	6	1	1311
201412	"22122014"	1	1	1	2	2	1	32		1				2		2		2	7	1	5	2	1	2	2	1	1		4	3	3	1	3	1	1	2	2	3	4	2		2		4	1	4	2	2	4	5	2	3	3	4	3	2	4	5	3	4	4	3	5	4	4	5	2	2	1	1	1	1	3	3	2	1	2	2	1	3	3	1	4	4	3	4	3		2	2	2	1	1	1	1	2	2	3	1	9	6	3	8	10	9	4	5	10	7	5	5	3	2	2	3	2	1	5	5	5	5	1	1	1	4	4	2	2	3	2	1	1	1	1	4	3	1	1	2	2	1	3	3	3	3	2	4	1	2	1	2	1	2	50	60	50	70	40	20	70	3	3	2	4	1																																																																																																																																																																																																																																		1	3	1	1	2	12	1	12	0	1	2	4614.805086		1	1	1	1	1	1	1	1312
201412	"24122014"	1	2	3	2	2	1	32		1				2		2		1	8	2	4	1	1	1	2	1	1		3	2	3	1	2	1	2	1	2	4	3	2		2		5	1	4	2	2	4	2	4	3	4	3	3	3	4	5	2	4	4	4	3	3	3	4	4	2	3	2	2	1	1	2	1	2	2	2	1	6	1	1	3	2	3	2	3		2	2	2	2	3	2	3	2	2	2	1	7	6	6	9	8	7	7	9	8	8	8	8	2	2	3	1	5	2	5	4	4	3	4	2	2	4	4	2	3	3	2	1	1	1	4	4	2	2	1	2	2	1	2	3	3	3	1	1	1	3	1	2	2	1	70	70	70	80	70	80	90	2	3	2	2	1																																																																																																																																																																																																																																		1	1	1	1	1	1	1	1	0	1	3	6497.272488		6	6	3	3	6	6	6	1313
201412	"23122014"	1	1	1	2	2	1	50		1				2		2		1	9	2	4	1	1	2	2	1	1		1	2	3	1	1	1	1	1	1	4	4	1	2	2		5	2	4	1	2	4	2	5	2	2	3	7	3	2	5	2	4	5	2	2	3	4	4	4	2	4	2	2	2	1	2	1	2	2	2	1	6	1	1	4	4	2	2	1	2	1	1	2	2	2	3	3	2	2	3	1	9	7	6	10	9	8	7	8	9	9	8	9	2	2	3	1	5	2	3	3	3	1	2	2	1	4	4	2	3	3	2	1	1	2	2	3	2	1	1	2	1	1	2	3	3	3	1	1	1	3	1	2	1	1	70	70	69	70	70	70	70	2	3	3	3	1																																																																																																																																																																																																																																		1	3	1	1	2	1	1	1	0	1	3	5554.326006		6	6	6	6	6	6	6	1314
201412	"10122014"	1	1	3	2	2	1	40		1				1	2	2		2	8	2	5	1	1	1	1	1	1		4	3	2	1	1	1	1	1	2	2	2	1	2	1	2	4	5	2	3	1	3	2	2	2	2	2	8	3	2	2	2	4	2	4	3	4	4	4	2	2	5	2	2	1	1	1	1	1	2	2	1	1	1	1	4	2	2	5	3		2	2	2	2	4	3	4	2	1	3	1	9	6	6	9	7	10	6	6	8	7	6	5	1	1	2	3	2	2	5	5	2	1	2	2	2	4	3	2	3	3	2	2	3	2	2	2	4	3	1	2	2	1	2	3	3	3	4	1	1	2	2	3	3	2	10	50	50	75	80	80	85	3	3	2	3	1	1	3	1	2	62	1	2000	2	2	3	4	2	3	2	1	1	2	4	4	3	3	2	4	4	4	7	8	9	8	9	8	8	9	8	7	7	2	8	2	1	3	1	1	1	3	1	1	1	3	1	5	1	1	1	2	3	2	1	1	1	4	2	2	4	2	4	2	4	3	4	2	4	4	4	4	4	4	4	3	4	4	1	3		1	3	2	1	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	1	2	2	2	2	999			1		3	4	2	3	1	1	2	1	2	1	3	5	1	1	1	3	1	1	1	1	1	1	1	1	1	1	3	3	3	3	2				3	3	3	4	4	5	5	1	4	5	1	2	5	2	5	2				1	1	1	1	3	1	3	1	1	3	1	3	1	1	1	1	1	1	9	4	1	5	2	2	2	1	2	2	2	3	2	4	2	2	2	2	2	2	4	3	3	4	4	4	2	2	2	3	4	3	2	2	3	3	3	2	3	2	2	1	1	1	1	1	2	1	2	0	1	3	5943.881404	7495.515407	6	6	4	4	6	6	6	1315
201412	"09122014"	1	1	4	1	2	1	24		1				2		2		1	9	1	4	1	1	1	2	1	1		4	3	3	1	2	2	1	1	1	4	4	1	1	2		5	1	3	2	1	1	1	2	1	2	2	5	3	4	4	2	5	5	2	3	3	4	4	4	2	2	2	2	2	1	2	1	2	2	2	1	10	1	2	2	4	3	3	3		2	2	2	2	3	3	3	2	2	3	1	6	5	6	8	5	8	7	8	6	9	8	8	2	2	2	2	4	2	3	4	4	4	2	3	4	4	3	4	2	3	2	1	1	1	4	4	2	3	1	2	2	1	2	3	3	3	1	4	1	3	2	3	2	4	80	80	80	80	80	80	80	2	3	2	3	2																																																																																																																																																																																																																																		1	3	1	1	2	5	1	4	0	1	3	6273.664105		6	6	4	3	3	3	3	1316
201412	"12122014"	1	1	2	2	2	1	30		1				2		1	4	3	7	3	4	1	2	2	2	1	1		2	2	3	1	1	2	2	1	2	3	3	2		2		5	1	4	2	2	3	4	2	3	3	4	3	2	3	5	2	2	3	2	4	3	5	4	2	1	5	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	3		1	2	2	1	1	2	2	2	2	2	1	9	7	8	9	8	9	6	6	8	9	8	6	2	2	2	2	5	2	5	5	3	3	4	2	3	4	4	2	2	3	2	1	1	1	2	2	1	1	1	2	2	1	2	2	1	2	1	1	1	2	2	3	2	1	60	70	60	70	60	70	80	2	2	1	3	1																																																																																																																																																																																																																																		1	1	1	1	1	1	1	1	0	1	2	10177.212622		2	2	2	2	2	1	2	1317
