WEGINGZ	VAR001	VAR002	VAR003	VAR006	VAR007	VAR008	VAR012	VAR013	VAR014	VAR015	VAR016	VAR019	VAR020	VAR021	VAR022	VAR023	VAR024	VAR025	VAR030	VAR031	VAR032	VAR033	VAR036	VAR037	VAR038	VAR039	VAR040	VAR041	VAR042	VAR043	VAR044	VAR045	VAR046	VAR047	VAR048	VAR049	VAR050	VAR051	VAR052	VAR053	VAR054	VAR055	VAR056	VAR057	VAR058	VAR059	VAR060	VAR061	VAR062	VAR063	VAR064	VAR065	VAR066	VAR075	VAR076	VAR077	VAR078	VAR079	VAR080	VAR081	VAR082	VAR083	VAR084	VAR085	VAR086	VAR087	VAR091	VAR093	VAR094	VAR095	VAR096	VAR097	VAR098	VAR099	VAR100	VAR101	VAR103	VAR105	VAR107	VAR109	VAR110	VAR111	VAR113	VAR114	VAR118	VAR121	VAR122	VAR124	VAR125	VAR126	VAR127	VAR128	VAR129	VAR130	VAR131	VAR132	VAR133	VAR134	VAR135	VAR136	VAR141	VAR142	VAR143	VAR144	VAR145	VAR146	VAR147	VAR148	VAR149	VAR150	VAR151	VAR152	VAR153	VAR154	VAR154A	VAR155	VAR156	VAR157	VAR157A	VAR159	VAR159A	VAR160	VAR161	VAR162	VAR162A	VAR164	VAR165	VAR166	VAR167	VAR168	VAR169	VAR170	VAR171	VAR172	VAR173	VAR174	VAR175	VAR176	VAR179	VAR180	VAR181	VAR182	VAR183	VAR184	VAR185	VAR198	VAR201	VAR204	VAR205	VAR206	VAR207	VAR208	VAR209	VAR210	VAR211	VAR212	VAR213	VAR214	VAR215	VAR216	VAR217	VAR218	VAR219	VAR220	VAR221	VAR222	VAR223	VAR224	VAR225	VAR226	VAR227	VAR228	VAR229	VAR231	VAR239	VAR271	VAR272	VAR273	VAR274	VAR275	VAR318	VAR319	VAR320	VAR321	VAR323	VAR324	VAR342	VAR343	VAR346	VAR347	VAR350	VAR351	VAR357	VAR358	VAR359	VAR360	VAR364	VAR365	VAR366	VAR377	VAR378	VAR406	VAR407	VAR408	VAR409	VAR410	VAR411	VAR412	VAR413	VAR414	VAR426	VAR427	VAR428	VAR429	VAR433	VAR445	VAR461	VAR462	VAR486	VAR487	VAR491	VAR493	VAR494	VAR495	VAR496	VAR497	VAR498	VAR499	VAR500	VAR503	VAR504	VAR505	VAR506	VAR507	VAR508	VAR515	VAR516	VAR517	VAR520	VAR521	VAR522	VAR529	VAR530	VAR531	VAR532	VAR533	VAR534	VAR544	VAR545	VAR546	VAR547	VAR551	VAR555	VAR556	VAR557	VAR558	VAR559	VAR560	VAR561	VAR562	VAR563	VAR564	VAR565	VAR566	VAR567	VAR568	VAR569	VAR570	VAR571	VAR572	VAR573	VAR574	VAR575	VAR576	VAR577	VAR578	VAR580	VAR581	VAR582	VAR583	VAR584A	VAR584B	VAR584C	VAR584D	VAR584E	VAR584F	VAR584G	VAR584H	VAR584I	VAR584J	VAR584K	VAR584L	VAR584M	VAR584N	VAR585A	VAR585B	VAR585C	VAR585D	VAR585E	VAR585F	VAR585G	VAR585H	VAR585I	VAR585J	VAR585K	VAR585L	VAR585M	VAR585N	VAR586	VAR587	VAR588	VAR591	VAR592	VAR593	VAR594	VAR595	VAR596	VAR597	VAR598	VAR599	VAR600	VAR601	VAR602	VAR603	VAR604	VAR605	VAR606	VAR607	VAR608	VAR609	VAR610	VAR611	VAR612	VAR613	VAR614	VAR615	VAR616	VAR617	VAR618	VAR619	VAR620	VAR621	VAR622	VAR623	VAR624	VAR625	VAR626	VAR627	VAR628	VAR629	VAR630	VAR631	VAR632A	VAR634	VAR635	VAR636	VAR637	VAR638	VAR640	VAR643	VAR644	VAR645	VAR646	VAR647	VAR648	VAR651	VAR652	VAR653	VAR681	VAR682	VAR683A	VAR683B	VAR683C	VAR683D	VAR683E	VAR683F	VAR683G	VAR683H	VAR684	VAR687	VAR688	VAR689	VAR691	VAR692	VAR693	VAR694	VAR695	VAR696	VAR697	VAR698	VAR699A	VAR699B	VAR699C	VAR699D	VAR699E	VAR699F	VAR700A	VAR700B	VAR700C	VAR700D	VAR700E	VAR703	VAR704	VAR705	VAR706	VAR707A	VAR707B	VAR707C	VAR707D	VAR707E	VAR707F	VAR707G	VAR707H	VAR707I	VAR707J	VAR707K	VAR707L	VAR707M	VAR707N	VAR707O	VAR708A	VAR708B	VAR708C	VAR708D	VAR708E	VAR708F	VAR708G	VAR709	VAR710	VAR711	VAR712	VAR713	VAR714	VAR715	VAR716A	VAR716B	VAR716C	VAR716D	VAR716E	VAR716F	VAR716G	VAR716H	VAR716I	VAR716J	VAR716K	VAR717A	VAR717B	VAR717C	VAR717D	VAR717E	VAR717F	VAR717G	VAR717H	VAR717I	VAR717J	VAR717K	VAR718	VAR719A	VAR719B	VAR719C	VAR719D	VAR720A	VAR720B	VAR720C	VAR720D	VAR728A	VAR728B	VAR728C	VAR728D	VAR728E	VAR728F	VAR729A	VAR729B	VAR729C	VAR729D	VAR729E	VAR729F	VAR753	VAR754	VAR755	VAR756	VAR757A	VAR757B	VAR757C	VAR758	VAR759	VAR760	VAR761	VAR762	VAR763	VAR764	VAR765	VAR766	VAR767	VAR805	VAR806	VAR807	VAR808	VAR809	VAR810	VAR811	VAR812	VAR813	VAR814	VAR820	VAR823	VAR825	VAR827	VAR828	VAR829	VAR832	VAR833	VAR834	VAR835A	VAR835B	VAR836	VAR837	VAR838	VAR841	VAR842	VAR843	VAR844	VAR845	VAR846	VAR847	VAR848	VAR849	VAR851	VAR852	VAR853	VAR854	VAR855	VAR876	VAR877	VAR880	VAR888	VAR889	VAR890	VAR891	VAR892	VAR893	VAR894	VAR901	VAR902	VAR903	VAR904	VAR905	VAR906	VAR907	VAR908	VAR909	VAR910	VAR911	VAR912	VAR913	VAR914	VAR915	VAR916	VAR917	VAR918	VAR919	VAR920	VAR921	VAR922	VAR923	VAR924	VAR925	VAR926	VAR927	VAR928	VAR929	VAR930
1	2	42	4	6	1	-5	1	-5	1	1	-5	1	4	2	-5	0	-5	-5	1	1	1	1	1	3	1	1	1	1	4	1	2	2	1	2	1	1	2	-6	-6	-6	1	2	-3	-3	-3	1	3	1	3	2	2	-3	-5	2	2	2	2	2	2	2	2	1	2	2	1	2	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	4	4	4	4	2	-3	2	2	2	2	2	2	1	2	2	2	3	1	-3	1	2	1	1	2	3	1	2	2	2	1	2	2	3	2	-3	2	3	3	3	3	3	3	1	4	4	2	2	2	1	-3	1	1	1	1	2	1	1	1	1	-3	1	1	6	1	4	2	2	2	2	2	2	3	3	4	4	4	4	-5	-5	-5	-5	-5	1	1	2	2	2	2	2	3	4	1	3	3	3	1	1	1	1	1	1	1	2	2	2	4	2	3	4	4	4	4	4	3	2	1	2	2	2	2	3	2	-3	3	3	1	3	2	2	3	4	2	2	2	6	3	3	1	2	2	2	2	1	1	1	-5	2	3	4	4	4	2	2	2	1	2	3	2	1	1	2	1	2	1	1	1	1	2	2	2	2	2	3	2	2	3	4	3	4	4	4	3	3	2	-5	3	2	2	-5	2	4	4	1	2	2	2	-3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	2	2	1	3	1	2	4	4	2	2	2	1	2	8	0	3	3	4	4	3	5	1	4	2	2	3	1	2	3	4	2	3	4	4	2	2	4	2	3	1	1	1	2	1	14	1	3	3	-3	-3	1	-5	-5	-5	-5	1	3	2	3	-3	4	4	3	3	3	3	3	3	3	3	3	3	3	2	1	1	1	3	3	2	-5	2	3	2	4	3	2	-3	1	1	2	2	2	4	2	-3	3	2	2	2	3	2	2	3	3	3	3	3	3	3	3	3	2	2	2	2	3	2	3	3	6	2	2	3	-3	3	2	2	2	2	3	2	3	3	3	2	2	1	2	1	2	2	2	1	2	1	1	1	2	-5	-5	-5	-5	2	1	2	2	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	1	-3	1	1	1	2	1	1	1	7	1	1	1	2	2	3	4	5	-5	-5	4	1	1	1	3	4	2	4	2	1	1	2	1	-5	5	1	3	5	5	2	1	1	1	1	3	3	4	4	4	4	2	3	2	2	2	-5	-5	-5	-5	-5	-5	2	1	1	5	-7	1	49	2	42	2	19	1	15	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	2
1	1	61	1	5	1	-5	1	-5	4	2	6	1	3	2	-5	2	1	1	1	1	1	2	4	1	1	1	1	2	-5	4	3	3	-5	-5	-5	-5	-5	-5	-5	-5	1	2	2	-3	2	1	4	1	3	2	1	-3	-5	3	1	2	3	-3	1	3	1	1	3	3	1	2	2	3	3	2	2	1	1	1	2	1	1	2	1	1	2	3	1	5	1	1	1	2	2	4	2	2	2	2	2	2	2	2	2	-5	1	3	1	1	1	1	2	-5	1	2	2	2	1	3	2	3	2	3	3	2	2	2	2	2	2	2	4	4	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	5	2	2	2	2	2	3	3	3	4	4	4	4	-5	-5	-5	-5	-5	1	1	2	2	2	2	2	3	6	2	2	2	2	1	1	2	2	2	1	1	3	2	2	2	2	3	4	4	4	2	4	2	-3	1	2	2	2	2	3	1	3	1	3	3	3	1	2	3	4	2	1	2	7	3	1	3	2	2	2	2	1	1	1	-5	2	4	4	4	4	1	2	2	1	2	1	2	1	2	2	2	2	1	1	1	1	3	4	2	2	2	2	2	2	2	3	4	4	4	4	1	2	2	-5	2	-5	2	-5	2	4	5	1	-3	-3	-3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	1	2	2	2	2	2	2	2	2	2	1	5	9	2	-5	-5	-5	4	2	1	4	4	2	2	2	2	2	2	4	4	4	4	2	2	4	2	3	1	1	1	2	1	14	3	1	3	1	3	1	-5	-5	-5	-5	2	2	1	4	4	4	4	1	3	3	3	3	3	3	3	2	1	1	-3	2	-5	2	-5	-5	2	-5	2	1	1	1	1	1	1	1	1	1	1	1	2	1	4	3	1	1	1	1	1	1	2	1	1	1	2	1	2	2	-3	2	2	2	2	3	1	2	2	4	2	1	2	2	3	2	2	2	2	3	2	2	2	3	3	5	2	2	2	2	2	2	1	1	2	1	1	2	-5	-5	-5	-5	2	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	2	2	1	2	1	1	1	1	1	2	2	2	5	3	1	6	6	-5	3	3	3	3	-5	-5	4	1	1	2	-5	-5	-5	-5	-5	3	3	3	1	-5	2	4	4	5	4	4	2	2	2	2	2	2	4	4	4	4	2	3	1	1	1	3	3	1	3	1	1	1	1	1	6	-7	1	61	2	60	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1
1	2	28	3	7	1	-5	1	-5	1	1	-5	1	2	2	-5	5	2	-5	2	2	2	2	1	-7	2	2	1	2	-5	2	3	2	1	2	1	3	2	1	1	2	2	1	-5	1	1	1	3	1	-3	-3	2	1	-3	2	-3	-3	1	1	1	1	1	1	3	-3	1	2	-3	3	3	2	3	4	2	2	3	1	2	3	1	1	1	3	1	5	2	4	3	-3	2	3	2	2	2	2	1	1	1	1	1	3	1	1	1	2	1	1	1	1	2	3	3	-3	2	-3	-3	2	2	-3	-3	2	2	2	2	2	2	1	5	5	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	3	1	5	1	-3	2	2	2	-3	1	1	4	4	4	4	-5	-5	-5	-5	-5	3	3	2	2	2	2	2	2	4	1	2	2	2	1	7	2	1	1	1	2	1	3	3	5	2	2	5	5	5	5	5	2	-3	-3	2	2	-3	2	2	1	3	1	3	1	-3	4	1	3	1	2	3	2	4	-3	1	3	1	2	2	2	3	-5	1	-5	2	2	4	2	2	-3	2	3	-3	-1	3	2	1	1	2	2	1	1	2	1	1	3	2	-3	4	4	2	2	2	4	-3	5	5	4	4	-3	-5	-3	-5	3	3	1	2	5	2	4	1	-3	-3	-3	4	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	-3	2	2	2	4	2	2	2	1	1	0	8	1	3	3	4	4	2	2	1	2	2	2	4	4	4	2	4	4	2	3	2	4	4	1	3	1	1	1	2	1	14	1	1	3	1	3	1	-5	-5	-5	-5	1	2	3	3	9	4	2	3	3	2	3	3	3	3	3	3	1	3	2	2	-5	1	1	2	2	-5	3	2	2	4	2	4	4	1	1	-3	-3	2	2	2	4	3	2	2	2	1	1	1	2	1	1	1	1	1	2	2	2	2	2	1	1	2	1	3	2	6	2	2	2	2	-3	2	2	2	2	4	3	2	3	3	2	2	2	2	2	2	2	2	1	1	2	1	1	1	3	3	3	1	2	2	2	2	3	2	1	2	3	1	3	1	2	1	3	2	1	2	2	1	1	1	1	1	1	2	1	1	2	-3	1	1	7	2	1	5	5	5	-5	-5	4	1	1	1	1	3	4	4	4	3	4	3	1	-5	2	2	2	-3	-3	2	2	2	2	2	3	3	3	5	2	2	2	3	3	3	1	3	3	2	2	1	2	2	1	1	6	-7	1	28	2	28	1	2	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	12
1	2	26	1	2	1	-5	1	-5	1	3	7	1	0	-5	-5	3	1	1	1	2	1	2	6	2	1	1	3	2	-5	1	1	1	1	2	2	2	2	2	-7	1	1	2	2	1	1	1	4	1	2	2	2	2	-5	2	2	1	2	-3	2	-3	-3	1	2	2	-3	-3	1	1	4	2	3	2	2	4	4	2	2	3	4	1	3	3	3	4	3	4	4	5	3	4	1	2	1	1	2	2	2	1	2	3	1	4	1	1	1	1	2	-5	1	3	2	2	1	2	2	2	3	3	2	3	2	2	2	3	2	1	4	4	2	2	2	1	1	1	1	1	1	-3	1	1	1	2	2	1	1	4	1	5	2	2	2	2	2	2	3	3	4	4	4	4	-5	-5	-5	-5	-5	1	1	2	2	2	2	2	3	6	2	3	3	2	1	1	2	2	2	1	2	2	2	2	1	5	3	4	4	4	4	4	3	2	1	-3	2	3	1	3	2	2	1	3	-3	-3	5	2	3	6	2	5	2	5	2	2	2	2	2	2	2	3	-5	1	-5	2	4	4	3	3	1	3	-5	2	4	1	1	1	1	2	2	2	1	1	1	1	3	1	4	4	5	4	3	4	3	1	2	3	3	3	2	-5	2	-5	2	-5	2	-5	4	2	4	3	2	2	3	3	2	4	3	3	3	3	4	3	4	3	3	3	3	3	3	4	3	3	3	3	4	3	4	3	3	3	4	3	2	1	1	3	2	3	4	2	3	2	2	2	1	5	0	4	-5	-5	-5	4	3	4	4	3	2	2	2	2	2	3	4	3	3	2	2	3	2	1	3	1	1	1	7	9	45	3	3	1	3	3	1	-5	-5	-5	-5	1	3	3	3	10	4	3	1	2	3	2	2	3	1	3	2	1	2	1	2	-5	2	-5	-5	2	-5	3	2	2	4	5	5	5	1	1	1	1	2	5	-6	-6	-6	1	1	1	1	1	1	2	1	1	1	2	2	2	2	2	2	2	2	2	3	3	3	2	6	2	2	3	-3	2	3	3	3	2	3	4	3	3	3	2	2	2	2	1	2	2	2	1	1	2	2	1	1	3	3	3	3	2	1	1	2	2	3	2	3	3	3	1	3	1	3	3	3	2	2	1	2	1	2	1	1	1	2	1	1	1	-3	1	1	1	4	3	4	5	5	-5	-5	3	1	1	2	-5	-5	-5	-5	-5	1	1	3	2	2	3	2	4	3	2	2	2	2	3	2	1	3	5	5	5	4	5	3	2	2	1	3	3	3	3	3	3	2	1	1	6	-7	1	32	2	26	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1
1	1	66	1	2	1	-5	1	-5	4	5	2	1	6	1	1	0	-5	-5	1	1	1	2	1	-7	2	2	1	1	11	2	1	1	-5	-5	-5	-5	-5	-5	-5	-5	1	2	2	1	1	1	3	1	2	2	1	2	-5	-3	-3	2	2	-3	2	2	2	1	2	2	2	2	1	1	3	3	3	4	4	4	5	3	3	4	4	2	4	4	3	4	4	4	4	5	3	4	2	2	2	2	2	2	2	2	2	-5	1	3	1	1	1	1	2	-5	1	2	2	2	1	2	2	2	2	3	3	3	-3	-3	-3	3	-3	3	2	3	4	1	1	2	-3	-3	1	1	2	-3	2	2	2	2	2	1	1	6	6	1	1	1	1	1	1	1	1	1	3	3	2	3	2	3	4	2	1	2	3	1	1	1	1	1	6	4	2	4	4	3	1	13	2	2	2	2	2	3	3	-3	2	5	3	-3	4	4	4	4	2	2	1	2	2	3	2	3	3	1	3	1	3	1	-3	4	3	-3	3	-3	5	4	2	2	2	1	2	1	1	1	13	1	-5	2	4	4	4	4	1	3	-5	3	5	3	2	-3	2	3	2	2	3	3	-3	1	2	1	3	3	4	3	4	4	3	2	3	3	3	3	2	-5	2	-5	2	-5	2	-5	2	2	-3	1	1	1	1	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	1	3	2	3	4	2	3	2	2	2	2	0	0	4	-5	-5	-5	-3	-3	-3	1	4	2	3	2	2	3	3	3	3	3	-3	-3	3	2	1	3	1	1	1	7	9	45	3	3	1	3	1	1	-5	-5	-5	-5	2	3	3	3	10	4	3	3	3	3	3	3	3	3	3	2	1	2	1	2	-5	2	-5	-5	2	-5	3	2	2	2	3	3	3	1	1	1	1	1	3	3	2	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	2	3	2	-3	2	1	3	3	3	4	3	3	4	3	3	3	3	3	2	2	2	1	1	2	1	2	2	2	2	1	3	3	3	3	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	-3	2	1	1	1	2	2	2	3	-3	-3	1	3	-5	2	4	5	5	-5	-5	3	1	-3	2	-5	-5	-5	-5	-5	3	4	4	1	-5	-3	2	3	-3	3	3	3	3	3	3	2	2	-3	5	4	4	4	1	2	2	1	3	3	3	3	3	3	1	1	1	6	-7	1	66	2	65	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1
1	1	72	5	2	1	-5	1	-5	4	5	1	1	3	2	-5	7	1	3	2	2	2	2	3	3	2	1	1	1	7	2	1	1	-5	-5	-5	-5	-5	-5	-5	-5	1	2	1	1	1	1	2	1	2	2	1	2	-5	-3	2	2	2	2	2	-3	-3	1	2	2	-3	-3	1	1	3	2	3	3	4	4	4	3	3	4	4	2	3	3	3	4	4	4	4	4	3	4	2	2	2	2	1	2	1	2	1	-5	1	3	2	1	1	1	2	-5	1	2	2	2	1	2	2	2	2	2	2	3	-3	-3	-3	3	-3	3	2	3	3	1	1	2	2	2	2	2	2	2	2	2	2	2	2	1	1	4	4	1	1	1	2	1	1	1	1	1	4	4	4	4	2	2	3	2	2	2	3	1	1	1	1	1	5	1	2	4	3	3	1	6	2	2	2	2	2	3	2	4	1	5	3	4	4	4	4	4	3	2	1	2	2	2	2	3	3	1	3	1	3	1	-3	4	3	2	3	5	4	4	1	2	1	1	1	1	1	1	6	1	-5	2	4	4	4	4	1	3	-5	2	-1	3	2	2	2	3	-3	2	3	3	-3	1	2	4	3	4	4	4	4	4	3	2	2	2	3	3	2	-5	2	-5	2	-5	2	-5	3	2	-3	1	1	1	1	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	4	3	3	3	3	3	3	3	1	1	1	3	2	3	4	2	3	2	2	2	1	3	0	4	-5	-5	-5	3	3	3	1	4	3	2	2	2	3	2	4	4	2	3	3	2	2	2	3	1	1	1	7	9	45	3	3	1	3	1	1	-5	-5	-5	-5	2	3	4	2	10	4	4	1	3	2	3	3	3	3	3	7	2	-5	2	2	-5	2	-5	-5	2	-5	3	2	2	4	4	4	5	1	1	1	1	2	3	2	2	3	1	1	1	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	3	2	3	2	3	2	2	2	1	2	3	3	4	3	3	4	3	3	3	2	2	2	2	1	1	2	2	1	2	2	2	2	2	-5	-5	-5	-5	1	1	1	1	3	3	-3	3	1	-3	3	2	-3	2	2	1	2	2	1	2	2	2	1	1	1	3	2	2	3	-3	-3	4	3	-5	2	4	5	5	-5	-5	3	1	-7	2	-5	-5	-5	-5	-5	3	3	4	1	-5	4	3	4	4	2	2	3	2	3	2	3	3	4	4	4	4	4	1	2	2	2	-5	-5	-5	-5	-5	-5	2	1	1	6	-7	1	72	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1
1	1	62	5	1	1	-5	1	-5	3	2	7	1	0	-5	-5	1	2	-5	1	2	2	2	3	3	1	-3	3	2	-5	3	3	3	-5	-5	-5	-5	-5	-5	-5	-5	1	2	2	2	1	1	4	-3	3	3	2	1	-5	3	1	3	3	1	1	1	1	1	3	3	1	1	1	3	1	1	1	1	2	2	5	1	1	2	2	2	2	2	5	5	1	4	-3	5	3	1	2	1	1	1	2	2	1	1	2	-6	3	2	2	5	2	-3	2	-5	1	2	2	1	2	2	2	2	2	3	2	3	3	3	3	3	3	1	4	4	2	2	2	1	1	1	1	1	1	2	1	1	1	2	2	2	1	4	1	5	1	1	2	1	1	1	1	1	-3	3	3	2	-5	-5	-5	-5	-5	2	3	1	2	2	2	1	6	8	1	3	3	3	3	-5	1	1	1	1	2	1	2	2	1	5	-3	1	2	2	4	4	2	1	1	1	1	3	2	2	3	1	1	3	1	3	1	1	3	3	2	5	4	-2	2	2	2	2	1	2	2	3	-5	1	-5	1	3	2	2	3	2	3	-5	1	2	1	1	1	1	1	-3	2	1	1	2	1	1	2	2	2	5	2	1	2	5	1	5	2	5	4	3	2	1	2	3	2	1	2	2	4	4	-3	-3	-3	-3	2	2	3	3	3	3	3	3	3	4	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	1	3	2	4	4	4	2	2	2	2	2	0	0	4	-5	-5	-5	2	2	-3	1	2	2	2	2	2	2	2	2	4	4	2	2	2	4	1	3	1	1	1	2	1	14	1	3	1	3	1	1	-5	-5	-5	-5	2	5	5	3	10	2	2	1	3	2	3	3	1	1	3	7	1	1	1	1	3	2	-5	-5	2	-5	3	5	5	5	5	5	5	2	2	2	2	2	2	2	4	4	1	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	1	4	4	4	4	2	2	2	2	2	3	3	3	1	3	1	2	1	2	2	1	3	1	1	2	2	2	2	1	1	2	3	3	4	0	3	1	4	-5	2	5	1	1	-5	-5	5	1	-7	2	-5	-5	-5	-5	-5	4	4	4	1	-5	-3	2	5	5	5	4	5	2	2	2	1	4	2	4	4	2	2	2	3	3	1	3	3	3	3	3	2	2	1	1	6	-7	1	62	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	1
1	2	29	3	5	1	-5	3	2	-5	-5	6	1	1	2	-5	6	2	-5	1	2	2	2	3	3	2	2	1	2	-5	2	2	2	1	1	3	1	2	1	3	1	1	-3	1	1	1	1	4	1	-3	-3	2	2	-5	2	2	-3	2	2	1	1	1	1	-3	2	1	1	2	2	2	2	2	1	3	-3	2	2	2	4	2	1	3	4	2	4	1	3	-3	1	-3	2	2	2	2	2	2	2	2	-3	2	2	2	2	1	2	2	-3	2	-5	1	2	2	-3	-3	2	2	-3	2	2	-3	3	2	2	2	3	2	2	4	4	2	2	-3	1	1	1	1	1	1	2	1	2	-3	1	1	1	1	1	1	5	2	2	2	2	2	3	-3	3	4	-3	-3	-3	-5	-5	-5	-5	-5	1	1	2	2	2	2	2	3	6	2	-3	2	2	1	18	-3	-3	-3	1	1	-3	2	2	4	2	3	2	4	4	4	4	3	1	-3	-3	2	2	2	2	2	3	1	3	3	1	1	3	3	2	2	-3	2	6	-3	1	4	2	2	2	2	3	-5	5	4	2	3	4	3	-3	-3	2	2	1	2	1	2	1	2	3	2	1	1	1	1	2	3	3	2	3	2	2	2	1	3	4	4	4	4	4	2	-5	2	-5	2	-5	2	-5	4	3	4	3	2	-3	-3	3	2	3	3	3	3	3	4	3	4	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	-6	3	3	3	1	2	2	2	2	2	3	2	2	2	2	2	1	0	0	1	-5	-5	-5	3	3	4	3	2	2	3	2	2	2	4	3	4	4	4	2	4	2	1	3	1	1	1	2	1	14	1	1	-3	1	-3	3	3	-5	3	-5	-5	3	3	3	8	4	3	3	3	3	3	3	3	3	3	7	1	2	1	2	-5	1	5	3	2	-5	-3	4	2	3	4	4	4	1	1	2	2	2	5	3	3	3	2	2	2	1	1	2	-3	2	2	2	1	-3	2	-3	2	2	2	2	2	-3	-3	2	2	5	2	-3	-3	-3	-3	3	3	3	3	3	3	4	3	3	3	3	2	2	2	2	2	2	1	2	1	1	1	1	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	-3	1	1	1	2	2	2	3	7	10	-3	10	-5	2	5	4	5	1	2	4	2	-7	2	-5	-5	-5	-5	-5	3	3	2	1	-5	2	3	4	3	3	2	2	2	2	2	3	-3	-3	4	4	4	2	3	2	2	1	2	2	1	1	3	3	1	1	1	6	-7	-7	-7	2	29	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	-7	2
