ARESPNR	RESPNR	HHNR	HHPNR	ISCO	V040	V041	V049	V103	V200	V201	V202	VAR000	VAR001	VAR002	VAR003	VAR006	VAR016	VAR019	VAR040	VAR046	VAR047	VAR048	VAR049	VAR050	VAR060	VAR061	VAR062	VAR064	VAR065	VAR092	VAR093	VAR096	VAR126	VAR131	VAR132	VAR133	VAR134	VAR135	VAR136	VAR149	VAR151	VAR153	VAR154	VAR154A	VAR155	VAR156	VAR157	VAR157A	VAR164	VAR165	VAR166	VAR167	VAR198	VAR201	VAR204	VAR205	VAR220	VAR222	VAR223	VAR228	VAR229	VAR239	VAR271	VAR272	VAR273	VAR274	VAR275	VAR318	VAR320	VAR347	VAR408	VAR409	VAR427	VAR428	VAR433	VAR461	VAR462	VAR491	VAR497	VAR499	VAR501	VAR502	VAR539	VAR540	VAR544	VAR546	VAR548	VAR550	VAR567	VAR568	VAR569	VAR570	VAR571	VAR572	VAR573	VAR574	VAR591	VAR599	VAR600	VAR624	VAR626	VAR627	VAR628	VAR629	VAR630	VAR631	VAR632A	VAR632B	VAR632C	VAR632E	VAR632F	VAR632G	VAR683B	VAR684	VAR699A	VAR699B	VAR699C	VAR699D	VAR699E	VAR699F	VAR700A	VAR700B	VAR700C	VAR700D	VAR700E	VAR723	VAR725	VAR728B	VAR729B	VAR76301	VAR76302	VAR76303	VAR76304	VAR76305	VAR76306	VAR76307	VAR76308	VAR76309	VAR76310	VAR76311	VAR76312	VAR76313	VAR76314	VAR76315	VAR76316	VAR76317	VAR76318	VAR76319	VAR76320	VAR76321	VAR76322	VAR76323	VAR76324	VAR76325	VAR76326	VAR76401	VAR76402	VAR76403	VAR76404	VAR76405	VAR76406	VAR76407	VAR76408	VAR76409	VAR76410	VAR76411	VAR76412	VAR76413	VAR76414	VAR76415	VAR76416	VAR76417	VAR76418	VAR76419	VAR76420	VAR76421	VAR76422	VAR76423	VAR76424	VAR76425	VAR76426	VAR76501	VAR76502	VAR76503	VAR76504	VAR76505	VAR76506	VAR76507	VAR76508	VAR76509	VAR76510	VAR76511	VAR76512	VAR76513	VAR76514	VAR76515	VAR76516	VAR76517	VAR76518	VAR76519	VAR76520	VAR76521	VAR76522	VAR76523	VAR76524	VAR76525	VAR76526	VAR76527	VAR76528	VAR76529	VAR76701	VAR76702	VAR76703	VAR76704	VAR76705	VAR76706	VAR76707	VAR76708	VAR76709	VAR76710	VAR76711	VAR76712	VAR76713	VAR76714	VAR76715	VAR76716	VAR76717	VAR76718	VAR76719	VAR76722	VAR76723	VAR76724	VAR76725	VAR76726	VAR76727	VAR76728	VAR806	VAR807	VAR895	VAR896	VAR900A	VAR900B	VAR900C	VAR900D	VAR900E	VAR900F	VAR900G	VAR900H	VAR900K	VAR900L	VAR900M	VAR900N	VAR900O	VAR901	VAR902	VAR903	VAR904	VAR905	VAR906	VAR907	VAR908	VAR909	VAR910	VAR911	VAR912	VAR913	VAR914	VAR915	VAR916	VAR917	VAR918	VAR919	VAR920	VAR921	VAR922	VAR923	VAR924	VAR925	VAR926	VAR927	VAR928	VAR929	VAR930A	VAR930B	VAR930C	VAR930D	VAR931	VAR956	VAR957	VAR958	VAR959	VAR963	VAR964	VAR965	VAR966	VAR967	VAR968	VAR969	VAR1046A	VAR1046B	VAR1046C	VAR1046D	VAR1046E	VAR1046F	VAR1046G	VAR1046H	VAR1046I	VAR1046J	VAR1046K	VAR1046L	VAR1046M	VAR1046N	VAR1046O	VAR1046P	VAR1061	VAR1062	VAR1113	VAR1114	VAR1115	VAR1116	VAR1145A	VAR1145B	VAR1145C	VAR1145D	VAR1145E	VAR1145F	VAR1145G	VAR1145H	VAR1145I	VAR1145J	VAR1145K	VAR1145L	VAR1146	VAR1162A	VAR1162B	VAR1162C	VAR1162D	VAR1162E	VAR1162F	VAR1162G	VAR1162H	VAR1162I	VAR1162J	VAR1162K	VAR1162L	VAR1163	VAR1204	VAR1205	VAR1206	VAR1207	VAR1208	VAR1209	VAR1210	VAR1211	VAR3000	INT000	INT001	INT004	INT071	INT077	INT087	INT168	INT205	INT206	INT209	INT210	INT211	INT214	INT215	INT216	INT217	INT218	INT219	INT221	INT222	INT223	INT225	INT227	INT228	INT229	INT231	INT232	INT234	INT235	INT236	INT237	INT238	INT239	INT240	INT241	INT243	INT244	INT247	INT248	INT249	INT250	INT251	INT252	INT253	INT254	INT255	INT256	INT257	INT265	INT266	INT283	INT284	INT285	INT370	INT371	INT501	INT502	INT503	INT504	INT505	INT506	INT507	INT508	INT509	INT510	INT511	INT512	INT513	INT514	INT515	INT516	INT517	INT518	INT519	INT520
"01548"	1548	1548	1	4133	2	1	3	6	1	4	3	1	1	28	5	5	2	1	2	-5	-5	-5	-5	-5	4	1	3	1	2	-3	3	2	3	1	1	1	1	2	-5	3	3	2	3	3	3	-3	-3	3	1	4	3	2	1	1	4	2	-5	-3	1	2	2	2	2	2	1	1	-3	2	1	5	2	2	1	3	1	2	-3	3	3	1	1	4	2	4	2	2	2	-5	1	3	1	3	2	-5	2	-5	2	2	2	2	5	47	77	12	4	3	957	122	38	56	3	99	3	6	2	2	4	2	2	3	1	1	1	1	1	-5	-5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-5	-5	1	1	0.5	4	11	1	2	2	2	2	1	3	1130	1040	4	2	1	1	6	-7			2	46	1	28																			-5	1	1	-5	2	5	2	4	5	2	1	4	4	4	2	1	7	8	14	1	15	13	2	9	5	11	4	16	12	3	6	10	0	0	2	2	2	3	7	8	8	7	9	7	5	6	6	7	6	7	2	3	2	2	2	2	2	3	2	3	2	3	2	3	3	3	2	1	3	1	1	3	48401	1	9	1	4	5	1	1	2	1	4	3	4	1	1	3	3	3	3	3	2	3	1	4	3	6	3	2	2	2	2	2	1	5	2	4	1	1	-3	6	6	6	6	2	10	2	4	-6	-6	4	2	2	2	2	2	2	3	2	4	2	4	2	3	1	1	1	1	-6	-6	-6	5	4	2	2	4	4
"01549"	1549	1549	1	3231	1	-5	1	1	1	4	1	1	2	52	3	2	7	1	2	1	1	3	2	2	2	1	3	-3	1	-3	2	3	2	2	1	2	1	2	3	1	2	1	3	2	3	2	-3	2	1	5	5	2	5	1	4	1	-5	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	2	3	2	2	-2	3	3	5	1	-3	-3	-3	2	1	2	-5	3	2	3	3	2	-5	1	1	1	2	2	1	5	47	77	12	4	3	957	122	38	56	3	99	3	7	1	1	1	1	1	1	1	1	-3	1	2	25	1	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	1	0.57	2	11	1	3	2	2	2	1	3	1116	1019	3	1	1	1	6	-7			2	52																					-5	1	-5	-5	6	5	2	3	2	2	1	3	5	4	2	2	8	10	2	12	9	16	6	14	5	7	3	1	4	11	13	15	0	3	1	2	1	1	5	7	-3	7	5	5	5	7	7	7	5	5	2	3	-3	-3	2	3	3	3	2	2	2	3	3	2	3	-3	2	3	3	2	1	-3	57210	1	9	0	5	5	1	2	2	2	3	1	4	3	3	2	4	3	-3	4	3	3	2	2	-3	6	4	1	2	2	-3	2	2	3	3	-3	2	3	-3	1	1	1	-6	8	8	7	10	-3	4	2	1	2	2	1	3	3	-3	2	4	4	4	-3	4	1	4	1	-6	2	3	-3	5	2	2	2	2	3
"01551"	1551	1551	1	8332	2	1	1	9	2	2	6	1	2	60	1	4	8	1	1	-5	-5	-5	-5	-5	3	1	3	2	1	4	2	3	4	2	1	2	1	2	3	1	2	2	3	2	2	2	3	3	1	4	4	3	1	1	-3	1	-5	1	1	2	1	2	3	3	3	1	1	1	1	3	2	3	4	2	2	2	12	1	2	8	3	2	2	3	2	2	1	2	2	-5	1	1	2	-5	1	2	3	2	1	2	3	2	6	1	4	7	37	4	1	1	4	99	2	2	2	4	4	4	2	4	2	1	1	1	2	-5	-5	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	-5	2	1	1.17	5	12	1	4	2	2	1	4	2	1413	1256	4	1	1	1	6	-7	1	60	2	60																					1	2	-5	-5	10	5	1	2	4	1	1	5	4	2	3	3	1	10	8	4	3	14	16	12	5	6	11	9	7	13	2	15	0	0	3	3	3	2	5	3	4	5	5	2	5	6	4	5	3	1	3	3	2	2	3	3	3	3	3	1	3	2	1	3	3	3	3	2	4	3	2	3	46307	1	11	3	2	2	5	2	2	4	3	1	1	3	3	3	4	3	3	3	4	2	1	1	3	3	4	1	2	4	4	2	4	4	4	4	2	2	2	2	6	2	2	8	1	8	11	1	3	1	4	5	5	5	2	4	3	2	2	3	2	2	4	1	1	1	1	2	3	3	2	4	4	4	2	3
"01552"	1552	1552	1	2470	1	-5	2	1	4	1	1	1	1	30	5	7	5	1	3	1	1	2	1	2	-3	1	1	2	1	3	1	3	3	2	2	2	2	2	3	2	3	-3	-3	-3	-3	2	-3	3	2	3	3	-3	1	1	5	1	-5	2	-3	-3	3	2	2	-3	3	1	29	2	1	2	2	2	4	2	1	2	15	3	1	1	3	2	1	2	1	2	1	2	1	2	2	-5	2	-5	2	-5	-3	2	2	3	3	1	1	1	2	1	14	7	3	3	1	12	2	4	1	1	1	1	1	1	1	1	2	2	2	36	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	1	1	2	12	1	4	2	4	2	3	2	2010	1910	2	2	1	1	6	-7	1	30	2	28																					1	1	-5	-5	13	5	1	5	5	2	2	2	2	2	2	2	4	7	13	3	9	16	10	14	8	5	1	2	11	12	6	15	0	0	3	3	3	3	6	4	6	8	8	5	8	8	7	7	7	6	2	2	2	2	2	2	3	2	3	2	2	2	1	2	2	2	2	3	2	1	1	3	73201	1	24	0	1	1	2	1	1	1	4	1	4	4	1	1	1	4	4	2	1	2	1	1	3	4	3	1	1	4	1	2	1	1	5	5	1	5	1	1	1	6	6	8	8	1	7	1	3	-3	-5	2	2	3	1	1	4	1	5	3	1	1	3	1	2	1	4	2	1	4	5	4	3	3	3	3
"01553"	1553	1553	1	-5	1	-5	-5	1	4	1	9	1	1	31	5	5	-5	1	2	1	1	2	1	2	1	2	3	2	1	4	3	1	-3	2	2	2	2	2	3	1	2	2	3	2	2	2	3	2	3	4	3	2	1	1	5	2	-5	1	1	2	4	2	1	1	1	1	19	1	1	1	2	2	5	1	5	4	-2	2	3	1	2	5	1	1	1	2	1	1	1	1	1	3	2	-5	2	-5	1	2	2	4	3	2	6	1	4	7	37	4	1	1	4	99	3	7	5	5	5	5	1	5	2	2	2	2	2	75	1	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	0.56	2	12	1	2	1	1	3	5	2	1909	1813	1	1	1	1	6	-7	1	31																							1	-5	-5	-5	-2	5	1	5	5	1	1	4	4	1	5	2	6	9	2	7	3	14	8	13	1	4	10	12	11	15	5	16	0	0	2	2	2	2	2	4	5	3	3	3	6	6	10	4	1	10	3	3	2	2	3	3	3	2	2	1	2	3	1	2	2	3	1	1	1	1	1	4	-5	1	18	-5	5	5	1	3	2	3	4	3	4	4	2	2	4	4	2	5	3	3	5	1	2	1	1	4	4	4	4	3	5	5	5	1	1	1	2	6	6	6	7	1	1	1	1	1	7	2	4	5	5	5	1	1	3	3	3	4	1	1	1	1	3	1	1	1	3	2	6	4	4	4	4	5
"01554"	1554	1554	1	9132	1	1	1	-2	2	2	5	1	2	38	1	4	7	1	2	1	2	2	4	2	3	1	3	2	1	4	2	2	2	1	1	1	1	1	2	2	2	2	3	3	3	3	3	3	1	5	4	2	3	3	4	1	2	2	2	2	2	2	3	3	2	1	6	1	1	2	3	3	2	2	4	3	-2	3	3	1	3	3	3	4	2	2	2	-5	2	-5	1	1	2	-5	1	2	3	2	2	3	3	2	6	1	4	7	37	4	1	1	4	99	2	1	4	4	2	4	2	5	1	2	2	2	2	3	4	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0.24	12	12	1	4	2	1	2	3	2	1649	1625	4	1	1	2	6	-7	1	39	2	38	1	7	2	5																	1	1	4	-5	-2	5	2	2	4	2	2	2	5	1	2	2	6	3	1	12	14	2	13	4	5	15	16	10	9	8	11	7	0	0	3	3	3	2	6	6	6	6	6	3	3	3	8	5	5	8	3	3	3	2	2	2	3	3	3	1	2	1	1	3	3	3	2	2	4	2	2	3	11133	1	13	0	3	4	1	1	1	2	4	2	-3	4	4	3	3	3	3	3	3	3	2	2	-3	5	4	2	2	3	-3	2	3	3	3	4	3	3	-3	2	2	2	2	4	4	4	11	3	3	1	3	3	3	2	2	3	-3	3	3	2	3	3	3	1	1	1	1	-3	-3	2	2	-3	2	-3	2	2
"01555"	1555	1555	1	1225	2	1	1	6	2	2	5	1	2	61	1	4	6	1	2	-5	-5	-5	-5	-5	3	1	1	2	2	3	2	2	1	1	1	1	1	2	3	2	3	1	2	2	2	2	2	2	1	4	4	3	2	1	5	1	-5	1	1	2	3	2	3	3	3	3	-5	1	1	3	3	2	4	2	5	4	9	3	3	1	2	3	2	1	1	2	1	2	2	-5	2	-5	2	-5	1	2	3	2	2	2	3	2	6	1	4	7	37	4	1	1	4	99	2	2	2	2	2	5	2	5	1	1	2	2	2	-5	-5	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	-5	2	1	0.55	1	12	1	2	2	2	2	3	2	2002	1907	3	1	1	3	6	-7	1	63	2	61																					1	1	-5	-5	7	5	1	1	5	2	2	3	4	2	2	3	8	11	9	5	4	15	10	14	1	3	13	6	7	12	2	16	0	0	2	3	3	3	7	7	7	7	7	7	6	7	8	6	7	7	3	2	2	2	2	2	3	3	3	1	3	2	1	3	2	2	2	3	3	3	2	3	57308	1	12	40	3	4	5	2	2	2	4	1	4	4	2	2	3	3	3	3	2	3	2	2	3	4	2	3	3	3	3	4	4	4	4	4	2	4	2	1	1	1	6	3	8	8	1	1	4	4	2	4	5	5	2	1	3	2	4	4	4	2	4	1	1	1	1	2	2	4	6	4	4	4	4	2
"01556"	1556	1556	1	1314	1	-5	5	1	2	2	1	1	1	25	5	4	2	2	4	1	1	3	2	2	4	2	1	2	2	3	2	1	2	1	2	2	1	2	3	1	2	2	2	3	3	3	2	3	2	3	-3	2	3	1	5	1	-5	2	-3	-3	3	2	2	2	2	3	-5	2	1	3	3	1	2	3	5	-3	-2	5	3	1	2	2	1	2	1	1	1	2	1	3	1	3	3	3	1	2	2	2	2	2	3	2	6	1	4	7	37	4	1	1	4	99	2	4	4	4	1	4	1	5	1	1	2	2	2	60	4	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	1.03	1	12	1	3	2	3	3	4	2	2207	2104	2	2	1	2	6	-7	1	25	2	22																					1	1	-5	-5	-3	4	2	3	4	2	3	2	4	2	3	3	5	12	8	9	7	6	11	15	2	3	10	14	13	1	4	16	0	0	3	3	3	3	5	-3	5	5	5	4	5	5	4	4	4	3	3	3	2	3	3	3	3	3	3	3	3	3	1	4	3	3	3	4	4	1	1	3	51701	1	15	0	2	2	2	2	2	2	4	3	-3	4	1	3	3	3	3	4	3	3	1	1	-3	4	4	2	2	3	2	3	3	4	3	4	2	2	2	1	2	2	6	-3	-3	-3	3	2	3	1	4	4	2	3	1	3	3	2	4	3	4	3	3	1	1	1	1	2	3	-3	2	3	4	4	4	-3
"01557"	1557	1557	1	5220	2	1	1	-3	1	3	5	1	2	35	1	2	7	1	3	-5	-5	-5	-5	-5	3	1	3	-3	1	4	2	2	3	2	1	2	2	1	3	1	4	1	3	-3	-3	2	3	-3	1	5	3	2	1	1	4	-3	-5	1	-3	2	2	2	2	1	2	1	1	1	2	2	3	3	3	3	2	3	11	3	3	1	2	5	3	4	1	1	2	-5	2	-5	2	-5	2	-5	2	-5	1	2	1	2	4	14	25	5	4	4	222	27	14	15	4	99	3	1	2	4	2	4	2	4	1	1	2	1	2	-5	-5	3	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	-5	1	1	0.53	16	11	1	2	2	2	1	3	3	2125	2032	4	1	1	2	6	-7	1	40	2	35	2	3	1	2																	1	2	4	-5	9	3	3	3	4	-3	2	-3	4	3	4	3	8	13	11	1	4	15	3	16	9	12	10	6	5	2	14	7	0	0	3	3	3	3	6	6	7	7	7	6	6	6	6	7	6	6	2	3	2	2	2	2	3	3	3	3	2	3	3	2	3	2	3	-3	-3	3	3	3	31701	1	10	0	-3	-3	4	-3	1	3	4	1	4	3	3	2	3	3	3	-3	3	2	-3	-3	-3	1	1	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	2	2	2	6	6	1	1	1	1	1	6	2	1	2	2	2	2	2	-3	3	-3	-3	-3	-3	-3	1	1	1	1	-3	-3	-3	6	-3	-3	-3	-3	-3
"01558"	1558	1558	1	1200	1	-5	1	1	4	1	1	1	1	32	1	6	5	2	2	1	1	3	1	2	4	1	2	-3	2	4	3	4	4	2	2	2	1	2	3	2	2	2	2	3	1	1	2	3	3	2	3	5	8	8	1	1	2	2	3	2	6	2	3	-3	3	1	15	2	2	5	3	2	4	2	2	4	16	3	3	1	1	5	4	4	3	1	2	-5	1	3	2	-5	2	-5	3	1	1	2	1	1	4	14	25	5	4	4	222	27	14	15	4	99	3	1	1	1	5	4	4	4	2	1	2	2	2	40	1	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	-3	3	1.04	9	11	1	3	2	5	1	3	3	2155	2051	3	2	1	2	6	-7	1	32	2	32	2	7	2	6	1	2															1	2	4	-5	13	3	3	3	1	5	1	1	4	2	2	2	6	16	8	7	10	13	14	15	2	9	11	1	4	3	5	12	10	0	1	1	1	1	5	7	7	8	7	6	6	7	5	7	5	5	2	3	2	2	2	2	3	3	2	3	2	3	3	2	2	2	1	4	4	1	1	4	98801	1	17	60	2	2	5	2	1	4	1	1	1	1	1	4	4	2	2	2	2	2	3	4	3	6	4	1	1	1	1	1	1	5	1	5	1	3	1	5	5	5	5	9	9	9	11	9	2	2	1	1	2	1	5	5	3	2	5	4	-6	2	2	1	3	4	3	3	3	2	5	4	2	1	4	4
"01559"	1559	1559	1	2452	1	1	5	1	4	1	5	1	2	30	1	6	3	1	2	1	1	3	2	2	4	1	3	1	2	4	2	2	3	1	1	2	1	-3	3	2	2	1	3	-3	3	3	-3	3	1	4	3	2	3	8	1	1	2	2	1	2	2	2	-3	2	2	1	14	2	2	4	2	1	2	3	1	4	13	2	3	1	1	5	2	4	2	1	2	-5	2	-5	2	-5	2	-5	1	2	3	2	1	2	4	14	25	5	4	4	222	27	14	15	4	99	3	1	4	2	4	2	4	2	1	1	2	1	1	8	1	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	1	1	1.01	9	11	1	4	2	4	2	3	3	1128	1027	1	1	1	2	6	-7	1	30	2	30	1	4	2	0																	1	1	4	-5	11	2	1	4	4	2	3	4	2	4	2	2	10	8	12	3	15	16	13	14	11	9	1	2	5	4	6	7	0	0	2	1	2	1	5	7	8	6	6	7	5	6	4	6	6	5	2	3	2	2	3	3	2	3	2	3	2	2	3	2	-3	3	3	3	3	3	1	1	75415	1	16	0	2	4	5	1	1	2	3	1	3	2	2	3	4	3	3	2	2	2	2	5	4	6	4	1	1	2	1	2	1	5	4	5	4	4	1	2	2	2	5	7	7	7	11	5	2	4	2	2	2	2	2	4	4	2	4	1	4	2	5	1	1	4	1	2	3	-3	5	4	4	1	4	3
"01562"	1562	1562	1	8240	1	-5	1	1	1	2	1	1	1	29	5	4	8	2	2	2	1	3	1	2	2	1	3	2	1	4	3	1	1	1	2	2	1	2	3	3	3	2	3	3	2	-3	3	3	1	5	3	1	1	1	5	2	-5	3	3	2	3	2	1	3	2	3	-5	2	1	4	3	2	3	3	3	3	11	4	3	5	1	3	1	3	1	1	2	-5	1	2	2	-5	1	1	2	-5	1	2	1	2	4	14	25	5	4	4	222	27	14	15	4	99	2	7	5	4	2	5	3	5	1	1	2	2	2	38	4	-3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	1	1	1.04	4	11	1	3	2	3	2	2	3	2028	1924	2	2	1	2	6	-7	1	29																							1	-5	-5	-5	8	3	-3	2	2	2	2	4	4	3	4	3	1	11	4	13	10	12	8	16	3	6	7	9	15	5	2	14	0	0	3	3	1	2	-3	5	7	6	7	7	3	6	7	4	6	4	2	3	2	3	3	2	2	3	2	3	3	3	3	3	3	3	1	3	3	1	3	4	26213	1	15	4	5	5	1	2	2	1	4	1	4	3	1	-6	-6	-6	-6	-6	-6	-6	1	2	-3	1	1	4	4	4	4	4	5	3	5	5	4	1	2	6	6	6	7	1	-3	1	1	1	6	3	1	5	5	4	-6	-6	-6	-6	4	5	2	2	3	1	1	1	1	1	3	1	6	4	3	4	4	1
"01563"	1563	1563	1	3231	2	1	1	1	2	2	5	1	2	44	1	4	5	1	1	-5	-5	-5	-5	-5	2	1	2	1	1	4	3	3	2	2	1	2	1	1	2	1	2	1	3	2	3	2	2	3	2	3	3	2	2	4	1	1	2	2	2	1	3	2	3	3	3	1	6	1	2	4	3	1	2	3	2	2	12	2	3	1	1	3	3	3	2	2	2	-5	2	-5	2	-5	1	2	1	2	3	1	2	2	4	20	28	5	4	7	302	32	13	21	4	99	2	1	2	2	4	5	4	5	1	1	2	2	2	-5	-5	3	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-5	-5	1	3	2.13	3	11	1	3	2	4	1	4	3	2236	2023	1	1	1	2	6	-7	1	42	2	44	2	15																			1	2	4	-5	2	2	2	4	4	2	4	3	3	3	3	4	7	10	8	14	15	16	12	13	5	4	3	2	6	1	9	11	7	2	1	2	1	1	5	6	6	6	6	6	6	6	6	6	5	6	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	3	3	2	2	3	57210	1	15	0	4	4	5	1	1	2	3	1	1	4	3	3	4	3	3	2	3	3	4	4	3	6	4	2	1	3	2	2	2	3	2	4	1	4	1	1	1	1	3	9	9	9	10	5	3	3	1	2	3	1	4	4	3	1	4	4	4	3	4	1	4	4	4	2	3	2	3	4	3	2	4	3
